Datum Zeit,Glauchau BEN
,µg/m³
01-06-00 00:00,2.6
31-05-00 23:00,3.8
31-05-00 22:00,4.6
31-05-00 21:00,2.3
31-05-00 20:00,0.7
31-05-00 19:00,0.9
31-05-00 18:00,1.1
31-05-00 17:00,1.0
31-05-00 16:00,1.8
31-05-00 15:00,1.1
31-05-00 14:00,1.6
31-05-00 13:00,0.9
31-05-00 12:00,0.7
31-05-00 11:00,0.9
31-05-00 10:00,1.2
31-05-00 09:00,1.5
31-05-00 08:00,1.6
31-05-00 07:00,1.7
31-05-00 06:00,0.9
31-05-00 05:00,0.6
31-05-00 04:00,0.5
31-05-00 03:00,0.6
31-05-00 02:00,0.7
31-05-00 01:00,0.9
31-05-00 00:00,1.8
30-05-00 23:00,1.0
30-05-00 22:00,1.3
30-05-00 21:00,1.0
30-05-00 20:00,1.1
30-05-00 19:00,1.1
30-05-00 18:00,1.2
30-05-00 17:00,1.5
30-05-00 16:00,1.0
30-05-00 15:00,0.9
30-05-00 14:00,0.9
30-05-00 13:00,0.8
30-05-00 12:00,1.0
30-05-00 11:00,1.0
30-05-00 10:00,0.9
30-05-00 09:00,1.1
30-05-00 08:00,1.1
30-05-00 07:00,1.3
30-05-00 06:00,1.4
30-05-00 05:00,0.7
30-05-00 04:00,0.4
30-05-00 03:00,0.3
30-05-00 02:00,0.4
30-05-00 01:00,0.4
30-05-00 00:00,0.5
29-05-00 23:00,0.7
29-05-00 22:00,1.2
29-05-00 21:00,0.6
29-05-00 20:00,0.7
29-05-00 19:00,1.2
29-05-00 18:00,0.8
29-05-00 17:00,1.2
29-05-00 16:00,1.4
29-05-00 15:00,1.2
29-05-00 14:00,1.1
29-05-00 13:00,0.6
29-05-00 12:00,0.7
29-05-00 11:00,0.7
29-05-00 10:00,0.7
29-05-00 09:00,0.7
29-05-00 08:00,1.1
29-05-00 07:00,1.2
29-05-00 06:00,1.3
29-05-00 05:00,0.7
29-05-00 04:00,0.4
29-05-00 03:00,0.4
29-05-00 02:00,0.3
29-05-00 01:00,0.4
29-05-00 00:00,0.4
28-05-00 23:00,0.4
28-05-00 22:00,0.5
28-05-00 21:00,0.5
28-05-00 20:00,0.7
28-05-00 19:00,
28-05-00 18:00,
28-05-00 17:00,
28-05-00 16:00,
28-05-00 15:00,
28-05-00 14:00,0.4
28-05-00 13:00,0.4
28-05-00 12:00,0.5
28-05-00 11:00,0.6
28-05-00 10:00,0.4
28-05-00 09:00,0.4
28-05-00 08:00,0.4
28-05-00 07:00,0.6
28-05-00 06:00,0.9
28-05-00 05:00,0.7
28-05-00 04:00,0.7
28-05-00 03:00,0.6
28-05-00 02:00,0.8
28-05-00 01:00,0.7
28-05-00 00:00,0.8
27-05-00 23:00,0.8
27-05-00 22:00,1.0
27-05-00 21:00,0.8
27-05-00 20:00,0.8
27-05-00 19:00,0.8
27-05-00 18:00,0.8
27-05-00 17:00,0.7
27-05-00 16:00,0.7
27-05-00 15:00,0.5
27-05-00 14:00,0.6
27-05-00 13:00,0.7
27-05-00 12:00,0.9
27-05-00 11:00,0.9
27-05-00 10:00,1.3
27-05-00 09:00,0.9
27-05-00 08:00,0.7
27-05-00 07:00,3.4
27-05-00 06:00,3.5
27-05-00 05:00,2.2
27-05-00 04:00,2.0
27-05-00 03:00,2.0
27-05-00 02:00,2.2
27-05-00 01:00,1.9
27-05-00 00:00,1.9
26-05-00 23:00,1.3
26-05-00 22:00,1.8
26-05-00 21:00,1.1
26-05-00 20:00,1.5
26-05-00 19:00,0.9
26-05-00 18:00,0.8
26-05-00 17:00,0.8
26-05-00 16:00,1.1
26-05-00 15:00,0.9
26-05-00 14:00,1.2
26-05-00 13:00,1.0
26-05-00 12:00,0.8
26-05-00 11:00,0.8
26-05-00 10:00,0.9
26-05-00 09:00,1.3
26-05-00 08:00,1.2
26-05-00 07:00,2.6
26-05-00 06:00,2.3
26-05-00 05:00,1.4
26-05-00 04:00,0.7
26-05-00 03:00,0.6
26-05-00 02:00,0.9
26-05-00 01:00,1.1
26-05-00 00:00,0.6
25-05-00 23:00,0.7
25-05-00 22:00,1.3
25-05-00 21:00,0.6
25-05-00 20:00,0.7
25-05-00 19:00,1.0
25-05-00 18:00,1.1
25-05-00 17:00,1.0
25-05-00 16:00,1.4
25-05-00 15:00,2.1
25-05-00 14:00,1.5
25-05-00 13:00,1.3
25-05-00 12:00,1.3
25-05-00 11:00,1.3
25-05-00 10:00,1.5
25-05-00 09:00,2.8
25-05-00 08:00,3.9
25-05-00 07:00,2.5
25-05-00 06:00,2.6
25-05-00 05:00,1.3
25-05-00 04:00,1.2
25-05-00 03:00,1.3
25-05-00 02:00,1.2
25-05-00 01:00,1.6
25-05-00 00:00,
24-05-00 23:00,
24-05-00 22:00,
24-05-00 21:00,
24-05-00 20:00,
24-05-00 19:00,1.7
24-05-00 18:00,1.3
24-05-00 17:00,1.3
24-05-00 16:00,1.7
24-05-00 15:00,1.3
24-05-00 14:00,1.3
24-05-00 13:00,1.2
24-05-00 12:00,1.1
24-05-00 11:00,1.1
24-05-00 10:00,1.3
24-05-00 09:00,1.7
24-05-00 08:00,2.7
24-05-00 07:00,2.4
24-05-00 06:00,1.9
24-05-00 05:00,1.2
24-05-00 04:00,1.3
24-05-00 03:00,1.3
24-05-00 02:00,1.3
24-05-00 01:00,1.6
24-05-00 00:00,1.8
23-05-00 23:00,1.6
23-05-00 22:00,2.9
23-05-00 21:00,2.3
23-05-00 20:00,1.1
23-05-00 19:00,1.0
23-05-00 18:00,1.2
23-05-00 17:00,1.5
23-05-00 16:00,1.6
23-05-00 15:00,1.1
23-05-00 14:00,1.4
23-05-00 13:00,1.1
23-05-00 12:00,1.0
23-05-00 11:00,1.0
23-05-00 10:00,0.9
23-05-00 09:00,1.1
23-05-00 08:00,1.2
23-05-00 07:00,2.3
23-05-00 06:00,2.3
23-05-00 05:00,1.4
23-05-00 04:00,0.7
23-05-00 03:00,0.6
