Datum Zeit,Bautzen SO2
,µg/m³
01-06-00 00:00,
31-05-00 23:00,2.0
31-05-00 22:00,1.9
31-05-00 21:00,2.0
31-05-00 20:00,2.5
31-05-00 19:00,2.1
31-05-00 18:00,1.9
31-05-00 17:00,5.1
31-05-00 16:00,5.2
31-05-00 15:00,7.2
31-05-00 14:00,6.1
31-05-00 13:00,3.3
31-05-00 12:00,3.1
31-05-00 11:00,4.1
31-05-00 10:00,2.9
31-05-00 09:00,3.3
31-05-00 08:00,5.4
31-05-00 07:00,
31-05-00 06:00,7.0
31-05-00 05:00,4.3
31-05-00 04:00,1.9
31-05-00 03:00,1.8
31-05-00 02:00,1.9
31-05-00 01:00,1.9
31-05-00 00:00,
30-05-00 23:00,6.6
30-05-00 22:00,6.5
30-05-00 21:00,6.7
30-05-00 20:00,5.8
30-05-00 19:00,8.9
30-05-00 18:00,11.2
30-05-00 17:00,7.7
30-05-00 16:00,6.1
30-05-00 15:00,5.5
30-05-00 14:00,6.2
30-05-00 13:00,5.5
30-05-00 12:00,5.2
30-05-00 11:00,8.8
30-05-00 10:00,8.3
30-05-00 09:00,8.3
30-05-00 08:00,
30-05-00 07:00,8.1
30-05-00 06:00,8.7
30-05-00 05:00,5.3
30-05-00 04:00,5.4
30-05-00 03:00,8.8
30-05-00 02:00,4.0
30-05-00 01:00,5.6
30-05-00 00:00,
29-05-00 23:00,1.0
29-05-00 22:00,1.0
29-05-00 21:00,1.0
29-05-00 20:00,1.0
29-05-00 19:00,1.7
29-05-00 18:00,1.0
29-05-00 17:00,1.5
29-05-00 16:00,1.9
29-05-00 15:00,1.0
29-05-00 14:00,1.4
29-05-00 13:00,1.1
29-05-00 12:00,1.4
29-05-00 11:00,1.5
29-05-00 10:00,1.6
29-05-00 09:00,1.0
29-05-00 08:00,
29-05-00 07:00,2.0
29-05-00 06:00,2.2
29-05-00 05:00,2.4
29-05-00 04:00,1.3
29-05-00 03:00,1.0
29-05-00 02:00,1.0
29-05-00 01:00,1.7
29-05-00 00:00,
28-05-00 23:00,5.4
28-05-00 22:00,5.4
28-05-00 21:00,5.5
28-05-00 20:00,1.3
