Datum Zeit,Borna O3
,µg/m³
01-06-00 00:00,
31-05-00 23:00,9
31-05-00 22:00,7
31-05-00 21:00,29
31-05-00 20:00,40
31-05-00 19:00,28
31-05-00 18:00,80
31-05-00 17:00,67
31-05-00 16:00,60
31-05-00 15:00,61
31-05-00 14:00,48
31-05-00 13:00,66
31-05-00 12:00,71
31-05-00 11:00,87
31-05-00 10:00,80
31-05-00 09:00,69
31-05-00 08:00,55
31-05-00 07:00,36
31-05-00 06:00,26
31-05-00 05:00,17
31-05-00 04:00,24
31-05-00 03:00,33
31-05-00 02:00,40
31-05-00 01:00,
31-05-00 00:00,47
30-05-00 23:00,50
30-05-00 22:00,42
30-05-00 21:00,44
30-05-00 20:00,64
30-05-00 19:00,56
30-05-00 18:00,38
30-05-00 17:00,42
30-05-00 16:00,53
30-05-00 15:00,52
30-05-00 14:00,59
30-05-00 13:00,60
30-05-00 12:00,53
30-05-00 11:00,33
30-05-00 10:00,45
30-05-00 09:00,35
30-05-00 08:00,20
30-05-00 07:00,9
30-05-00 06:00,5
30-05-00 05:00,10
30-05-00 04:00,25
30-05-00 03:00,31
30-05-00 02:00,43
30-05-00 01:00,
30-05-00 00:00,50
29-05-00 23:00,56
29-05-00 22:00,61
29-05-00 21:00,54
29-05-00 20:00,42
29-05-00 19:00,45
29-05-00 18:00,43
29-05-00 17:00,43
29-05-00 16:00,45
29-05-00 15:00,55
29-05-00 14:00,44
29-05-00 13:00,50
29-05-00 12:00,55
29-05-00 11:00,49
29-05-00 10:00,42
29-05-00 09:00,42
29-05-00 08:00,34
29-05-00 07:00,20
29-05-00 06:00,13
29-05-00 05:00,11
29-05-00 04:00,23
29-05-00 03:00,49
29-05-00 02:00,
29-05-00 01:00,71
29-05-00 00:00,77
28-05-00 23:00,71
28-05-00 22:00,63
28-05-00 21:00,57
28-05-00 20:00,72
28-05-00 19:00,73
28-05-00 18:00,71
28-05-00 17:00,76
28-05-00 16:00,80
28-05-00 15:00,76
28-05-00 14:00,84
28-05-00 13:00,82
28-05-00 12:00,80
28-05-00 11:00,69
28-05-00 10:00,63
28-05-00 09:00,62
28-05-00 08:00,56
