Datum Zeit,Freiberg PM10
,µg/m³
31-05-00,18
30-05-00,22
29-05-00,26
28-05-00,21
27-05-00,22
26-05-00,34
25-05-00,34
24-05-00,35
23-05-00,30
22-05-00,18
21-05-00,19
20-05-00,14
19-05-00,26
18-05-00,29
17-05-00,36
16-05-00,35
15-05-00,30
14-05-00,20
13-05-00,28
12-05-00,47
11-05-00,62
10-05-00,51
09-05-00,43
08-05-00,46
07-05-00,45
06-05-00,44
05-05-00,47
04-05-00,41
03-05-00,35
02-05-00,39
01-05-00,45

