Datum Zeit,Plauen-Sued O3
,µg/m³
01-06-00 00:00,3
31-05-00 23:00,4
31-05-00 22:00,5
31-05-00 21:00,7
31-05-00 20:00,6
31-05-00 19:00,78
31-05-00 18:00,84
31-05-00 17:00,69
31-05-00 16:00,51
31-05-00 15:00,64
31-05-00 14:00,57
31-05-00 13:00,53
31-05-00 12:00,60
31-05-00 11:00,46
31-05-00 10:00,26
31-05-00 09:00,30
31-05-00 08:00,34
31-05-00 07:00,25
31-05-00 06:00,16
31-05-00 05:00,17
31-05-00 04:00,
31-05-00 03:00,32
31-05-00 02:00,31
31-05-00 01:00,41
31-05-00 00:00,47
30-05-00 23:00,44
30-05-00 22:00,43
30-05-00 21:00,32
30-05-00 20:00,39
30-05-00 19:00,46
30-05-00 18:00,61
30-05-00 17:00,48
30-05-00 16:00,52
30-05-00 15:00,59
30-05-00 14:00,53
30-05-00 13:00,63
30-05-00 12:00,67
30-05-00 11:00,61
30-05-00 10:00,42
30-05-00 09:00,36
30-05-00 08:00,23
30-05-00 07:00,13
30-05-00 06:00,9
30-05-00 05:00,
30-05-00 04:00,2
30-05-00 03:00,4
30-05-00 02:00,14
30-05-00 01:00,21
30-05-00 00:00,17
29-05-00 23:00,20
29-05-00 22:00,29
29-05-00 21:00,36
29-05-00 20:00,39
29-05-00 19:00,48
29-05-00 18:00,49
29-05-00 17:00,55
29-05-00 16:00,63
29-05-00 15:00,65
29-05-00 14:00,63
29-05-00 13:00,55
29-05-00 12:00,56
29-05-00 11:00,61
29-05-00 10:00,59
29-05-00 09:00,52
29-05-00 08:00,42
29-05-00 07:00,30
29-05-00 06:00,15
29-05-00 05:00,
29-05-00 04:00,25
29-05-00 03:00,26
29-05-00 02:00,15
29-05-00 01:00,18
29-05-00 00:00,37
28-05-00 23:00,42
28-05-00 22:00,59
28-05-00 21:00,64
28-05-00 20:00,71
28-05-00 19:00,69
28-05-00 18:00,59
28-05-00 17:00,64
28-05-00 16:00,67
28-05-00 15:00,72
28-05-00 14:00,73
28-05-00 13:00,77
28-05-00 12:00,84
28-05-00 11:00,76
28-05-00 10:00,68
28-05-00 09:00,67
28-05-00 08:00,54
28-05-00 07:00,44
28-05-00 06:00,
28-05-00 05:00,40
28-05-00 04:00,45
28-05-00 03:00,44
28-05-00 02:00,36
28-05-00 01:00,34
28-05-00 00:00,18
27-05-00 23:00,14
27-05-00 22:00,15
27-05-00 21:00,45
27-05-00 20:00,63
27-05-00 19:00,68
27-05-00 18:00,70
27-05-00 17:00,52
27-05-00 16:00,63
27-05-00 15:00,68
27-05-00 14:00,57
27-05-00 13:00,57
27-05-00 12:00,53
27-05-00 11:00,64
27-05-00 10:00,64
27-05-00 09:00,55
27-05-00 08:00,53
27-05-00 07:00,61
27-05-00 06:00,
27-05-00 05:00,60
27-05-00 04:00,59
27-05-00 03:00,60
27-05-00 02:00,61
27-05-00 01:00,61
27-05-00 00:00,49
26-05-00 23:00,14
26-05-00 22:00,11
26-05-00 21:00,13
26-05-00 20:00,25
26-05-00 19:00,61
26-05-00 18:00,57
26-05-00 17:00,60
26-05-00 16:00,75
26-05-00 15:00,73
26-05-00 14:00,68
26-05-00 13:00,75
26-05-00 12:00,67
26-05-00 11:00,55
26-05-00 10:00,38
26-05-00 09:00,37
26-05-00 08:00,19
26-05-00 07:00,
26-05-00 06:00,2
26-05-00 05:00,1
26-05-00 04:00,1
26-05-00 03:00,1
26-05-00 02:00,2
26-05-00 01:00,6
26-05-00 00:00,17
25-05-00 23:00,30
25-05-00 22:00,30
25-05-00 21:00,43
25-05-00 20:00,47
25-05-00 19:00,46
25-05-00 18:00,55
25-05-00 17:00,57
25-05-00 16:00,58
25-05-00 15:00,56
25-05-00 14:00,49
25-05-00 13:00,61
25-05-00 12:00,63
25-05-00 11:00,68
25-05-00 10:00,48
25-05-00 09:00,38
25-05-00 08:00,33
25-05-00 07:00,
25-05-00 06:00,5
25-05-00 05:00,6
25-05-00 04:00,13
25-05-00 03:00,17
25-05-00 02:00,8
25-05-00 01:00,6
25-05-00 00:00,7
24-05-00 23:00,5
24-05-00 22:00,17
24-05-00 21:00,23
24-05-00 20:00,18
24-05-00 19:00,64
24-05-00 18:00,84
24-05-00 17:00,72
24-05-00 16:00,86
24-05-00 15:00,82
24-05-00 14:00,98
24-05-00 13:00,78
24-05-00 12:00,77
24-05-00 11:00,72
24-05-00 10:00,60
24-05-00 09:00,
24-05-00 08:00,16
24-05-00 07:00,6
24-05-00 06:00,7
24-05-00 05:00,13
24-05-00 04:00,11
24-05-00 03:00,2
24-05-00 02:00,3
24-05-00 01:00,5
24-05-00 00:00,4
23-05-00 23:00,5
23-05-00 22:00,9
23-05-00 21:00,9
23-05-00 20:00,15
23-05-00 19:00,45
23-05-00 18:00,64
23-05-00 17:00,74
23-05-00 16:00,83
23-05-00 15:00,66
23-05-00 14:00,68
23-05-00 13:00,68
23-05-00 12:00,46
23-05-00 11:00,46
23-05-00 10:00,30
23-05-00 09:00,31
23-05-00 08:00,27
23-05-00 07:00,
23-05-00 06:00,1
23-05-00 05:00,1
23-05-00 04:00,1
23-05-00 03:00,2
23-05-00 02:00,9
23-05-00 01:00,14
23-05-00 00:00,12
22-05-00 23:00,4
22-05-00 22:00,5
22-05-00 21:00,13
22-05-00 20:00,22
22-05-00 19:00,33
22-05-00 18:00,60
22-05-00 17:00,35
22-05-00 16:00,57
22-05-00 15:00,
22-05-00 14:00,40
22-05-00 13:00,
22-05-00 12:00,
22-05-00 11:00,
22-05-00 10:00,
22-05-00 09:00,36
22-05-00 08:00,26
22-05-00 07:00,33
22-05-00 06:00,27
22-05-00 05:00,
22-05-00 04:00,45
22-05-00 03:00,55
22-05-00 02:00,58
22-05-00 01:00,57
