Datum Zeit,Borna PM10
,µg/m³
30-11-04,35
29-11-04,37
28-11-04,27
27-11-04,20
26-11-04,39
25-11-04,37
24-11-04,30
23-11-04,11
22-11-04,15
21-11-04,14
20-11-04,11
19-11-04,10
18-11-04,9
17-11-04,11
16-11-04,22
15-11-04,32
14-11-04,22
13-11-04,14
12-11-04,48
11-11-04,55
10-11-04,25
09-11-04,16
08-11-04,20
07-11-04,9
06-11-04,15
05-11-04,26
04-11-04,41
03-11-04,37
02-11-04,30
01-11-04,26

