Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-11-04,5.94
29-11-04,
28-11-04,11.35
27-11-04,
26-11-04,8.93
25-11-04,
24-11-04,
23-11-04,
22-11-04,2.63
21-11-04,
20-11-04,3.21
19-11-04,
18-11-04,0.78
17-11-04,
16-11-04,0.57
15-11-04,3.69
14-11-04,
13-11-04,2.08
12-11-04,
11-11-04,13.67
10-11-04,
09-11-04,
08-11-04,6.99
07-11-04,
06-11-04,3.64
05-11-04,
04-11-04,10.35
03-11-04,
02-11-04,3.25
01-11-04,

