Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2009-04-01,,,,,,51,,,
2009-04-01,01:00,,363,96,,,,,
2009-04-01,02:00,,181,74,,,,,
2009-04-01,03:00,,71,56,,,,,
2009-04-01,04:00,,84,56,,,,,
2009-04-01,05:00,,158,72,,,,,
2009-04-01,06:00,,257,97,,,,,
2009-04-01,07:00,,300,108,,,,,
2009-04-01,08:00,,306,115,,,,,
2009-04-01,09:00,,233,103,,,,,
2009-04-01,10:00,,199,103,,,,,
2009-04-01,11:00,,164,90,,,,,
2009-04-01,12:00,,92,63,,,,,
2009-04-01,13:00,,71,68,,,,,
2009-04-01,14:00,,82,70,,,,,
2009-04-01,15:00,,75,66,,,,,
2009-04-01,16:00,,93,76,,,,,
2009-04-01,17:00,,73,77,,,,,
2009-04-01,18:00,,68,80,,,,,
2009-04-01,19:00,,75,96,,,,,
2009-04-01,20:00,,91,118,,,,,
2009-04-01,21:00,,105,117,,,,,
2009-04-01,22:00,,89,128,,,,,
2009-04-01,23:00,,51,114,,,,,
2009-04-02,,,,,,65,,44.04,
2009-04-02,00:00,,38,77,,,,,
2009-04-02,01:00,,12,53,,,,,
2009-04-02,02:00,,24,52,,,,,
2009-04-02,03:00,,24,57,,,,,
2009-04-02,04:00,,40,52,,,,,
2009-04-02,05:00,,127,69,,,,,
2009-04-02,06:00,,183,84,,,,,
2009-04-02,07:00,,282,120,,,,,
2009-04-02,08:00,,232,99,,,,,
2009-04-02,09:00,,208,110,,,,,
2009-04-02,10:00,,98,79,,,,,
2009-04-02,11:00,,68,56,,,,,
2009-04-02,12:00,,74,66,,,,,
2009-04-02,13:00,,63,66,,,,,
2009-04-02,14:00,,72,73,,,,,
2009-04-02,15:00,,67,64,,,,,
2009-04-02,16:00,,80,77,,,,,
2009-04-02,17:00,,61,68,,,,,
2009-04-02,18:00,,45,58,,,,,
2009-04-02,19:00,,33,45,,,,,
2009-04-02,20:00,,16,30,,,,,
2009-04-02,21:00,,10,34,,,,,
2009-04-02,22:00,,74,91,,,,,
2009-04-02,23:00,,34,62,,,,,
2009-04-03,,,,,,51,,,
2009-04-03,00:00,,16,33,,,,,
2009-04-03,01:00,,4,17,,,,,
2009-04-03,02:00,,4,18,,,,,
2009-04-03,03:00,,3,14,,,,,
2009-04-03,04:00,,12,22,,,,,
2009-04-03,05:00,,27,31,,,,,
2009-04-03,06:00,,75,60,,,,,
2009-04-03,07:00,,79,67,,,,,
2009-04-03,08:00,,92,72,,,,,
2009-04-03,09:00,,84,64,,,,,
2009-04-03,10:00,,62,59,,,,,
2009-04-03,11:00,,55,55,,,,,
2009-04-03,12:00,,57,59,,,,,
2009-04-03,13:00,,57,56,,,,,
2009-04-03,14:00,,61,59,,,,,
2009-04-03,15:00,,58,64,,,,,
2009-04-03,16:00,,81,85,,,,,
2009-04-03,17:00,,80,84,,,,,
2009-04-03,18:00,,60,80,,,,,
2009-04-03,19:00,,167,156,,,,,
2009-04-03,20:00,,132,144,,,,,
2009-04-03,21:00,,94,130,,,,,
2009-04-03,22:00,,71,115,,,,,
2009-04-03,23:00,,84,104,,,,,
2009-04-04,,,,,,67,,46.43,
2009-04-04,00:00,,73,94,,,,,
2009-04-04,01:00,,44,66,,,,,
2009-04-04,02:00,,17,36,,,,,
2009-04-04,03:00,,27,36,,,,,
2009-04-04,04:00,,55,55,,,,,
2009-04-04,05:00,,18,30,,,,,
2009-04-04,06:00,,63,52,,,,,
2009-04-04,07:00,,87,63,,,,,
2009-04-04,08:00,,59,48,,,,,
2009-04-04,09:00,,67,49,,,,,
2009-04-04,10:00,,73,62,,,,,
2009-04-04,11:00,,51,66,,,,,
2009-04-04,12:00,,53,64,,,,,
2009-04-04,13:00,,34,44,,,,,
2009-04-04,14:00,,23,40,,,,,
2009-04-04,15:00,,33,46,,,,,
2009-04-04,16:00,,53,59,,,,,
2009-04-04,17:00,,23,48,,,,,
2009-04-04,18:00,,34,55,,,,,
2009-04-04,19:00,,41,65,,,,,
2009-04-04,20:00,,56,90,,,,,
2009-04-04,21:00,,48,74,,,,,
2009-04-04,22:00,,34,63,,,,,
2009-04-04,23:00,,32,55,,,,,
2009-04-05,,,,,,99,,,
2009-04-05,00:00,,26,43,,,,,
2009-04-05,01:00,,16,33,,,,,
2009-04-05,02:00,,17,33,,,,,
2009-04-05,03:00,,20,38,,,,,
2009-04-05,04:00,,16,26,,,,,
2009-04-05,05:00,,9,19,,,,,
2009-04-05,06:00,,16,20,,,,,
2009-04-05,07:00,,26,26,,,,,
2009-04-05,08:00,,30,30,,,,,
2009-04-05,09:00,,38,34,,,,,
2009-04-05,10:00,,31,33,,,,,
2009-04-05,11:00,,33,34,,,,,
2009-04-05,12:00,,36,35,,,,,
2009-04-05,13:00,,34,35,,,,,
2009-04-05,14:00,,42,44,,,,,
2009-04-05,15:00,,30,38,,,,,
2009-04-05,16:00,,39,45,,,,,
2009-04-05,17:00,,49,48,,,,,
2009-04-05,18:00,,29,49,,,,,
2009-04-05,19:00,,44,53,,,,,
2009-04-05,20:00,,38,53,,,,,
2009-04-05,21:00,,35,48,,,,,
2009-04-05,22:00,,43,52,,,,,
2009-04-05,23:00,,42,51,,,,,
2009-04-06,,,,,,87,,56.88,
2009-04-06,00:00,,31,37,,,,,
2009-04-06,01:00,,28,40,,,,,
2009-04-06,02:00,,4,27,,,,,
2009-04-06,03:00,,19,31,,,,,
2009-04-06,04:00,,61,39,,,,,
2009-04-06,05:00,,107,46,,,,,
2009-04-06,06:00,,126,57,,,,,
2009-04-06,07:00,,215,75,,,,,
2009-04-06,08:00,,231,80,,,,,
2009-04-06,09:00,,222,81,,,,,
2009-04-06,10:00,,161,72,,,,,
2009-04-06,11:00,,124,67,,,,,
2009-04-06,12:00,,87,56,,,,,
2009-04-06,13:00,,80,59,,,,,
2009-04-06,14:00,,80,58,,,,,
2009-04-06,15:00,,179,109,,,,,
2009-04-06,16:00,,187,128,,,,,
2009-04-06,17:00,,133,108,,,,,
2009-04-06,18:00,,78,87,,,,,
2009-04-06,19:00,,88,93,,,,,
2009-04-06,20:00,,61,67,,,,,
2009-04-06,21:00,,39,63,,,,,
2009-04-06,22:00,,90,85,,,,,
2009-04-06,23:00,,40,47,,,,,
2009-04-07,,,,,,61,,,
2009-04-07,00:00,,18,29,,,,,
2009-04-07,01:00,,11,21,,,,,
2009-04-07,02:00,,6,16,,,,,
2009-04-07,03:00,,2,17,,,,,
2009-04-07,04:00,,9,19,,,,,
2009-04-07,05:00,,25,28,,,,,
2009-04-07,06:00,,75,56,,,,,
2009-04-07,07:00,,164,85,,,,,
2009-04-07,08:00,,148,77,,,,,
2009-04-07,09:00,,99,60,,,,,
2009-04-07,10:00,,86,53,,,,,
2009-04-07,11:00,,102,74,,,,,
2009-04-07,12:00,,95,74,,,,,
2009-04-07,13:00,,60,63,,,,,
2009-04-07,14:00,,97,99,,,,,
2009-04-07,15:00,,107,101,,,,,
2009-04-07,16:00,,132,122,,,,,
