Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2015-01-01,,,,,,39,,,
2015-01-01,01:00,3.2,25,32,,,,,12.9
2015-01-01,02:00,3.8,18,29,,,,,5.8
2015-01-01,03:00,3.6,17,28,,,,,4.4
2015-01-01,04:00,3.2,27,29,,,,,3.2
2015-01-01,05:00,3.1,34,31,,,,,2.5
2015-01-01,06:00,1.5,9,17,,,,,2.4
2015-01-01,07:00,1.2,6,17,,,,,2.6
2015-01-01,08:00,1.1,3,15,,,,,2.5
2015-01-01,09:00,1.0,3,14,,,,,2.6
2015-01-01,10:00,1.1,4,13,,,,,2.6
2015-01-01,11:00,1.1,9,13,,,,,3.1
2015-01-01,12:00,1.3,16,13,,,,,3.6
2015-01-01,13:00,1.3,18,13,,,,,3.7
2015-01-01,14:00,1.1,14,14,,,,,3.4
2015-01-01,15:00,1.7,20,20,,,,,3.2
2015-01-01,16:00,2.0,29,32,,,,,3.1
2015-01-01,17:00,2.7,31,35,,,,,2.4
2015-01-01,18:00,1.6,21,23,,,,,2.3
2015-01-01,19:00,1.6,15,21,,,,,2.1
2015-01-01,20:00,2.0,14,22,,,,,2.2
2015-01-01,21:00,2.1,7,20,,,,,3.7
2015-01-01,22:00,2.1,4,18,,,,,4.8
2015-01-01,23:00,,5,20,,,,,5.3
2015-01-02,,,,,,10,,,
2015-01-02,00:00,,2,13,,,,,4.6
2015-01-02,01:00,,1,8,,,,,3.2
2015-01-02,02:00,,1,8,,,,,2.4
2015-01-02,03:00,1.1,2,9,,,,,2.1
2015-01-02,04:00,1.1,1,10,,,,,2.1
2015-01-02,05:00,1.2,3,11,,,,,2.2
2015-01-02,06:00,1.1,5,12,,,,,2.3
2015-01-02,07:00,1.2,6,13,,,,,2.4
2015-01-02,08:00,1.1,11,13,,,,,2.3
