Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-07-01,,,,,,4,
2017-07-01,01:00,,,,33,,
2017-07-01,02:00,,,,56,,
2017-07-01,03:00,,,,64,,
2017-07-01,04:00,,,,64,,
2017-07-01,05:00,,,,61,,
2017-07-01,06:00,,,,58,,
2017-07-01,07:00,,,,58,,
2017-07-01,08:00,,,,58,,
2017-07-01,09:00,,,,59,,
2017-07-01,10:00,,,,60,,
2017-07-01,11:00,,,,63,,
2017-07-01,12:00,,,,63,,
2017-07-01,13:00,,,,65,,
2017-07-01,14:00,,,,66,,
2017-07-01,15:00,,,,62,,
2017-07-01,16:00,,,,64,,
2017-07-01,17:00,,,,64,,
2017-07-01,18:00,,,,65,,
2017-07-01,19:00,,,,65,,
2017-07-01,20:00,,,,65,,
2017-07-01,21:00,,,,64,,
2017-07-01,22:00,,,,56,,
2017-07-01,23:00,,,,54,,
2017-07-02,,,,,,7,
2017-07-02,00:00,,,,51,,
2017-07-02,01:00,,,,48,,
2017-07-02,02:00,,,,56,,
2017-07-02,03:00,,,,56,,
2017-07-02,04:00,,,,55,,
2017-07-02,05:00,,,,61,,
2017-07-02,06:00,,,,56,,
2017-07-02,07:00,,,,57,,
2017-07-02,08:00,,,,59,,
2017-07-02,09:00,,,,62,,
2017-07-02,10:00,,,,65,,
2017-07-02,11:00,,,,70,,
2017-07-02,12:00,,,,75,,
2017-07-02,13:00,,,,76,,
2017-07-02,14:00,,,,75,,
2017-07-02,15:00,,,,72,,
2017-07-02,16:00,,,,74,,
2017-07-02,17:00,,,,74,,
2017-07-02,18:00,,,,73,,
2017-07-02,19:00,,,,71,,
2017-07-02,20:00,,,,68,,
2017-07-02,21:00,,,,72,,
2017-07-02,22:00,,,,67,,
2017-07-02,23:00,,,,64,,
2017-07-03,,,,,,8,
2017-07-03,00:00,,,,60,,
2017-07-03,01:00,,,,57,,
2017-07-03,02:00,,,,54,,
2017-07-03,03:00,,,,54,,
2017-07-03,04:00,,,,50,,
2017-07-03,05:00,,,,47,,
2017-07-03,06:00,,,,45,,
2017-07-03,07:00,,,,46,,
2017-07-03,08:00,,,,52,,
2017-07-03,09:00,,,,58,,
2017-07-03,10:00,,,,64,,
2017-07-03,11:00,,,,68,,
2017-07-03,12:00,,,,74,,
2017-07-03,13:00,,,,79,,
2017-07-03,14:00,,,,85,,
2017-07-03,15:00,,,,88,,
2017-07-03,16:00,,,,89,,
2017-07-03,17:00,,,,92,,
2017-07-03,18:00,,,,92,,
2017-07-03,19:00,,,,92,,
2017-07-03,20:00,,,,87,,
2017-07-03,21:00,,,,77,,
2017-07-03,22:00,,,,78,,
2017-07-03,23:00,,,,72,,
2017-07-04,,,,,,10,
2017-07-04,00:00,,,,79,,
2017-07-04,01:00,,,,81,,
2017-07-04,02:00,,,,79,,
2017-07-04,03:00,,,,76,,
2017-07-04,04:00,,,,74,,
2017-07-04,05:00,,,,68,,
2017-07-04,06:00,,,,69,,
2017-07-04,07:00,,,,71,,
2017-07-04,08:00,,,,70,,
2017-07-04,09:00,,,,76,,
2017-07-04,10:00,,,,82,,
2017-07-04,11:00,,,,87,,
2017-07-04,12:00,,,,92,,
2017-07-04,13:00,,,,93,,
2017-07-04,14:00,,,,88,,
2017-07-04,15:00,,,,81,,
2017-07-04,16:00,,,,83,,
2017-07-04,17:00,,,,83,,
2017-07-04,18:00,,,,84,,
2017-07-04,19:00,,,,80,,
2017-07-04,20:00,,,,62,,
2017-07-04,21:00,,,,46,,
2017-07-04,22:00,,,,21,,
2017-07-04,23:00,,,,23,,
2017-07-05,,,,,,12,
2017-07-05,00:00,,,,26,,
2017-07-05,01:00,,,,29,,
2017-07-05,02:00,,,,32,,
2017-07-05,03:00,,,,66,,
2017-07-05,04:00,,,,65,,
2017-07-05,05:00,,,,63,,
2017-07-05,06:00,,,,62,,
2017-07-05,07:00,,,,78,,
2017-07-05,08:00,,,,100,,
2017-07-05,09:00,,,,110,,
2017-07-05,10:00,,,,109,,
2017-07-05,11:00,,,,106,,
2017-07-05,12:00,,,,115,,
2017-07-05,13:00,,,,111,,
2017-07-05,14:00,,,,112,,
2017-07-05,15:00,,,,121,,
2017-07-05,16:00,,,,125,,
2017-07-05,17:00,,,,124,,
2017-07-05,18:00,,,,123,,
2017-07-05,19:00,,,,120,,
2017-07-05,20:00,,,,110,,
2017-07-05,21:00,,,,90,,
2017-07-05,22:00,,,,77,,
2017-07-05,23:00,,,,53,,
2017-07-06,,,,,,14,
2017-07-06,00:00,,,,39,,
2017-07-06,01:00,,,,76,,
2017-07-06,02:00,,,,82,,
2017-07-06,03:00,,,,74,,
2017-07-06,04:00,,,,57,,
2017-07-06,05:00,,,,62,,
2017-07-06,06:00,,,,76,,
2017-07-06,07:00,,,,82,,
2017-07-06,08:00,,,,90,,
2017-07-06,09:00,,,,103,,
2017-07-06,10:00,,,,108,,
2017-07-06,11:00,,,,111,,
2017-07-06,12:00,,,,111,,
2017-07-06,13:00,,,,114,,
2017-07-06,14:00,,,,117,,
2017-07-06,15:00,,,,121,,
2017-07-06,16:00,,,,125,,
2017-07-06,17:00,,,,124,,
2017-07-06,18:00,,,,129,,
2017-07-06,19:00,,,,116,,
2017-07-06,20:00,,,,116,,
2017-07-06,21:00,,,,107,,
2017-07-06,22:00,,,,117,,
2017-07-06,23:00,,,,118,,
2017-07-07,,,,,,10,
2017-07-07,00:00,,,,115,,
2017-07-07,01:00,,,,124,,
2017-07-07,02:00,,,,108,,
2017-07-07,03:00,,,,105,,
2017-07-07,04:00,,,,101,,
2017-07-07,05:00,,,,102,,
2017-07-07,06:00,,,,96,,
2017-07-07,07:00,,,,92,,
2017-07-07,08:00,,,,87,,
2017-07-07,09:00,,,,97,,
2017-07-07,10:00,,,,100,,
2017-07-07,11:00,,,,109,,
2017-07-07,12:00,,,,113,,
2017-07-07,13:00,,,,117,,
2017-07-07,14:00,,,,121,,
2017-07-07,15:00,,,,122,,
2017-07-07,16:00,,,,123,,
2017-07-07,17:00,,,,124,,
2017-07-07,18:00,,,,124,,
2017-07-07,19:00,,,,115,,
2017-07-07,20:00,,,,97,,
2017-07-07,21:00,,,,99,,
2017-07-07,22:00,,,,90,,
2017-07-07,23:00,,,,86,,
2017-07-08,,,,,,14,
2017-07-08,00:00,,,,71,,
2017-07-08,01:00,,,,79,,
2017-07-08,02:00,,,,84,,
2017-07-08,03:00,,,,69,,
2017-07-08,04:00,,,,79,,
2017-07-08,05:00,,,,82,,
2017-07-08,06:00,,,,101,,
2017-07-08,07:00,,,,108,,
2017-07-08,08:00,,,,107,,
2017-07-08,09:00,,,,104,,
2017-07-08,10:00,,,,101,,
2017-07-08,11:00,,,,107,,
2017-07-08,12:00,,,,108,,
2017-07-08,13:00,,,,100,,
2017-07-08,14:00,,,,102,,
2017-07-08,15:00,,,,114,,
2017-07-08,16:00,,,,111,,
2017-07-08,17:00,,,,112,,
2017-07-08,18:00,,,,113,,
2017-07-08,19:00,,,,106,,
2017-07-08,20:00,,,,95,,
2017-07-08,21:00,,,,72,,
2017-07-08,22:00,,,,71,,
2017-07-08,23:00,,,,58,,
2017-07-09,,,,,,12,
2017-07-09,00:00,,,,61,,
2017-07-09,01:00,,,,76,,
2017-07-09,02:00,,,,93,,
2017-07-09,03:00,,,,93,,
2017-07-09,04:00,,,,94,,
2017-07-09,05:00,,,,88,,
2017-07-09,06:00,,,,91,,
2017-07-09,07:00,,,,92,,
2017-07-09,08:00,,,,91,,
2017-07-09,09:00,,,,99,,
2017-07-09,10:00,,,,107,,
2017-07-09,11:00,,,,108,,
2017-07-09,12:00,,,,104,,
2017-07-09,13:00,,,,106,,
2017-07-09,14:00,,,,102,,
2017-07-09,15:00,,,,99,,
2017-07-09,16:00,,,,82,,
2017-07-09,17:00,,,,79,,
2017-07-09,18:00,,,,81,,
2017-07-09,19:00,,,,70,,
2017-07-09,20:00,,,,69,,
2017-07-09,21:00,,,,57,,
2017-07-09,22:00,,,,33,,
2017-07-09,23:00,,,,78,,
2017-07-10,00:00,,,,82,,
2017-07-10,01:00,,,,78,,
2017-07-10,02:00,,,,81,,
2017-07-10,03:00,,,,71,,
2017-07-10,04:00,,,,59,,
2017-07-10,05:00,,,,47,,
2017-07-10,06:00,,,,58,,
2017-07-10,07:00,,,,59,,
2017-07-10,08:00,,,,54,,
2017-07-10,09:00,,,,75,,
2017-07-10,10:00,,,,74,,
2017-07-10,11:00,,,,79,,
2017-07-10,12:00,,,,86,,
2017-07-10,13:00,,,,88,,
2017-07-10,14:00,,,,94,,
2017-07-10,15:00,,,,100,,
2017-07-10,16:00,,,,93,,
