Datum,Zeit,BEN,NO,NO2,O3,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-07-01,01:00,,1,7,,
2017-07-01,02:00,,1,8,,
2017-07-01,03:00,,1,8,,
2017-07-01,04:00,,1,9,,
2017-07-01,05:00,,1,9,,
2017-07-01,06:00,,1,6,,
2017-07-01,07:00,,1,5,,
2017-07-01,08:00,,1,1,,
2017-07-01,09:00,,1,1,,
2017-07-01,10:00,,1,1,,
2017-07-01,11:00,,1,1,,
2017-07-01,12:00,,1,1,,
2017-07-01,13:00,,1,1,,
2017-07-01,14:00,,1,1,,
2017-07-01,15:00,,1,1,,
2017-07-01,16:00,,1,1,,
