Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-06-01 00:00,41
31-05-01 23:00,35
31-05-01 22:00,40
31-05-01 21:00,36
31-05-01 20:00,38
31-05-01 19:00,40
31-05-01 18:00,51
31-05-01 17:00,52
31-05-01 16:00,47
31-05-01 15:00,40
31-05-01 14:00,30
31-05-01 13:00,48
31-05-01 12:00,28
31-05-01 11:00,31
31-05-01 10:00,
31-05-01 09:00,17
31-05-01 08:00,20
31-05-01 07:00,
31-05-01 06:00,3
31-05-01 05:00,6
31-05-01 04:00,
31-05-01 03:00,15
31-05-01 02:00,13
31-05-01 01:00,4
31-05-01 00:00,12
30-05-01 23:00,
30-05-01 22:00,
30-05-01 21:00,44
30-05-01 20:00,30
30-05-01 19:00,42
30-05-01 18:00,45
30-05-01 17:00,50
30-05-01 16:00,54
30-05-01 15:00,50
30-05-01 14:00,49
30-05-01 13:00,57
30-05-01 12:00,59
30-05-01 11:00,58
30-05-01 10:00,50
30-05-01 09:00,46
30-05-01 08:00,41
30-05-01 07:00,34
30-05-01 06:00,33
30-05-01 05:00,44
30-05-01 04:00,
30-05-01 03:00,65
30-05-01 02:00,65
30-05-01 01:00,67
30-05-01 00:00,65
29-05-01 23:00,66
29-05-01 22:00,56
29-05-01 21:00,46
29-05-01 20:00,51
29-05-01 19:00,57
29-05-01 18:00,68
29-05-01 17:00,62
29-05-01 16:00,65
29-05-01 15:00,70
29-05-01 14:00,68
29-05-01 13:00,60
29-05-01 12:00,54
29-05-01 11:00,21
29-05-01 10:00,17
29-05-01 09:00,18
29-05-01 08:00,19
29-05-01 07:00,13
29-05-01 06:00,8
29-05-01 05:00,
29-05-01 04:00,9
29-05-01 03:00,5
29-05-01 02:00,9
29-05-01 01:00,9
29-05-01 00:00,10
28-05-01 23:00,9
28-05-01 22:00,7
28-05-01 21:00,6
28-05-01 20:00,9
28-05-01 19:00,11
28-05-01 18:00,15
28-05-01 17:00,7
28-05-01 16:00,7
28-05-01 15:00,3
28-05-01 14:00,10
28-05-01 13:00,14
28-05-01 12:00,16
28-05-01 11:00,22
28-05-01 10:00,23
28-05-01 09:00,21
28-05-01 08:00,23
28-05-01 07:00,25
28-05-01 06:00,41
28-05-01 05:00,
28-05-01 04:00,56
28-05-01 03:00,72
28-05-01 02:00,79
28-05-01 01:00,82
28-05-01 00:00,75
27-05-01 23:00,71
27-05-01 22:00,70
27-05-01 21:00,88
27-05-01 20:00,90
27-05-01 19:00,75
27-05-01 18:00,80
27-05-01 17:00,89
27-05-01 16:00,103
27-05-01 15:00,111
27-05-01 14:00,119
27-05-01 13:00,130
27-05-01 12:00,125
27-05-01 11:00,122
27-05-01 10:00,93
27-05-01 09:00,78
27-05-01 08:00,74
27-05-01 07:00,69
27-05-01 06:00,
27-05-01 05:00,53
27-05-01 04:00,32
27-05-01 03:00,30
27-05-01 02:00,20
27-05-01 01:00,12
27-05-01 00:00,32
26-05-01 23:00,60
26-05-01 22:00,36
26-05-01 21:00,57
26-05-01 20:00,79
26-05-01 19:00,99
26-05-01 18:00,81
26-05-01 17:00,77
26-05-01 16:00,90
26-05-01 15:00,110
26-05-01 14:00,103
26-05-01 13:00,99
26-05-01 12:00,83
26-05-01 11:00,64
26-05-01 10:00,44
26-05-01 09:00,46
26-05-01 08:00,39
26-05-01 07:00,23
26-05-01 06:00,
26-05-01 05:00,27
26-05-01 04:00,44
26-05-01 03:00,45
26-05-01 02:00,50
26-05-01 01:00,27
26-05-01 00:00,12
25-05-01 23:00,10
25-05-01 22:00,18
25-05-01 21:00,49
25-05-01 20:00,45
25-05-01 19:00,60
25-05-01 18:00,66
25-05-01 17:00,64
25-05-01 16:00,66
25-05-01 15:00,64
25-05-01 14:00,62
25-05-01 13:00,57
25-05-01 12:00,47
25-05-01 11:00,46
25-05-01 10:00,40
25-05-01 09:00,37
25-05-01 08:00,35
25-05-01 07:00,
25-05-01 06:00,24
25-05-01 05:00,29
25-05-01 04:00,40
25-05-01 03:00,52
25-05-01 02:00,78
25-05-01 01:00,82
25-05-01 00:00,62
24-05-01 23:00,36
24-05-01 22:00,47
24-05-01 21:00,67
24-05-01 20:00,77
24-05-01 19:00,
24-05-01 18:00,106
24-05-01 17:00,112
24-05-01 16:00,103
24-05-01 15:00,103
24-05-01 14:00,101
24-05-01 13:00,94
24-05-01 12:00,107
24-05-01 11:00,97
24-05-01 10:00,72
24-05-01 09:00,40
24-05-01 08:00,32
24-05-01 07:00,22
24-05-01 06:00,35
24-05-01 05:00,27
24-05-01 04:00,6
24-05-01 03:00,13
24-05-01 02:00,1
24-05-01 01:00,7
24-05-01 00:00,18
23-05-01 23:00,5
23-05-01 22:00,7
23-05-01 21:00,31
23-05-01 20:00,
23-05-01 19:00,
23-05-01 18:00,
23-05-01 17:00,85
23-05-01 16:00,83
23-05-01 15:00,79
23-05-01 14:00,71
23-05-01 13:00,76
23-05-01 12:00,64
23-05-01 11:00,62
23-05-01 10:00,50
23-05-01 09:00,33
23-05-01 08:00,34
23-05-01 07:00,19
23-05-01 06:00,3
23-05-01 05:00,17
23-05-01 04:00,42
23-05-01 03:00,
23-05-01 02:00,42
23-05-01 01:00,38
23-05-01 00:00,24
22-05-01 23:00,21
22-05-01 22:00,36
22-05-01 21:00,40
22-05-01 20:00,48
22-05-01 19:00,55
22-05-01 18:00,58
22-05-01 17:00,58
22-05-01 16:00,60
22-05-01 15:00,66
22-05-01 14:00,54
22-05-01 13:00,59
22-05-01 12:00,58
22-05-01 11:00,53
22-05-01 10:00,41
22-05-01 09:00,30
22-05-01 08:00,23
22-05-01 07:00,11
22-05-01 06:00,8
22-05-01 05:00,20
22-05-01 04:00,
22-05-01 03:00,40
22-05-01 02:00,52
22-05-01 01:00,50
22-05-01 00:00,41
21-05-01 23:00,37
21-05-01 22:00,37
21-05-01 21:00,51
21-05-01 20:00,42
21-05-01 19:00,53
21-05-01 18:00,53
21-05-01 17:00,51
21-05-01 16:00,50
21-05-01 15:00,51
21-05-01 14:00,53
21-05-01 13:00,45
21-05-01 12:00,41
21-05-01 11:00,40
21-05-01 10:00,41
21-05-01 09:00,31
21-05-01 08:00,19
21-05-01 07:00,9
21-05-01 06:00,4
21-05-01 05:00,1
21-05-01 04:00,
21-05-01 03:00,7
21-05-01 02:00,44
21-05-01 01:00,56
21-05-01 00:00,51
20-05-01 23:00,40
20-05-01 22:00,31
20-05-01 21:00,46
20-05-01 20:00,53
20-05-01 19:00,55
20-05-01 18:00,65
20-05-01 17:00,73
20-05-01 16:00,72
20-05-01 15:00,73
20-05-01 14:00,74
20-05-01 13:00,79
20-05-01 12:00,75
20-05-01 11:00,67
20-05-01 10:00,60
20-05-01 09:00,59
20-05-01 08:00,62
20-05-01 07:00,62
20-05-01 06:00,54
20-05-01 05:00,
20-05-01 04:00,29
20-05-01 03:00,25
20-05-01 02:00,24
20-05-01 01:00,23
20-05-01 00:00,27
19-05-01 23:00,21
19-05-01 22:00,28
19-05-01 21:00,28
19-05-01 20:00,37
19-05-01 19:00,54
19-05-01 18:00,64
19-05-01 17:00,66
19-05-01 16:00,56
19-05-01 15:00,63
19-05-01 14:00,66
19-05-01 13:00,73
19-05-01 12:00,67
19-05-01 11:00,61
19-05-01 10:00,56
19-05-01 09:00,49
19-05-01 08:00,48
19-05-01 07:00,44
19-05-01 06:00,50
19-05-01 05:00,
19-05-01 04:00,52
19-05-01 03:00,47
19-05-01 02:00,44
19-05-01 01:00,47
19-05-01 00:00,38
18-05-01 23:00,29
18-05-01 22:00,28
18-05-01 21:00,32
18-05-01 20:00,43
18-05-01 19:00,55
18-05-01 18:00,57
18-05-01 17:00,56
18-05-01 16:00,62
18-05-01 15:00,64
18-05-01 14:00,55
18-05-01 13:00,62
