Datum Zeit,Bautzen NO2
,µg/m³
01-06-01 00:00,11
31-05-01 23:00,15
31-05-01 22:00,15
31-05-01 21:00,18
31-05-01 20:00,19
31-05-01 19:00,22
31-05-01 18:00,28
31-05-01 17:00,24
31-05-01 16:00,24
31-05-01 15:00,41
31-05-01 14:00,15
31-05-01 13:00,17
31-05-01 12:00,21
31-05-01 11:00,34
31-05-01 10:00,30
31-05-01 09:00,38
31-05-01 08:00,53
31-05-01 07:00,58
31-05-01 06:00,67
31-05-01 05:00,59
31-05-01 04:00,38
31-05-01 03:00,34
31-05-01 02:00,34
31-05-01 01:00,
31-05-01 00:00,30
30-05-01 23:00,35
30-05-01 22:00,52
30-05-01 21:00,71
30-05-01 20:00,42
30-05-01 19:00,29
30-05-01 18:00,23
30-05-01 17:00,21
30-05-01 16:00,21
30-05-01 15:00,23
30-05-01 14:00,22
30-05-01 13:00,20
30-05-01 12:00,21
30-05-01 11:00,21
30-05-01 10:00,21
30-05-01 09:00,21
30-05-01 08:00,28
30-05-01 07:00,26
30-05-01 06:00,27
30-05-01 05:00,19
30-05-01 04:00,13
30-05-01 03:00,10
30-05-01 02:00,
30-05-01 01:00,14
30-05-01 00:00,14
29-05-01 23:00,12
29-05-01 22:00,17
29-05-01 21:00,15
29-05-01 20:00,15
29-05-01 19:00,17
29-05-01 18:00,19
29-05-01 17:00,19
29-05-01 16:00,23
29-05-01 15:00,20
29-05-01 14:00,20
29-05-01 13:00,21
29-05-01 12:00,21
29-05-01 11:00,23
29-05-01 10:00,25
29-05-01 09:00,26
29-05-01 08:00,26
29-05-01 07:00,32
29-05-01 06:00,32
29-05-01 05:00,23
29-05-01 04:00,19
29-05-01 03:00,17
29-05-01 02:00,
29-05-01 01:00,18
29-05-01 00:00,18
28-05-01 23:00,23
28-05-01 22:00,26
28-05-01 21:00,24
28-05-01 20:00,22
28-05-01 19:00,22
28-05-01 18:00,22
28-05-01 17:00,23
28-05-01 16:00,26
28-05-01 15:00,25
28-05-01 14:00,25
28-05-01 13:00,33
28-05-01 12:00,30
28-05-01 11:00,33
28-05-01 10:00,33
28-05-01 09:00,37
28-05-01 08:00,36
28-05-01 07:00,41
28-05-01 06:00,38
28-05-01 05:00,27
28-05-01 04:00,21
28-05-01 03:00,
28-05-01 02:00,18
28-05-01 01:00,17
28-05-01 00:00,16
27-05-01 23:00,20
27-05-01 22:00,28
27-05-01 21:00,37
27-05-01 20:00,34
27-05-01 19:00,24
27-05-01 18:00,21
27-05-01 17:00,17
27-05-01 16:00,16
27-05-01 15:00,12
27-05-01 14:00,11
27-05-01 13:00,12
27-05-01 12:00,11
27-05-01 11:00,12
27-05-01 10:00,14
27-05-01 09:00,17
27-05-01 08:00,18
27-05-01 07:00,17
27-05-01 06:00,21
27-05-01 05:00,23
27-05-01 04:00,29
27-05-01 03:00,
27-05-01 02:00,23
27-05-01 01:00,14
27-05-01 00:00,24
26-05-01 23:00,38
26-05-01 22:00,51
26-05-01 21:00,63
26-05-01 20:00,40
26-05-01 19:00,23
26-05-01 18:00,17
26-05-01 17:00,17
26-05-01 16:00,13
26-05-01 15:00,16
26-05-01 14:00,16
26-05-01 13:00,14
26-05-01 12:00,15
26-05-01 11:00,15
26-05-01 10:00,22
26-05-01 09:00,22
26-05-01 08:00,22
26-05-01 07:00,28
26-05-01 06:00,23
26-05-01 05:00,36
26-05-01 04:00,
26-05-01 03:00,31
26-05-01 02:00,31
26-05-01 01:00,38
26-05-01 00:00,60
25-05-01 23:00,62
25-05-01 22:00,65
25-05-01 21:00,63
25-05-01 20:00,31
25-05-01 19:00,23
25-05-01 18:00,20
25-05-01 17:00,18
25-05-01 16:00,18
25-05-01 15:00,16
25-05-01 14:00,19
25-05-01 13:00,15
25-05-01 12:00,16
25-05-01 11:00,17
25-05-01 10:00,22
25-05-01 09:00,25
25-05-01 08:00,31
25-05-01 07:00,45
25-05-01 06:00,62
25-05-01 05:00,57
25-05-01 04:00,
25-05-01 03:00,45
25-05-01 02:00,36
25-05-01 01:00,38
25-05-01 00:00,40
24-05-01 23:00,61
24-05-01 22:00,67
24-05-01 21:00,52
24-05-01 20:00,55
24-05-01 19:00,23
24-05-01 18:00,12
24-05-01 17:00,12
24-05-01 16:00,9
24-05-01 15:00,11
24-05-01 14:00,10
24-05-01 13:00,11
24-05-01 12:00,11
24-05-01 11:00,14
24-05-01 10:00,15
24-05-01 09:00,16
24-05-01 08:00,22
24-05-01 07:00,36
24-05-01 06:00,28
24-05-01 05:00,
24-05-01 04:00,13
