Datum Zeit,Freiberg O3
,µg/m³
01-06-01 00:00,69
31-05-01 23:00,74
31-05-01 22:00,81
31-05-01 21:00,85
31-05-01 20:00,80
31-05-01 19:00,91
31-05-01 18:00,82
31-05-01 17:00,83
31-05-01 16:00,87
31-05-01 15:00,67
31-05-01 14:00,41
31-05-01 13:00,69
31-05-01 12:00,61
31-05-01 11:00,49
31-05-01 10:00,39
31-05-01 09:00,56
31-05-01 08:00,40
31-05-01 07:00,27
31-05-01 06:00,21
31-05-01 05:00,35
31-05-01 04:00,
31-05-01 03:00,40
31-05-01 02:00,38
31-05-01 01:00,40
31-05-01 00:00,43
30-05-01 23:00,35
30-05-01 22:00,35
30-05-01 21:00,38
30-05-01 20:00,64
30-05-01 19:00,94
30-05-01 18:00,92
30-05-01 17:00,94
30-05-01 16:00,100
30-05-01 15:00,93
30-05-01 14:00,95
30-05-01 13:00,90
30-05-01 12:00,89
30-05-01 11:00,82
30-05-01 10:00,78
30-05-01 09:00,75
30-05-01 08:00,75
30-05-01 07:00,60
30-05-01 06:00,60
30-05-01 05:00,60
30-05-01 04:00,
30-05-01 03:00,77
30-05-01 02:00,78
30-05-01 01:00,81
30-05-01 00:00,85
29-05-01 23:00,87
29-05-01 22:00,90
29-05-01 21:00,94
29-05-01 20:00,96
29-05-01 19:00,102
29-05-01 18:00,107
29-05-01 17:00,110
29-05-01 16:00,109
29-05-01 15:00,101
29-05-01 14:00,72
29-05-01 13:00,54
29-05-01 12:00,41
29-05-01 11:00,34
29-05-01 10:00,31
29-05-01 09:00,32
29-05-01 08:00,25
29-05-01 07:00,17
29-05-01 06:00,18
29-05-01 05:00,
29-05-01 04:00,21
29-05-01 03:00,15
29-05-01 02:00,17
29-05-01 01:00,19
29-05-01 00:00,17
28-05-01 23:00,22
28-05-01 22:00,28
28-05-01 21:00,31
28-05-01 20:00,28
28-05-01 19:00,20
28-05-01 18:00,17
28-05-01 17:00,17
28-05-01 16:00,16
28-05-01 15:00,15
28-05-01 14:00,13
28-05-01 13:00,15
28-05-01 12:00,18
28-05-01 11:00,16
28-05-01 10:00,20
28-05-01 09:00,32
28-05-01 08:00,31
28-05-01 07:00,39
28-05-01 06:00,52
28-05-01 05:00,
28-05-01 04:00,86
28-05-01 03:00,93
28-05-01 02:00,83
28-05-01 01:00,77
28-05-01 00:00,76
27-05-01 23:00,82
27-05-01 22:00,84
27-05-01 21:00,89
27-05-01 20:00,96
27-05-01 19:00,117
27-05-01 18:00,129
27-05-01 17:00,132
27-05-01 16:00,133
27-05-01 15:00,140
27-05-01 14:00,144
27-05-01 13:00,145
27-05-01 12:00,146
27-05-01 11:00,142
27-05-01 10:00,134
27-05-01 09:00,103
27-05-01 08:00,103
27-05-01 07:00,104
27-05-01 06:00,
27-05-01 05:00,84
27-05-01 04:00,88
27-05-01 03:00,91
27-05-01 02:00,82
27-05-01 01:00,77
27-05-01 00:00,73
26-05-01 23:00,72
