Datum Zeit,Chemnitz-Mitte O3
,µg/m³
01-06-01 00:00,63
31-05-01 23:00,64
31-05-01 22:00,66
31-05-01 21:00,78
31-05-01 20:00,76
31-05-01 19:00,78
31-05-01 18:00,84
31-05-01 17:00,68
31-05-01 16:00,69
31-05-01 15:00,67
31-05-01 14:00,68
31-05-01 13:00,68
31-05-01 12:00,62
31-05-01 11:00,56
31-05-01 10:00,40
31-05-01 09:00,53
31-05-01 08:00,
31-05-01 07:00,29
31-05-01 06:00,17
31-05-01 05:00,16
31-05-01 04:00,37
31-05-01 03:00,43
31-05-01 02:00,40
31-05-01 01:00,41
31-05-01 00:00,45
30-05-01 23:00,46
30-05-01 22:00,40
30-05-01 21:00,28
30-05-01 20:00,76
30-05-01 19:00,88
30-05-01 18:00,85
30-05-01 17:00,89
30-05-01 16:00,91
30-05-01 15:00,90
30-05-01 14:00,89
30-05-01 13:00,
30-05-01 12:00,
30-05-01 11:00,
30-05-01 10:00,75
30-05-01 09:00,75
30-05-01 08:00,72
30-05-01 07:00,49
30-05-01 06:00,43
30-05-01 05:00,48
30-05-01 04:00,63
30-05-01 03:00,54
30-05-01 02:00,60
30-05-01 01:00,74
30-05-01 00:00,78
29-05-01 23:00,71
29-05-01 22:00,
29-05-01 21:00,75
29-05-01 20:00,88
29-05-01 19:00,95
29-05-01 18:00,100
29-05-01 17:00,102
29-05-01 16:00,101
29-05-01 15:00,89
29-05-01 14:00,56
29-05-01 13:00,41
29-05-01 12:00,40
29-05-01 11:00,32
29-05-01 10:00,24
29-05-01 09:00,31
29-05-01 08:00,27
29-05-01 07:00,16
29-05-01 06:00,7
29-05-01 05:00,11
29-05-01 04:00,27
29-05-01 03:00,35
29-05-01 02:00,23
29-05-01 01:00,11
29-05-01 00:00,19
28-05-01 23:00,23
28-05-01 22:00,
28-05-01 21:00,28
28-05-01 20:00,27
28-05-01 19:00,17
28-05-01 18:00,15
28-05-01 17:00,20
28-05-01 16:00,19
28-05-01 15:00,17
28-05-01 14:00,13
28-05-01 13:00,8
28-05-01 12:00,9
28-05-01 11:00,13
28-05-01 10:00,21
28-05-01 09:00,30
28-05-01 08:00,35
28-05-01 07:00,33
28-05-01 06:00,43
28-05-01 05:00,51
28-05-01 04:00,62
28-05-01 03:00,71
28-05-01 02:00,87
28-05-01 01:00,95
28-05-01 00:00,66
27-05-01 23:00,
27-05-01 22:00,78
27-05-01 21:00,84
27-05-01 20:00,92
27-05-01 19:00,72
27-05-01 18:00,96
27-05-01 17:00,130
27-05-01 16:00,134
27-05-01 15:00,133
27-05-01 14:00,136
27-05-01 13:00,138
27-05-01 12:00,143
27-05-01 11:00,140
27-05-01 10:00,130
27-05-01 09:00,109
27-05-01 08:00,106
27-05-01 07:00,80
27-05-01 06:00,60
27-05-01 05:00,50
27-05-01 04:00,61
27-05-01 03:00,72
27-05-01 02:00,49
27-05-01 01:00,37
27-05-01 00:00,54
26-05-01 23:00,
26-05-01 22:00,64
26-05-01 21:00,41
26-05-01 20:00,92
26-05-01 19:00,114
26-05-01 18:00,118
26-05-01 17:00,117
26-05-01 16:00,121
26-05-01 15:00,124
26-05-01 14:00,121
26-05-01 13:00,118
26-05-01 12:00,115
26-05-01 11:00,113
26-05-01 10:00,98
26-05-01 09:00,64
26-05-01 08:00,51
26-05-01 07:00,37
26-05-01 06:00,33
26-05-01 05:00,36
26-05-01 04:00,35
26-05-01 03:00,43
26-05-01 02:00,42
26-05-01 01:00,43
26-05-01 00:00,
25-05-01 23:00,38
25-05-01 22:00,12
25-05-01 21:00,50
25-05-01 20:00,89
25-05-01 19:00,104
25-05-01 18:00,100
25-05-01 17:00,95
25-05-01 16:00,91
25-05-01 15:00,94
25-05-01 14:00,90
25-05-01 13:00,89
25-05-01 12:00,92
25-05-01 11:00,89
25-05-01 10:00,78
25-05-01 09:00,57
25-05-01 08:00,43
25-05-01 07:00,18
25-05-01 06:00,15
25-05-01 05:00,12
25-05-01 04:00,32
25-05-01 03:00,48
25-05-01 02:00,49
25-05-01 01:00,55
25-05-01 00:00,
24-05-01 23:00,51
24-05-01 22:00,24
24-05-01 21:00,41
24-05-01 20:00,107
24-05-01 19:00,129
24-05-01 18:00,126
24-05-01 17:00,122
24-05-01 16:00,121
24-05-01 15:00,128
24-05-01 14:00,131
24-05-01 13:00,131
24-05-01 12:00,125
24-05-01 11:00,121
24-05-01 10:00,105
24-05-01 09:00,92
24-05-01 08:00,78
24-05-01 07:00,55
24-05-01 06:00,44
24-05-01 05:00,29
24-05-01 04:00,5
24-05-01 03:00,25
24-05-01 02:00,27
24-05-01 01:00,
24-05-01 00:00,32
23-05-01 23:00,50
23-05-01 22:00,64
23-05-01 21:00,73
23-05-01 20:00,88
23-05-01 19:00,104
23-05-01 18:00,106
23-05-01 17:00,104
23-05-01 16:00,98
23-05-01 15:00,83
23-05-01 14:00,86
23-05-01 13:00,80
23-05-01 12:00,76
23-05-01 11:00,75
23-05-01 10:00,83
23-05-01 09:00,70
23-05-01 08:00,55
23-05-01 07:00,20
23-05-01 06:00,3
23-05-01 05:00,2
23-05-01 04:00,6
23-05-01 03:00,21
23-05-01 02:00,26
23-05-01 01:00,
23-05-01 00:00,20
22-05-01 23:00,3
22-05-01 22:00,24
22-05-01 21:00,64
22-05-01 20:00,73
22-05-01 19:00,84
22-05-01 18:00,89
22-05-01 17:00,88
22-05-01 16:00,88
22-05-01 15:00,93
22-05-01 14:00,87
22-05-01 13:00,79
22-05-01 12:00,76
22-05-01 11:00,67
22-05-01 10:00,56
22-05-01 09:00,45
22-05-01 08:00,40
22-05-01 07:00,6
22-05-01 06:00,4
22-05-01 05:00,2
22-05-01 04:00,7
22-05-01 03:00,13
22-05-01 02:00,
22-05-01 01:00,56
22-05-01 00:00,54
21-05-01 23:00,56
21-05-01 22:00,48
21-05-01 21:00,51
21-05-01 20:00,78
21-05-01 19:00,80
21-05-01 18:00,76
21-05-01 17:00,77
21-05-01 16:00,87
21-05-01 15:00,84
21-05-01 14:00,84
21-05-01 13:00,76
21-05-01 12:00,76
21-05-01 11:00,75
21-05-01 10:00,67
21-05-01 09:00,74
21-05-01 08:00,38
21-05-01 07:00,11
21-05-01 06:00,4
21-05-01 05:00,4
21-05-01 04:00,6
21-05-01 03:00,15
21-05-01 02:00,
21-05-01 01:00,33
21-05-01 00:00,33
20-05-01 23:00,28
20-05-01 22:00,61
20-05-01 21:00,74
20-05-01 20:00,109
20-05-01 19:00,121
20-05-01 18:00,111
20-05-01 17:00,108
20-05-01 16:00,108
20-05-01 15:00,105
20-05-01 14:00,103
20-05-01 13:00,102
20-05-01 12:00,98
20-05-01 11:00,93
20-05-01 10:00,83
20-05-01 09:00,77
20-05-01 08:00,47
20-05-01 07:00,26
20-05-01 06:00,21
20-05-01 05:00,13
20-05-01 04:00,22
20-05-01 03:00,
20-05-01 02:00,27
20-05-01 01:00,18
20-05-01 00:00,30
19-05-01 23:00,47
19-05-01 22:00,54
19-05-01 21:00,72
19-05-01 20:00,83
19-05-01 19:00,89
19-05-01 18:00,91
19-05-01 17:00,89
19-05-01 16:00,96
19-05-01 15:00,95
19-05-01 14:00,91
19-05-01 13:00,85
19-05-01 12:00,78
19-05-01 11:00,75
19-05-01 10:00,75
19-05-01 09:00,63
19-05-01 08:00,55
19-05-01 07:00,51
19-05-01 06:00,46
19-05-01 05:00,61
19-05-01 04:00,67
19-05-01 03:00,
19-05-01 02:00,50
19-05-01 01:00,52
19-05-01 00:00,52
18-05-01 23:00,52
18-05-01 22:00,54
18-05-01 21:00,58
18-05-01 20:00,64
18-05-01 19:00,65
18-05-01 18:00,69
18-05-01 17:00,69
18-05-01 16:00,66
18-05-01 15:00,66
18-05-01 14:00,67
18-05-01 13:00,72
18-05-01 12:00,71
18-05-01 11:00,67
18-05-01 10:00,61
18-05-01 09:00,55
18-05-01 08:00,52
18-05-01 07:00,34
18-05-01 06:00,16
18-05-01 05:00,32
18-05-01 04:00,
18-05-01 03:00,60
18-05-01 02:00,54
18-05-01 01:00,63
18-05-01 00:00,68
17-05-01 23:00,64
17-05-01 22:00,64
17-05-01 21:00,68
17-05-01 20:00,76
17-05-01 19:00,88
17-05-01 18:00,82
17-05-01 17:00,76
17-05-01 16:00,72
17-05-01 15:00,59
17-05-01 14:00,42
17-05-01 13:00,38
17-05-01 12:00,41
17-05-01 11:00,17
17-05-01 10:00,5
17-05-01 09:00,4
17-05-01 08:00,5
17-05-01 07:00,2
17-05-01 06:00,12
17-05-01 05:00,46
17-05-01 04:00,
17-05-01 03:00,73
17-05-01 02:00,78
17-05-01 01:00,78
17-05-01 00:00,79
16-05-01 23:00,86
16-05-01 22:00,75
16-05-01 21:00,57
16-05-01 20:00,75
16-05-01 19:00,93
16-05-01 18:00,94
16-05-01 17:00,99
16-05-01 16:00,104
16-05-01 15:00,104
16-05-01 14:00,105
16-05-01 13:00,97
16-05-01 12:00,90
16-05-01 11:00,94
16-05-01 10:00,89
16-05-01 09:00,80
16-05-01 08:00,66
16-05-01 07:00,53
16-05-01 06:00,46
16-05-01 05:00,
16-05-01 04:00,73
16-05-01 03:00,68
16-05-01 02:00,70
16-05-01 01:00,74
16-05-01 00:00,67
15-05-01 23:00,49
15-05-01 22:00,52
15-05-01 21:00,61
15-05-01 20:00,68
15-05-01 19:00,63
15-05-01 18:00,61
