Datum Zeit,Dresden-Nord SO2
,µg/m³
01-06-01 00:00,
31-05-01 23:00,2.1
31-05-01 22:00,2.5
31-05-01 21:00,2.9
31-05-01 20:00,3.1
31-05-01 19:00,3.9
31-05-01 18:00,3.0
31-05-01 17:00,2.8
31-05-01 16:00,3.4
31-05-01 15:00,6.3
31-05-01 14:00,7.5
31-05-01 13:00,4.2
31-05-01 12:00,5.0
31-05-01 11:00,10.3
31-05-01 10:00,13.2
31-05-01 09:00,10.5
31-05-01 08:00,7.7
31-05-01 07:00,4.5
31-05-01 06:00,3.0
31-05-01 05:00,2.9
31-05-01 04:00,2.9
31-05-01 03:00,
31-05-01 02:00,6.4
31-05-01 01:00,2.5
31-05-01 00:00,
30-05-01 23:00,2.8
30-05-01 22:00,3.8
30-05-01 21:00,4.0
30-05-01 20:00,2.7
30-05-01 19:00,2.0
30-05-01 18:00,2.0
30-05-01 17:00,2.3
30-05-01 16:00,3.6
30-05-01 15:00,3.6
30-05-01 14:00,3.1
30-05-01 13:00,2.9
30-05-01 12:00,2.7
30-05-01 11:00,2.8
30-05-01 10:00,3.8
30-05-01 09:00,4.5
30-05-01 08:00,5.3
30-05-01 07:00,5.4
30-05-01 06:00,3.8
30-05-01 05:00,1.8
30-05-01 04:00,
30-05-01 03:00,1.4
30-05-01 02:00,1.0
30-05-01 01:00,1.1
30-05-01 00:00,
29-05-01 23:00,2.9
29-05-01 22:00,2.7
29-05-01 21:00,3.8
29-05-01 20:00,2.9
29-05-01 19:00,3.2
29-05-01 18:00,3.1
29-05-01 17:00,3.5
29-05-01 16:00,3.3
29-05-01 15:00,4.2
29-05-01 14:00,4.6
29-05-01 13:00,5.0
29-05-01 12:00,5.4
29-05-01 11:00,7.2
29-05-01 10:00,6.9
29-05-01 09:00,7.8
29-05-01 08:00,8.1
29-05-01 07:00,9.1
29-05-01 06:00,7.8
29-05-01 05:00,5.5
29-05-01 04:00,
29-05-01 03:00,4.1
29-05-01 02:00,4.3
29-05-01 01:00,5.0
29-05-01 00:00,
28-05-01 23:00,2.5
28-05-01 22:00,3.3
28-05-01 21:00,3.3
28-05-01 20:00,2.5
28-05-01 19:00,2.9
28-05-01 18:00,2.9
28-05-01 17:00,2.8
28-05-01 16:00,2.8
28-05-01 15:00,3.0
28-05-01 14:00,3.3
28-05-01 13:00,3.6
28-05-01 12:00,4.6
28-05-01 11:00,4.7
28-05-01 10:00,6.0
28-05-01 09:00,6.9
28-05-01 08:00,7.8
28-05-01 07:00,4.9
28-05-01 06:00,3.8
28-05-01 05:00,
28-05-01 04:00,6.0
28-05-01 03:00,5.2
28-05-01 02:00,4.9
28-05-01 01:00,4.9
28-05-01 00:00,
27-05-01 23:00,4.4
27-05-01 22:00,3.3
27-05-01 21:00,4.5
27-05-01 20:00,4.8
27-05-01 19:00,5.0
27-05-01 18:00,4.6
27-05-01 17:00,4.5
27-05-01 16:00,5.9
27-05-01 15:00,7.5
27-05-01 14:00,9.2
27-05-01 13:00,9.4
27-05-01 12:00,10.0
27-05-01 11:00,9.5
27-05-01 10:00,8.5
27-05-01 09:00,6.8
27-05-01 08:00,6.1
27-05-01 07:00,5.6
27-05-01 06:00,2.4
27-05-01 05:00,
27-05-01 04:00,2.5
27-05-01 03:00,2.1
27-05-01 02:00,2.0
27-05-01 01:00,2.5
27-05-01 00:00,
26-05-01 23:00,4.8
26-05-01 22:00,3.5
26-05-01 21:00,4.4
26-05-01 20:00,4.2
26-05-01 19:00,3.3
26-05-01 18:00,3.5
26-05-01 17:00,3.4
26-05-01 16:00,5.4
26-05-01 15:00,4.7
26-05-01 14:00,3.8
26-05-01 13:00,3.4
26-05-01 12:00,2.9
26-05-01 11:00,4.3
26-05-01 10:00,7.0
26-05-01 09:00,3.9
26-05-01 08:00,2.7
26-05-01 07:00,2.0
26-05-01 06:00,
26-05-01 05:00,1.7
26-05-01 04:00,1.6
26-05-01 03:00,2.3
26-05-01 02:00,2.5
26-05-01 01:00,2.8
26-05-01 00:00,
25-05-01 23:00,5.4
25-05-01 22:00,5.6
25-05-01 21:00,5.1
25-05-01 20:00,3.7
25-05-01 19:00,2.7
25-05-01 18:00,2.5
25-05-01 17:00,2.7
25-05-01 16:00,2.6
25-05-01 15:00,2.6
25-05-01 14:00,3.3
25-05-01 13:00,2.9
25-05-01 12:00,3.6
25-05-01 11:00,4.4
25-05-01 10:00,6.2
25-05-01 09:00,8.1
25-05-01 08:00,6.9
25-05-01 07:00,6.3
25-05-01 06:00,
25-05-01 05:00,4.8
25-05-01 04:00,4.5
25-05-01 03:00,4.9
25-05-01 02:00,5.0
25-05-01 01:00,4.7
25-05-01 00:00,
24-05-01 23:00,5.7
24-05-01 22:00,6.4
24-05-01 21:00,6.1
24-05-01 20:00,4.6
24-05-01 19:00,4.5
24-05-01 18:00,4.4
24-05-01 17:00,5.0
24-05-01 16:00,5.5
24-05-01 15:00,4.4
24-05-01 14:00,6.4
24-05-01 13:00,6.5
24-05-01 12:00,5.3
24-05-01 11:00,8.7
24-05-01 10:00,10.7
24-05-01 09:00,9.6
24-05-01 08:00,7.2
24-05-01 07:00,
24-05-01 06:00,5.8
24-05-01 05:00,5.0
24-05-01 04:00,5.9
24-05-01 03:00,7.0
24-05-01 02:00,7.9
24-05-01 01:00,7.1
24-05-01 00:00,
23-05-01 23:00,7.6
23-05-01 22:00,7.5
23-05-01 21:00,6.8
23-05-01 20:00,6.1
23-05-01 19:00,6.3
23-05-01 18:00,6.2
23-05-01 17:00,3.8
23-05-01 16:00,4.0
23-05-01 15:00,3.7
23-05-01 14:00,3.3
23-05-01 13:00,3.1
23-05-01 12:00,3.3
23-05-01 11:00,3.9
23-05-01 10:00,4.8
23-05-01 09:00,5.6
23-05-01 08:00,5.3
23-05-01 07:00,
23-05-01 06:00,3.3
23-05-01 05:00,2.7
23-05-01 04:00,2.3
23-05-01 03:00,1.5
23-05-01 02:00,2.0
23-05-01 01:00,1.8
23-05-01 00:00,
22-05-01 23:00,1.3
22-05-01 22:00,1.3
22-05-01 21:00,1.3
22-05-01 20:00,1.2
22-05-01 19:00,1.4
22-05-01 18:00,1.0
22-05-01 17:00,1.0
22-05-01 16:00,
22-05-01 15:00,1.0
22-05-01 14:00,
22-05-01 13:00,
22-05-01 12:00,
22-05-01 11:00,
22-05-01 10:00,
22-05-01 09:00,3.9
22-05-01 08:00,5.3
22-05-01 07:00,
22-05-01 06:00,4.7
22-05-01 05:00,4.1
22-05-01 04:00,2.0
22-05-01 03:00,2.8
22-05-01 02:00,3.1
22-05-01 01:00,4.1
22-05-01 00:00,
21-05-01 23:00,1.7
21-05-01 22:00,1.2
21-05-01 21:00,2.2
21-05-01 20:00,1.3
21-05-01 19:00,1.0
21-05-01 18:00,1.2
21-05-01 17:00,1.4
21-05-01 16:00,1.0
21-05-01 15:00,1.1
21-05-01 14:00,1.2
21-05-01 13:00,1.3
21-05-01 12:00,
21-05-01 11:00,2.0
21-05-01 10:00,3.8
21-05-01 09:00,4.5
21-05-01 08:00,5.6
21-05-01 07:00,5.3
21-05-01 06:00,1.9
21-05-01 05:00,1.3
21-05-01 04:00,1.8
21-05-01 03:00,2.0
21-05-01 02:00,1.9
21-05-01 01:00,1.0
21-05-01 00:00,
20-05-01 23:00,2.3
20-05-01 22:00,2.7
20-05-01 21:00,2.2
20-05-01 20:00,1.9
20-05-01 19:00,2.3
20-05-01 18:00,1.6
20-05-01 17:00,1.4
20-05-01 16:00,1.5
20-05-01 15:00,1.4
20-05-01 14:00,1.3
20-05-01 13:00,1.3
20-05-01 12:00,
20-05-01 11:00,1.7
20-05-01 10:00,2.5
20-05-01 09:00,2.2
20-05-01 08:00,2.3
20-05-01 07:00,2.8
20-05-01 06:00,3.0
20-05-01 05:00,2.1
20-05-01 04:00,2.3
20-05-01 03:00,2.0
20-05-01 02:00,2.3
20-05-01 01:00,2.5
20-05-01 00:00,
19-05-01 23:00,3.0
19-05-01 22:00,3.7
19-05-01 21:00,3.5
19-05-01 20:00,4.3
19-05-01 19:00,4.6
19-05-01 18:00,4.7
19-05-01 17:00,4.6
19-05-01 16:00,3.8
19-05-01 15:00,3.0
19-05-01 14:00,2.1
19-05-01 13:00,
19-05-01 12:00,1.7
19-05-01 11:00,3.3
19-05-01 10:00,3.3
19-05-01 09:00,4.1
19-05-01 08:00,3.2
19-05-01 07:00,1.8
19-05-01 06:00,2.0
19-05-01 05:00,1.3
19-05-01 04:00,1.2
19-05-01 03:00,1.5
19-05-01 02:00,1.5
19-05-01 01:00,1.5
19-05-01 00:00,
18-05-01 23:00,1.9
18-05-01 22:00,2.2
18-05-01 21:00,1.6
18-05-01 20:00,2.3
18-05-01 19:00,2.8
18-05-01 18:00,3.1
18-05-01 17:00,2.9
18-05-01 16:00,3.0
18-05-01 15:00,2.8
18-05-01 14:00,3.0
18-05-01 13:00,
18-05-01 12:00,
18-05-01 11:00,5.5
18-05-01 10:00,4.0
18-05-01 09:00,4.2
18-05-01 08:00,4.2
18-05-01 07:00,2.4
18-05-01 06:00,1.8
18-05-01 05:00,1.5
18-05-01 04:00,1.1
18-05-01 03:00,1.0
18-05-01 02:00,1.0
18-05-01 01:00,1.1
18-05-01 00:00,
17-05-01 23:00,3.9
17-05-01 22:00,5.1
17-05-01 21:00,2.8
17-05-01 20:00,3.4
17-05-01 19:00,4.8
17-05-01 18:00,3.8
17-05-01 17:00,4.1
17-05-01 16:00,
17-05-01 15:00,
17-05-01 14:00,
17-05-01 13:00,6.8
17-05-01 12:00,7.3
17-05-01 11:00,13.3
17-05-01 10:00,23.7
