Datum Zeit,Bautzen SO2
,µg/m³
01-06-01 00:00,
31-05-01 23:00,1.0
31-05-01 22:00,1.0
31-05-01 21:00,1.8
31-05-01 20:00,3.9
31-05-01 19:00,4.1
31-05-01 18:00,2.8
31-05-01 17:00,1.1
31-05-01 16:00,1.0
31-05-01 15:00,1.3
31-05-01 14:00,1.1
31-05-01 13:00,4.0
31-05-01 12:00,10.1
31-05-01 11:00,6.7
31-05-01 10:00,9.1
31-05-01 09:00,6.8
31-05-01 08:00,5.6
31-05-01 07:00,4.2
31-05-01 06:00,2.0
31-05-01 05:00,1.0
31-05-01 04:00,1.0
31-05-01 03:00,1.0
31-05-01 02:00,1.0
31-05-01 01:00,
31-05-01 00:00,
30-05-01 23:00,1.0
30-05-01 22:00,1.0
30-05-01 21:00,1.1
30-05-01 20:00,1.0
30-05-01 19:00,1.0
30-05-01 18:00,1.5
30-05-01 17:00,1.0
30-05-01 16:00,1.0
30-05-01 15:00,1.0
30-05-01 14:00,1.0
30-05-01 13:00,1.0
30-05-01 12:00,1.0
30-05-01 11:00,1.0
30-05-01 10:00,1.0
30-05-01 09:00,1.0
30-05-01 08:00,1.3
30-05-01 07:00,2.1
30-05-01 06:00,1.2
30-05-01 05:00,1.2
30-05-01 04:00,1.0
30-05-01 03:00,1.0
30-05-01 02:00,
30-05-01 01:00,1.0
30-05-01 00:00,
29-05-01 23:00,1.0
29-05-01 22:00,1.0
29-05-01 21:00,1.0
29-05-01 20:00,1.0
29-05-01 19:00,1.0
29-05-01 18:00,1.0
29-05-01 17:00,1.0
29-05-01 16:00,1.0
29-05-01 15:00,1.0
29-05-01 14:00,1.0
29-05-01 13:00,1.1
29-05-01 12:00,1.5
29-05-01 11:00,2.6
29-05-01 10:00,3.3
29-05-01 09:00,4.0
29-05-01 08:00,3.0
29-05-01 07:00,1.7
29-05-01 06:00,1.1
29-05-01 05:00,1.0
29-05-01 04:00,1.0
29-05-01 03:00,1.0
29-05-01 02:00,
29-05-01 01:00,1.0
29-05-01 00:00,
28-05-01 23:00,1.0
28-05-01 22:00,1.0
28-05-01 21:00,1.1
28-05-01 20:00,1.0
28-05-01 19:00,1.0
28-05-01 18:00,1.3
28-05-01 17:00,1.3
28-05-01 16:00,1.5
28-05-01 15:00,2.0
28-05-01 14:00,2.2
28-05-01 13:00,2.8
28-05-01 12:00,4.0
28-05-01 11:00,4.9
28-05-01 10:00,4.6
28-05-01 09:00,4.0
28-05-01 08:00,3.3
28-05-01 07:00,2.1
28-05-01 06:00,1.6
28-05-01 05:00,3.1
28-05-01 04:00,2.5
28-05-01 03:00,
28-05-01 02:00,2.0
28-05-01 01:00,1.5
28-05-01 00:00,
27-05-01 23:00,1.9
27-05-01 22:00,2.2
27-05-01 21:00,2.3
27-05-01 20:00,2.4
27-05-01 19:00,2.7
27-05-01 18:00,2.8
27-05-01 17:00,2.5
27-05-01 16:00,2.4
27-05-01 15:00,2.9
27-05-01 14:00,2.6
27-05-01 13:00,2.9
27-05-01 12:00,3.2
27-05-01 11:00,3.4
27-05-01 10:00,4.5
27-05-01 09:00,4.8
27-05-01 08:00,3.8
27-05-01 07:00,2.7
27-05-01 06:00,2.8
27-05-01 05:00,4.1
27-05-01 04:00,3.9
27-05-01 03:00,
27-05-01 02:00,1.9
27-05-01 01:00,2.0
27-05-01 00:00,
26-05-01 23:00,2.4
26-05-01 22:00,2.6
26-05-01 21:00,2.8
26-05-01 20:00,2.3
26-05-01 19:00,3.1
26-05-01 18:00,2.6
26-05-01 17:00,2.7
26-05-01 16:00,2.4
26-05-01 15:00,2.4
26-05-01 14:00,2.8
26-05-01 13:00,1.8
26-05-01 12:00,1.9
26-05-01 11:00,1.9
26-05-01 10:00,2.5
26-05-01 09:00,3.7
26-05-01 08:00,2.9
26-05-01 07:00,2.7
26-05-01 06:00,2.4
26-05-01 05:00,2.0
26-05-01 04:00,
26-05-01 03:00,3.0
26-05-01 02:00,2.3
26-05-01 01:00,2.8
26-05-01 00:00,
25-05-01 23:00,3.4
25-05-01 22:00,3.6
25-05-01 21:00,3.9
25-05-01 20:00,4.8
25-05-01 19:00,3.6
25-05-01 18:00,2.6
25-05-01 17:00,1.4
25-05-01 16:00,1.9
25-05-01 15:00,1.8
25-05-01 14:00,2.1
25-05-01 13:00,2.6
25-05-01 12:00,3.4
25-05-01 11:00,3.0
25-05-01 10:00,3.7
25-05-01 09:00,6.1
25-05-01 08:00,3.6
25-05-01 07:00,4.2
25-05-01 06:00,4.3
25-05-01 05:00,2.9
25-05-01 04:00,
25-05-01 03:00,2.6
25-05-01 02:00,2.2
25-05-01 01:00,2.8
25-05-01 00:00,
24-05-01 23:00,2.1
24-05-01 22:00,2.8
24-05-01 21:00,1.6
24-05-01 20:00,2.5
24-05-01 19:00,2.4
24-05-01 18:00,2.4
24-05-01 17:00,1.8
24-05-01 16:00,1.9
24-05-01 15:00,2.6
24-05-01 14:00,2.5
24-05-01 13:00,2.6
24-05-01 12:00,2.5
24-05-01 11:00,3.0
24-05-01 10:00,3.2
24-05-01 09:00,3.9
24-05-01 08:00,3.6
24-05-01 07:00,3.1
24-05-01 06:00,3.7
24-05-01 05:00,
24-05-01 04:00,3.3
24-05-01 03:00,3.9
24-05-01 02:00,4.6
24-05-01 01:00,3.7
24-05-01 00:00,
23-05-01 23:00,3.9
23-05-01 22:00,4.9
23-05-01 21:00,6.6
23-05-01 20:00,7.5
23-05-01 19:00,7.1
23-05-01 18:00,5.2
23-05-01 17:00,3.0
23-05-01 16:00,2.2
23-05-01 15:00,1.4
23-05-01 14:00,1.3
23-05-01 13:00,6.9
23-05-01 12:00,13.5
23-05-01 11:00,8.4
23-05-01 10:00,7.9
23-05-01 09:00,6.3
23-05-01 08:00,3.2
23-05-01 07:00,1.7
23-05-01 06:00,6.1
23-05-01 05:00,
23-05-01 04:00,3.4
23-05-01 03:00,3.5
23-05-01 02:00,2.3
23-05-01 01:00,2.0
23-05-01 00:00,
22-05-01 23:00,3.7
22-05-01 22:00,2.9
22-05-01 21:00,1.7
22-05-01 20:00,1.4
22-05-01 19:00,1.0
22-05-01 18:00,1.0
22-05-01 17:00,1.0
22-05-01 16:00,1.0
22-05-01 15:00,1.0
22-05-01 14:00,1.0
22-05-01 13:00,1.0
22-05-01 12:00,1.0
22-05-01 11:00,1.0
22-05-01 10:00,1.4
22-05-01 09:00,2.2
22-05-01 08:00,2.6
22-05-01 07:00,2.6
22-05-01 06:00,
22-05-01 05:00,2.1
22-05-01 04:00,1.7
22-05-01 03:00,1.0
22-05-01 02:00,1.0
22-05-01 01:00,1.0
22-05-01 00:00,
21-05-01 23:00,1.0
21-05-01 22:00,1.0
21-05-01 21:00,1.0
21-05-01 20:00,1.2
21-05-01 19:00,1.0
21-05-01 18:00,1.9
21-05-01 17:00,1.0
21-05-01 16:00,1.0
21-05-01 15:00,1.0
21-05-01 14:00,1.0
21-05-01 13:00,1.0
21-05-01 12:00,1.0
21-05-01 11:00,1.0
21-05-01 10:00,1.4
21-05-01 09:00,4.1
21-05-01 08:00,3.3
21-05-01 07:00,2.6
21-05-01 06:00,
21-05-01 05:00,1.2
21-05-01 04:00,1.0
21-05-01 03:00,1.0
21-05-01 02:00,1.0
21-05-01 01:00,1.0
21-05-01 00:00,
20-05-01 23:00,1.1
20-05-01 22:00,1.0
20-05-01 21:00,1.0
20-05-01 20:00,1.0
20-05-01 19:00,1.0
20-05-01 18:00,1.0
20-05-01 17:00,1.0
20-05-01 16:00,1.0
20-05-01 15:00,1.0
20-05-01 14:00,1.0
20-05-01 13:00,1.0
20-05-01 12:00,1.0
20-05-01 11:00,1.0
20-05-01 10:00,1.0
20-05-01 09:00,1.0
20-05-01 08:00,1.0
20-05-01 07:00,
20-05-01 06:00,1.0
20-05-01 05:00,1.0
20-05-01 04:00,1.0
20-05-01 03:00,1.0
20-05-01 02:00,1.0
20-05-01 01:00,1.0
20-05-01 00:00,
19-05-01 23:00,1.9
19-05-01 22:00,1.8
19-05-01 21:00,2.1
19-05-01 20:00,1.3
19-05-01 19:00,1.0
19-05-01 18:00,1.5
19-05-01 17:00,1.0
19-05-01 16:00,1.0
19-05-01 15:00,1.0
19-05-01 14:00,1.0
19-05-01 13:00,1.0
19-05-01 12:00,1.0
19-05-01 11:00,1.0
19-05-01 10:00,1.0
19-05-01 09:00,1.5
19-05-01 08:00,1.5
19-05-01 07:00,
19-05-01 06:00,1.0
19-05-01 05:00,1.0
19-05-01 04:00,1.1
19-05-01 03:00,1.1
19-05-01 02:00,1.2
19-05-01 01:00,1.0
19-05-01 00:00,
18-05-01 23:00,1.0
18-05-01 22:00,1.0
18-05-01 21:00,1.3
18-05-01 20:00,2.2
18-05-01 19:00,3.2
18-05-01 18:00,3.0
18-05-01 17:00,3.1
18-05-01 16:00,3.6
18-05-01 15:00,4.1
18-05-01 14:00,1.9
18-05-01 13:00,1.9
18-05-01 12:00,1.6
18-05-01 11:00,2.9
18-05-01 10:00,2.2
18-05-01 09:00,2.5
18-05-01 08:00,
18-05-01 07:00,4.7
18-05-01 06:00,3.6
18-05-01 05:00,1.0
18-05-01 04:00,1.0
18-05-01 03:00,1.0
18-05-01 02:00,1.0
18-05-01 01:00,1.0
18-05-01 00:00,
17-05-01 23:00,7.5
17-05-01 22:00,5.7
17-05-01 21:00,3.1
17-05-01 20:00,3.3
17-05-01 19:00,3.3
17-05-01 18:00,4.6
17-05-01 17:00,6.0
17-05-01 16:00,11.1
17-05-01 15:00,7.6
17-05-01 14:00,4.9
17-05-01 13:00,4.1
17-05-01 12:00,3.5
