Datum Zeit,Goerlitz O3
,µg/m³
01-06-01 00:00,65
31-05-01 23:00,66
31-05-01 22:00,
31-05-01 21:00,63
31-05-01 20:00,68
31-05-01 19:00,76
31-05-01 18:00,75
31-05-01 17:00,66
31-05-01 16:00,48
31-05-01 15:00,82
31-05-01 14:00,79
31-05-01 13:00,63
31-05-01 12:00,70
31-05-01 11:00,63
31-05-01 10:00,47
31-05-01 09:00,34
31-05-01 08:00,31
31-05-01 07:00,17
31-05-01 06:00,8
31-05-01 05:00,5
31-05-01 04:00,9
31-05-01 03:00,4
31-05-01 02:00,12
31-05-01 01:00,25
31-05-01 00:00,32
30-05-01 23:00,18
30-05-01 22:00,
30-05-01 21:00,26
30-05-01 20:00,45
30-05-01 19:00,60
30-05-01 18:00,65
30-05-01 17:00,64
30-05-01 16:00,73
30-05-01 15:00,71
30-05-01 14:00,70
30-05-01 13:00,65
30-05-01 12:00,63
30-05-01 11:00,56
30-05-01 10:00,51
30-05-01 09:00,54
30-05-01 08:00,54
30-05-01 07:00,51
30-05-01 06:00,54
30-05-01 05:00,63
30-05-01 04:00,76
30-05-01 03:00,82
30-05-01 02:00,86
30-05-01 01:00,84
30-05-01 00:00,53
29-05-01 23:00,
29-05-01 22:00,80
29-05-01 21:00,85
29-05-01 20:00,91
29-05-01 19:00,86
29-05-01 18:00,82
29-05-01 17:00,89
29-05-01 16:00,89
29-05-01 15:00,80
29-05-01 14:00,66
29-05-01 13:00,41
29-05-01 12:00,39
29-05-01 11:00,32
29-05-01 10:00,26
29-05-01 09:00,16
29-05-01 08:00,8
29-05-01 07:00,7
29-05-01 06:00,7
29-05-01 05:00,12
29-05-01 04:00,12
29-05-01 03:00,11
29-05-01 02:00,9
29-05-01 01:00,9
29-05-01 00:00,9
28-05-01 23:00,
28-05-01 22:00,12
28-05-01 21:00,13
28-05-01 20:00,14
28-05-01 19:00,14
28-05-01 18:00,15
28-05-01 17:00,15
28-05-01 16:00,15
28-05-01 15:00,21
28-05-01 14:00,16
28-05-01 13:00,25
28-05-01 12:00,30
28-05-01 11:00,35
28-05-01 10:00,41
28-05-01 09:00,36
28-05-01 08:00,29
28-05-01 07:00,44
28-05-01 06:00,53
28-05-01 05:00,64
28-05-01 04:00,83
28-05-01 03:00,101
28-05-01 02:00,97
28-05-01 01:00,100
28-05-01 00:00,
27-05-01 23:00,89
27-05-01 22:00,81
27-05-01 21:00,85
27-05-01 20:00,95
27-05-01 19:00,107
27-05-01 18:00,108
27-05-01 17:00,114
27-05-01 16:00,121
27-05-01 15:00,130
27-05-01 14:00,129
27-05-01 13:00,127
27-05-01 12:00,123
27-05-01 11:00,113
27-05-01 10:00,96
27-05-01 09:00,80
27-05-01 08:00,74
27-05-01 07:00,55
27-05-01 06:00,41
27-05-01 05:00,24
27-05-01 04:00,37
27-05-01 03:00,32
27-05-01 02:00,25
27-05-01 01:00,18
27-05-01 00:00,
26-05-01 23:00,20
26-05-01 22:00,30
26-05-01 21:00,35
26-05-01 20:00,64
26-05-01 19:00,79
26-05-01 18:00,93
26-05-01 17:00,105
26-05-01 16:00,112
26-05-01 15:00,106
26-05-01 14:00,107
26-05-01 13:00,104
26-05-01 12:00,103
26-05-01 11:00,93
26-05-01 10:00,81
26-05-01 09:00,69
26-05-01 08:00,64
26-05-01 07:00,56
26-05-01 06:00,36
26-05-01 05:00,41
26-05-01 04:00,29
26-05-01 03:00,53
26-05-01 02:00,63
26-05-01 01:00,
26-05-01 00:00,25
25-05-01 23:00,57
25-05-01 22:00,93
25-05-01 21:00,93
25-05-01 20:00,91
25-05-01 19:00,99
25-05-01 18:00,107
25-05-01 17:00,105
25-05-01 16:00,96
25-05-01 15:00,95
25-05-01 14:00,90
25-05-01 13:00,79
25-05-01 12:00,77
25-05-01 11:00,82
25-05-01 10:00,77
25-05-01 09:00,79
25-05-01 08:00,82
25-05-01 07:00,46
25-05-01 06:00,25
25-05-01 05:00,13
25-05-01 04:00,16
25-05-01 03:00,22
25-05-01 02:00,27
25-05-01 01:00,
25-05-01 00:00,28
24-05-01 23:00,20
24-05-01 22:00,32
24-05-01 21:00,42
24-05-01 20:00,63
24-05-01 19:00,101
24-05-01 18:00,104
24-05-01 17:00,113
24-05-01 16:00,124
24-05-01 15:00,122
24-05-01 14:00,116
24-05-01 13:00,119
24-05-01 12:00,117
24-05-01 11:00,109
24-05-01 10:00,106
24-05-01 09:00,95
24-05-01 08:00,79
24-05-01 07:00,54
24-05-01 06:00,21
24-05-01 05:00,7
24-05-01 04:00,4
24-05-01 03:00,5
24-05-01 02:00,
24-05-01 01:00,17
24-05-01 00:00,19
23-05-01 23:00,21
23-05-01 22:00,74
23-05-01 21:00,90
23-05-01 20:00,104
23-05-01 19:00,116
23-05-01 18:00,120
23-05-01 17:00,121
23-05-01 16:00,118
23-05-01 15:00,111
23-05-01 14:00,112
23-05-01 13:00,107
