Datum Zeit,Klingenthal NO
,µg/m³
01-06-01 00:00,1
31-05-01 23:00,1
31-05-01 22:00,1
31-05-01 21:00,1
31-05-01 20:00,3
31-05-01 19:00,3
31-05-01 18:00,7
31-05-01 17:00,9
31-05-01 16:00,8
31-05-01 15:00,
31-05-01 14:00,5
31-05-01 13:00,9
31-05-01 12:00,4
31-05-01 11:00,9
31-05-01 10:00,7
31-05-01 09:00,13
31-05-01 08:00,8
31-05-01 07:00,9
31-05-01 06:00,7
31-05-01 05:00,2
31-05-01 04:00,1
31-05-01 03:00,1
31-05-01 02:00,1
31-05-01 01:00,1
31-05-01 00:00,1
30-05-01 23:00,1
30-05-01 22:00,1
30-05-01 21:00,1
30-05-01 20:00,2
30-05-01 19:00,5
30-05-01 18:00,8
30-05-01 17:00,7
30-05-01 16:00,8
30-05-01 15:00,
30-05-01 14:00,8
30-05-01 13:00,8
30-05-01 12:00,6
30-05-01 11:00,6
30-05-01 10:00,7
30-05-01 09:00,9
30-05-01 08:00,12
30-05-01 07:00,8
30-05-01 06:00,28
30-05-01 05:00,4
30-05-01 04:00,1
30-05-01 03:00,1
30-05-01 02:00,1
30-05-01 01:00,1
30-05-01 00:00,1
29-05-01 23:00,1
29-05-01 22:00,1
29-05-01 21:00,1
29-05-01 20:00,5
29-05-01 19:00,4
29-05-01 18:00,3
29-05-01 17:00,6
29-05-01 16:00,
29-05-01 15:00,9
29-05-01 14:00,7
29-05-01 13:00,7
29-05-01 12:00,5
29-05-01 11:00,9
29-05-01 10:00,8
29-05-01 09:00,8
29-05-01 08:00,13
29-05-01 07:00,21
29-05-01 06:00,35
29-05-01 05:00,18
29-05-01 04:00,1
29-05-01 03:00,1
29-05-01 02:00,1
29-05-01 01:00,1
29-05-01 00:00,1
28-05-01 23:00,1
28-05-01 22:00,1
28-05-01 21:00,2
28-05-01 20:00,2
28-05-01 19:00,7
28-05-01 18:00,8
28-05-01 17:00,9
28-05-01 16:00,
28-05-01 15:00,11
28-05-01 14:00,9
28-05-01 13:00,11
28-05-01 12:00,12
28-05-01 11:00,8
