Datum Zeit,Plauen-Sued O3
,µg/m³
01-06-01 00:00,72
31-05-01 23:00,
31-05-01 22:00,73
31-05-01 21:00,85
31-05-01 20:00,99
31-05-01 19:00,97
31-05-01 18:00,99
31-05-01 17:00,94
31-05-01 16:00,91
31-05-01 15:00,110
31-05-01 14:00,109
31-05-01 13:00,101
31-05-01 12:00,81
31-05-01 11:00,45
31-05-01 10:00,34
31-05-01 09:00,9
31-05-01 08:00,11
31-05-01 07:00,11
31-05-01 06:00,15
31-05-01 05:00,25
31-05-01 04:00,31
31-05-01 03:00,28
31-05-01 02:00,28
31-05-01 01:00,21
31-05-01 00:00,22
30-05-01 23:00,
30-05-01 22:00,18
30-05-01 21:00,42
30-05-01 20:00,75
30-05-01 19:00,81
30-05-01 18:00,103
30-05-01 17:00,98
30-05-01 16:00,101
30-05-01 15:00,95
30-05-01 14:00,96
30-05-01 13:00,92
30-05-01 12:00,88
30-05-01 11:00,85
30-05-01 10:00,80
30-05-01 09:00,80
30-05-01 08:00,84
30-05-01 07:00,31
30-05-01 06:00,3
30-05-01 05:00,2
30-05-01 04:00,6
30-05-01 03:00,17
30-05-01 02:00,23
30-05-01 01:00,21
30-05-01 00:00,
29-05-01 23:00,56
29-05-01 22:00,76
29-05-01 21:00,82
29-05-01 20:00,89
29-05-01 19:00,100
29-05-01 18:00,112
29-05-01 17:00,109
29-05-01 16:00,88
29-05-01 15:00,70
29-05-01 14:00,50
29-05-01 13:00,38
29-05-01 12:00,30
29-05-01 11:00,22
29-05-01 10:00,23
29-05-01 09:00,25
29-05-01 08:00,15
29-05-01 07:00,9
29-05-01 06:00,1
29-05-01 05:00,1
29-05-01 04:00,1
29-05-01 03:00,8
29-05-01 02:00,18
29-05-01 01:00,2
29-05-01 00:00,
28-05-01 23:00,1
28-05-01 22:00,1
28-05-01 21:00,2
28-05-01 20:00,4
28-05-01 19:00,9
28-05-01 18:00,6
28-05-01 17:00,10
28-05-01 16:00,12
28-05-01 15:00,30
28-05-01 14:00,27
28-05-01 13:00,25
28-05-01 12:00,27
28-05-01 11:00,20
28-05-01 10:00,24
28-05-01 09:00,21
28-05-01 08:00,16
28-05-01 07:00,3
28-05-01 06:00,2
28-05-01 05:00,6
28-05-01 04:00,1
28-05-01 03:00,1
28-05-01 02:00,7
28-05-01 01:00,
28-05-01 00:00,15
27-05-01 23:00,19
27-05-01 22:00,1
27-05-01 21:00,65
27-05-01 20:00,98
27-05-01 19:00,39
27-05-01 18:00,42
27-05-01 17:00,76
27-05-01 16:00,101
27-05-01 15:00,104
27-05-01 14:00,137
27-05-01 13:00,142
27-05-01 12:00,140
27-05-01 11:00,142
27-05-01 10:00,134
27-05-01 09:00,75
27-05-01 08:00,41
27-05-01 07:00,41
27-05-01 06:00,21
27-05-01 05:00,20
27-05-01 04:00,25
27-05-01 03:00,33
27-05-01 02:00,34
27-05-01 01:00,
27-05-01 00:00,21
26-05-01 23:00,25
26-05-01 22:00,24
26-05-01 21:00,34
26-05-01 20:00,55
26-05-01 19:00,104
26-05-01 18:00,119
26-05-01 17:00,118
26-05-01 16:00,116
26-05-01 15:00,120
26-05-01 14:00,119
26-05-01 13:00,108
26-05-01 12:00,103
26-05-01 11:00,94
26-05-01 10:00,83
26-05-01 09:00,48
26-05-01 08:00,31
26-05-01 07:00,29
26-05-01 06:00,11
26-05-01 05:00,4
26-05-01 04:00,4
26-05-01 03:00,9
26-05-01 02:00,
26-05-01 01:00,9
26-05-01 00:00,15
25-05-01 23:00,12
25-05-01 22:00,15
25-05-01 21:00,44
25-05-01 20:00,78
25-05-01 19:00,95
25-05-01 18:00,97
25-05-01 17:00,97
25-05-01 16:00,101
25-05-01 15:00,107
25-05-01 14:00,105
25-05-01 13:00,106
25-05-01 12:00,95
25-05-01 11:00,78
25-05-01 10:00,59
25-05-01 09:00,57
25-05-01 08:00,31
25-05-01 07:00,5
25-05-01 06:00,1
25-05-01 05:00,1
25-05-01 04:00,1
25-05-01 03:00,3
25-05-01 02:00,
25-05-01 01:00,17
25-05-01 00:00,17
24-05-01 23:00,20
24-05-01 22:00,24
24-05-01 21:00,63
24-05-01 20:00,120
24-05-01 19:00,135
24-05-01 18:00,142
24-05-01 17:00,135
24-05-01 16:00,125
24-05-01 15:00,123
24-05-01 14:00,116
24-05-01 13:00,119
24-05-01 12:00,120
24-05-01 11:00,116
24-05-01 10:00,96
24-05-01 09:00,64
24-05-01 08:00,34
24-05-01 07:00,24
24-05-01 06:00,8
24-05-01 05:00,4
24-05-01 04:00,2
24-05-01 03:00,
24-05-01 02:00,4
24-05-01 01:00,13
24-05-01 00:00,8
23-05-01 23:00,15
23-05-01 22:00,14
