Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-05-01,16
30-05-01,16
29-05-01,22
28-05-01,17
27-05-01,24
26-05-01,19
25-05-01,18
24-05-01,17
23-05-01,17
22-05-01,15
21-05-01,15
20-05-01,16
19-05-01,14
18-05-01,12
17-05-01,8
16-05-01,12
15-05-01,19
14-05-01,19
13-05-01,13
12-05-01,10
11-05-01,14
10-05-01,20
09-05-01,20
08-05-01,19
07-05-01,12
06-05-01,7
05-05-01,15
04-05-01,42
03-05-01,30
02-05-01,16
01-05-01,41

