Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2000-04-01,01:00,2.4,0.1,1,21,48,,,,1.6
2000-04-01,02:00,2.2,0.1,1,24,48,,,,1.2
2000-04-01,03:00,2.4,0.1,1,34,40,,,,1.6
2000-04-01,04:00,2.9,0.1,,,36,,,,1.0
2000-04-01,05:00,2.4,0.1,1,43,29,,,,1.3
2000-04-01,06:00,2.2,0.1,1,41,,,,,1.2
2000-04-01,07:00,,0.2,3,46,,,,,1.6
2000-04-01,08:00,,0.2,4,43,32,,,,2.0
2000-04-01,09:00,,0.3,4,31,48,,,,1.9
2000-04-01,10:00,,0.3,4,23,63,,,,
2000-04-01,11:00,,0.4,6,26,66,,,,1.8
2000-04-01,12:00,2.7,0.3,5,23,74,,,,1.3
2000-04-01,13:00,2.9,0.3,4,23,78,,,,1.5
2000-04-01,14:00,2.9,0.1,3,18,86,,,,1.2
2000-04-01,15:00,2.3,0.2,2,18,94,,,,1.0
2000-04-01,16:00,2.7,0.2,2,18,94,,,,1.1
2000-04-01,17:00,2.0,0.1,1,18,95,,,,1.1
2000-04-01,18:00,2.2,0.1,1,26,87,,,,1.1
2000-04-01,19:00,2.8,0.2,1,40,70,,,,2.0
2000-04-01,20:00,3.4,0.2,3,42,65,,,,3.1
2000-04-01,21:00,4.1,0.6,3,63,41,,,,2.6
2000-04-01,22:00,4.8,0.6,4,53,45,,,,3.1
2000-04-01,23:00,3.8,0.3,3,40,56,,,,2.1
2000-04-02,00:00,3.2,0.2,2,29,63,,,,
2000-04-02,01:00,2.3,0.1,1,27,64,,,,2.0
2000-04-02,02:00,2.3,0.1,1,22,65,,,,1.5
2000-04-02,03:00,2.3,0.2,1,41,44,,,,2.1
2000-04-02,04:00,2.9,0.2,,,44,,,,1.6
2000-04-02,05:00,1.7,0.1,1,22,64,,,,2.2
2000-04-02,06:00,1.7,,1,25,53,,,,2.3
2000-04-02,07:00,1.9,0.1,1,26,,,,,1.9
2000-04-02,08:00,2.6,0.1,2,17,59,,,,3.1
2000-04-02,09:00,2.6,0.1,2,18,73,,,,
2000-04-02,10:00,1.8,0.1,2,14,87,,,,4.1
2000-04-02,11:00,3.6,0.1,1,12,93,,,,2.0
2000-04-02,12:00,1.8,0.1,1,10,98,,,,2.1
2000-04-02,13:00,0.9,0.1,2,10,99,,,,1.2
2000-04-02,14:00,1.0,0.1,1,9,99,,,,1.1
2000-04-02,15:00,0.9,0.1,2,11,98,,,,1.0
2000-04-02,16:00,1.1,0.1,1,12,99,,,,1.2
2000-04-02,17:00,1.4,0.1,1,14,98,,,,1.5
2000-04-02,18:00,1.3,0.1,1,16,95,,,,1.6
2000-04-02,19:00,1.5,0.1,1,33,74,,,,11.5
2000-04-02,20:00,2.6,0.1,2,44,57,,,,33.9
2000-04-02,21:00,2.7,0.1,2,49,47,,,,19.7
2000-04-02,22:00,3.4,0.2,2,37,56,,,,6.8
2000-04-02,23:00,1.7,0.1,1,18,77,,,,4.6
2000-04-03,00:00,1.9,0.1,1,37,56,,,,
2000-04-03,01:00,2.7,0.2,1,44,50,,,,3.9
2000-04-03,02:00,2.2,0.1,1,38,53,,,,5.0
2000-04-03,03:00,1.8,0.1,,,67,,,,12.6
2000-04-03,04:00,1.7,0.1,1,31,70,,,,38.0
2000-04-03,05:00,2.0,0.2,1,35,69,,,,21.5
2000-04-03,06:00,2.9,0.3,7,62,,,,,39.4
2000-04-03,07:00,3.5,0.3,9,79,39,,,,63.5
2000-04-03,08:00,3.0,0.3,15,64,51,,,,19.3
2000-04-03,09:00,3.2,0.3,11,50,63,,,,
2000-04-03,10:00,2.9,0.3,12,47,73,,,,14.2
2000-04-03,11:00,2.2,0.2,8,36,84,,,,7.5
