Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-03-01,,,,,,,21,,
2000-03-01,01:00,0.9,,4,13,79,,,3.4
2000-03-01,02:00,0.8,0.1,2,11,77,,,3.5
2000-03-01,03:00,0.9,0.1,6,15,70,,,4.7
2000-03-01,04:00,1.4,0.1,3,14,66,,,4.7
2000-03-01,05:00,1.4,0.1,7,17,62,,,3.9
2000-03-01,06:00,1.8,0.2,16,22,58,,,3.9
2000-03-01,07:00,2.5,0.6,36,31,55,,,4.2
2000-03-01,08:00,4.0,0.5,62,47,43,,,
2000-03-01,09:00,4.2,0.4,59,47,42,,,7.1
2000-03-01,10:00,3.0,0.4,65,48,45,,,9.4
2000-03-01,11:00,3.1,0.4,71,48,46,,,12.1
2000-03-01,12:00,3.7,0.4,65,47,46,,,10.9
2000-03-01,13:00,3.2,0.3,62,38,48,,,5.8
2000-03-01,14:00,3.2,0.3,71,37,47,,,3.9
2000-03-01,15:00,3.2,0.9,67,37,48,,,3.8
2000-03-01,16:00,,1.5,87,47,,,,4.6
2000-03-01,17:00,,1.9,113,64,,,,6.0
2000-03-01,18:00,,1.7,97,67,18,,,6.3
2000-03-01,19:00,,1.2,,,25,,,6.1
2000-03-01,20:00,,0.7,58,44,28,,,5.2
2000-03-01,21:00,5.6,0.5,39,39,29,,,4.7
2000-03-01,22:00,4.5,1.0,63,46,18,,,5.2
2000-03-01,23:00,8.0,1.2,58,43,20,,,5.5
2000-03-02,,,,,,,24,,
2000-03-02,00:00,4.5,0.1,17,23,44,,,
2000-03-02,01:00,1.2,0.1,9,17,49,,,3.0
2000-03-02,02:00,0.9,0.1,3,12,55,,,1.7
2000-03-02,03:00,0.8,0.1,4,11,60,,,1.9
2000-03-02,04:00,0.7,0.1,11,12,63,,,1.9
2000-03-02,05:00,0.7,0.1,5,10,65,,,1.4
2000-03-02,06:00,1.0,0.1,14,14,63,,,1.1
2000-03-02,07:00,2.2,0.4,38,25,55,,,
2000-03-02,08:00,3.3,0.2,58,33,48,,,2.3
2000-03-02,09:00,2.4,0.2,60,30,54,,,2.2
2000-03-02,10:00,2.3,0.2,52,31,57,,,3.0
2000-03-02,11:00,2.8,0.2,51,28,62,,,1.7
2000-03-02,12:00,2.3,0.1,57,28,,,,2.2
2000-03-02,13:00,2.9,0.1,54,28,51,,,2.1
2000-03-02,14:00,2.5,0.2,72,34,,,,2.3
2000-03-02,15:00,3.6,0.2,53,27,60,,,2.3
2000-03-02,16:00,3.2,0.3,52,31,62,,,1.8
2000-03-02,17:00,4.4,0.4,55,34,57,,,1.7
