Datum Zeit,Brockau PM10_HVS
,µg/m³
31-08-18,
30-08-18,
29-08-18,
28-08-18,
27-08-18,
26-08-18,
25-08-18,
24-08-18,
23-08-18,
22-08-18,
21-08-18,
20-08-18,
19-08-18,14.84
18-08-18,14.86
17-08-18,14.83
16-08-18,11.62
15-08-18,11.84
14-08-18,6.43
13-08-18,9.86
12-08-18,7.51
11-08-18,7.29
10-08-18,5.95
09-08-18,19.84
08-08-18,17.54
07-08-18,12.53
06-08-18,9.91
05-08-18,10.20
04-08-18,22.39
03-08-18,22.92
02-08-18,27.34
01-08-18,58.99

