Datum Zeit,Plauen-Sued PM10_HVS
,µg/m³
31-08-18,
30-08-18,
29-08-18,
28-08-18,
27-08-18,
26-08-18,
25-08-18,
24-08-18,
23-08-18,
22-08-18,
21-08-18,
20-08-18,
19-08-18,15.90
18-08-18,18.27
17-08-18,15.47
16-08-18,13.99
15-08-18,14.86
14-08-18,7.72
13-08-18,12.63
12-08-18,9.06
11-08-18,8.78
10-08-18,10.35
09-08-18,18.52
08-08-18,18.03
07-08-18,14.52
06-08-18,11.69
05-08-18,11.61
04-08-18,20.34
03-08-18,22.04
02-08-18,19.75
01-08-18,21.89

