Datum Zeit,Dresden-Bergstraße O3
,µg/m³
01-09-18 00:00,
31-08-18 23:00,
31-08-18 22:00,
31-08-18 21:00,
31-08-18 20:00,
31-08-18 19:00,
31-08-18 18:00,
31-08-18 17:00,
31-08-18 16:00,
31-08-18 15:00,
31-08-18 14:00,
31-08-18 13:00,
31-08-18 12:00,
31-08-18 11:00,
31-08-18 10:00,
31-08-18 09:00,
31-08-18 08:00,
31-08-18 07:00,
31-08-18 06:00,
31-08-18 05:00,
31-08-18 04:00,
31-08-18 03:00,
31-08-18 02:00,
31-08-18 01:00,
31-08-18 00:00,
30-08-18 23:00,
30-08-18 22:00,
30-08-18 21:00,
30-08-18 20:00,
30-08-18 19:00,
30-08-18 18:00,
30-08-18 17:00,
30-08-18 16:00,
30-08-18 15:00,
30-08-18 14:00,
30-08-18 13:00,
30-08-18 12:00,
30-08-18 11:00,
30-08-18 10:00,
30-08-18 09:00,
30-08-18 08:00,
30-08-18 07:00,
30-08-18 06:00,
30-08-18 05:00,
30-08-18 04:00,
30-08-18 03:00,
30-08-18 02:00,
30-08-18 01:00,
30-08-18 00:00,
29-08-18 23:00,
29-08-18 22:00,
29-08-18 21:00,
29-08-18 20:00,
29-08-18 19:00,
29-08-18 18:00,
29-08-18 17:00,
29-08-18 16:00,
29-08-18 15:00,
29-08-18 14:00,
29-08-18 13:00,
29-08-18 12:00,
29-08-18 11:00,
29-08-18 10:00,60
29-08-18 09:00,43
29-08-18 08:00,32
29-08-18 07:00,33
29-08-18 06:00,36
29-08-18 05:00,41
29-08-18 04:00,44
29-08-18 03:00,40
29-08-18 02:00,47
29-08-18 01:00,45
29-08-18 00:00,23
28-08-18 23:00,14
28-08-18 22:00,20
28-08-18 21:00,13
28-08-18 20:00,7
28-08-18 19:00,45
28-08-18 18:00,52
28-08-18 17:00,53
28-08-18 16:00,59
28-08-18 15:00,50
28-08-18 14:00,
28-08-18 13:00,
28-08-18 12:00,
28-08-18 11:00,
28-08-18 10:00,
28-08-18 09:00,23
28-08-18 08:00,17
28-08-18 07:00,14
28-08-18 06:00,18
28-08-18 05:00,28
28-08-18 04:00,44
28-08-18 03:00,51
28-08-18 02:00,56
28-08-18 01:00,58
28-08-18 00:00,58
27-08-18 23:00,48
27-08-18 22:00,46
27-08-18 21:00,45
27-08-18 20:00,44
27-08-18 19:00,49
27-08-18 18:00,43
27-08-18 17:00,51
27-08-18 16:00,54
27-08-18 15:00,43
27-08-18 14:00,53
27-08-18 13:00,47
27-08-18 12:00,59
27-08-18 11:00,65
27-08-18 10:00,58
27-08-18 09:00,30
27-08-18 08:00,26
27-08-18 07:00,22
27-08-18 06:00,20
27-08-18 05:00,25
27-08-18 04:00,26
27-08-18 03:00,24
27-08-18 02:00,25
27-08-18 01:00,27
27-08-18 00:00,24
26-08-18 23:00,29
26-08-18 22:00,20
26-08-18 21:00,20
26-08-18 20:00,14
26-08-18 19:00,42
26-08-18 18:00,46
26-08-18 17:00,47
26-08-18 16:00,55
26-08-18 15:00,59
26-08-18 14:00,50
26-08-18 13:00,49
26-08-18 12:00,49
26-08-18 11:00,50
26-08-18 10:00,46
26-08-18 09:00,41
26-08-18 08:00,38
26-08-18 07:00,39
26-08-18 06:00,39
26-08-18 05:00,41
26-08-18 04:00,39
26-08-18 03:00,44
26-08-18 02:00,43
26-08-18 01:00,42
26-08-18 00:00,42
25-08-18 23:00,37
25-08-18 22:00,38
25-08-18 21:00,43
25-08-18 20:00,40
25-08-18 19:00,44
25-08-18 18:00,42
25-08-18 17:00,48
25-08-18 16:00,47
25-08-18 15:00,47
25-08-18 14:00,50
25-08-18 13:00,53
25-08-18 12:00,54
25-08-18 11:00,44
25-08-18 10:00,30
25-08-18 09:00,13
25-08-18 08:00,12
25-08-18 07:00,19
25-08-18 06:00,29
25-08-18 05:00,40
25-08-18 04:00,48
25-08-18 03:00,50
25-08-18 02:00,50
25-08-18 01:00,47
25-08-18 00:00,42
24-08-18 23:00,45
24-08-18 22:00,42
24-08-18 21:00,46
24-08-18 20:00,49
24-08-18 19:00,57
24-08-18 18:00,64
24-08-18 17:00,59
24-08-18 16:00,53
24-08-18 15:00,57
24-08-18 14:00,68
24-08-18 13:00,64
24-08-18 12:00,57
24-08-18 11:00,49
24-08-18 10:00,56
24-08-18 09:00,52
24-08-18 08:00,47
24-08-18 07:00,27
24-08-18 06:00,36
24-08-18 05:00,52
24-08-18 04:00,78
24-08-18 03:00,76
24-08-18 02:00,82
24-08-18 01:00,87
24-08-18 00:00,58
23-08-18 23:00,38
23-08-18 22:00,49
23-08-18 21:00,63
23-08-18 20:00,58
23-08-18 19:00,75
23-08-18 18:00,90
23-08-18 17:00,70
23-08-18 16:00,76
23-08-18 15:00,59
23-08-18 14:00,66
23-08-18 13:00,102
23-08-18 12:00,107
23-08-18 11:00,85
23-08-18 10:00,63
23-08-18 09:00,43
23-08-18 08:00,35
23-08-18 07:00,8
23-08-18 06:00,4
23-08-18 05:00,24
23-08-18 04:00,18
23-08-18 03:00,22
23-08-18 02:00,13
23-08-18 01:00,8
23-08-18 00:00,6
22-08-18 23:00,8
22-08-18 22:00,11
22-08-18 21:00,9
22-08-18 20:00,8
22-08-18 19:00,34
22-08-18 18:00,64
22-08-18 17:00,59
22-08-18 16:00,59
22-08-18 15:00,63
22-08-18 14:00,68
22-08-18 13:00,70
22-08-18 12:00,68
22-08-18 11:00,62
22-08-18 10:00,42
22-08-18 09:00,28
22-08-18 08:00,9
22-08-18 07:00,4
22-08-18 06:00,4
22-08-18 05:00,3
22-08-18 04:00,11
22-08-18 03:00,8
22-08-18 02:00,15
22-08-18 01:00,6
22-08-18 00:00,17
21-08-18 23:00,6
21-08-18 22:00,8
21-08-18 21:00,31
21-08-18 20:00,40
21-08-18 19:00,49
21-08-18 18:00,45
21-08-18 17:00,47
21-08-18 16:00,44
21-08-18 15:00,38
21-08-18 14:00,35
21-08-18 13:00,25
21-08-18 12:00,25
21-08-18 11:00,18
21-08-18 10:00,17
21-08-18 09:00,16
21-08-18 08:00,16
21-08-18 07:00,13
21-08-18 06:00,20
21-08-18 05:00,18
21-08-18 04:00,26
21-08-18 03:00,28
21-08-18 02:00,26
21-08-18 01:00,29
21-08-18 00:00,28
20-08-18 23:00,25
20-08-18 22:00,27
20-08-18 21:00,25
20-08-18 20:00,42
20-08-18 19:00,51
20-08-18 18:00,56
20-08-18 17:00,62
20-08-18 16:00,59
20-08-18 15:00,59
20-08-18 14:00,69
20-08-18 13:00,86
20-08-18 12:00,84
20-08-18 11:00,82
20-08-18 10:00,73
20-08-18 09:00,58
20-08-18 08:00,43
20-08-18 07:00,19
