Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-06-10,43
29-06-10,52
28-06-10,25
27-06-10,16
26-06-10,24
25-06-10,32
24-06-10,24
23-06-10,25
22-06-10,17
21-06-10,17
20-06-10,9
19-06-10,9
18-06-10,26
17-06-10,51
16-06-10,73
15-06-10,37
14-06-10,32
13-06-10,14
12-06-10,23
11-06-10,29
10-06-10,33
09-06-10,30
08-06-10,25
07-06-10,20
06-06-10,20
05-06-10,21
04-06-10,28
03-06-10,19
02-06-10,9
01-06-10,4

