Datum Zeit,Glauchau PM10
,µg/m³
30-06-10,29
29-06-10,23
28-06-10,21
27-06-10,17
26-06-10,21
25-06-10,28
24-06-10,22
23-06-10,20
22-06-10,16
21-06-10,18
20-06-10,10
19-06-10,12
18-06-10,25
17-06-10,19
16-06-10,19
15-06-10,20
14-06-10,16
13-06-10,13
12-06-10,16
11-06-10,18
10-06-10,20
09-06-10,14
08-06-10,17
07-06-10,16
06-06-10,18
05-06-10,20
04-06-10,21
03-06-10,17
02-06-10,9
01-06-10,6

