Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-06-10,26
29-06-10,21
28-06-10,15
27-06-10,13
26-06-10,16
25-06-10,22
24-06-10,17
23-06-10,14
22-06-10,11
21-06-10,12
20-06-10,8
19-06-10,9
18-06-10,19
17-06-10,14
16-06-10,13
15-06-10,15
14-06-10,15
13-06-10,12
12-06-10,13
11-06-10,18
10-06-10,
09-06-10,13
08-06-10,14
07-06-10,15
06-06-10,19
05-06-10,16
04-06-10,16
03-06-10,15
02-06-10,7
01-06-10,4

