Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-06-10,24.57
29-06-10,23.44
28-06-10,23.22
27-06-10,9.72
26-06-10,10.57
25-06-10,20.37
24-06-10,30.77
23-06-10,25.21
22-06-10,11.76
21-06-10,
20-06-10,5.36
19-06-10,6.25
18-06-10,16.27
17-06-10,11.53
16-06-10,12.37
15-06-10,14.44
14-06-10,12.34
13-06-10,6.82
12-06-10,12.56
11-06-10,29.29
10-06-10,20.65
09-06-10,15.27
08-06-10,18.39
07-06-10,30.86
06-06-10,22.33
05-06-10,15.79
04-06-10,12.93
03-06-10,9.76
02-06-10,8.18
01-06-10,6.44

