Datum Zeit,Leipzig-West PM10
,µg/m³
30-06-10,16
29-06-10,20
28-06-10,12
27-06-10,9
26-06-10,10
25-06-10,19
24-06-10,16
23-06-10,14
22-06-10,6
21-06-10,9
20-06-10,6
19-06-10,6
18-06-10,14
17-06-10,14
16-06-10,12
15-06-10,13
14-06-10,12
13-06-10,8
12-06-10,10
11-06-10,15
10-06-10,20
09-06-10,14
08-06-10,15
07-06-10,11
06-06-10,18
05-06-10,17
04-06-10,12
03-06-10,10
02-06-10,8
01-06-10,5

