Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-06-10,19.69
29-06-10,11.31
28-06-10,9.09
27-06-10,9.33
26-06-10,11.16
25-06-10,12.03
24-06-10,9.11
23-06-10,6.96
22-06-10,5.25
21-06-10,3.99
20-06-10,4.55
19-06-10,3.72
18-06-10,9.79
17-06-10,8.05
16-06-10,5.66
15-06-10,10.80
14-06-10,8.47
13-06-10,6.00
12-06-10,6.83
11-06-10,11.28
10-06-10,17.42
09-06-10,11.26
08-06-10,10.30
07-06-10,9.62
06-06-10,22.27
05-06-10,13.47
04-06-10,7.04
03-06-10,7.69
02-06-10,4.93
01-06-10,1.94

