Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-06-10,22.22
29-06-10,19.46
28-06-10,13.63
27-06-10,11.01
26-06-10,15.23
25-06-10,19.82
24-06-10,17.49
23-06-10,13.78
22-06-10,10.14
21-06-10,9.68
20-06-10,7.94
19-06-10,6.69
18-06-10,18.90
17-06-10,12.87
16-06-10,11.05
15-06-10,13.15
14-06-10,15.20
13-06-10,8.96
12-06-10,11.88
11-06-10,19.73
10-06-10,25.74
09-06-10,17.09
08-06-10,17.12
07-06-10,14.08
06-06-10,16.40
05-06-10,15.42
04-06-10,12.17
03-06-10,13.82
02-06-10,7.80
01-06-10,4.66

