Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-06-10,24
29-06-10,19
28-06-10,13
27-06-10,12
26-06-10,16
25-06-10,18
24-06-10,16
23-06-10,12
22-06-10,8
21-06-10,9
20-06-10,8
19-06-10,8
18-06-10,18
17-06-10,14
16-06-10,14
15-06-10,16
14-06-10,14
13-06-10,10
12-06-10,12
11-06-10,21
10-06-10,28
09-06-10,18
08-06-10,23
07-06-10,14
06-06-10,32
05-06-10,17
04-06-10,14
03-06-10,11
02-06-10,7
01-06-10,3

