Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-06-10,
29-06-10,19.41
28-06-10,14.55
27-06-10,11.85
26-06-10,13.08
25-06-10,22.06
24-06-10,15.36
23-06-10,11.17
22-06-10,9.51
21-06-10,8.15
20-06-10,6.25
19-06-10,7.07
18-06-10,14.39
17-06-10,8.50
16-06-10,7.71
15-06-10,12.20
14-06-10,9.73
13-06-10,8.42
12-06-10,11.23
11-06-10,19.18
10-06-10,20.81
09-06-10,11.74
08-06-10,14.35
07-06-10,13.33
06-06-10,17.27
05-06-10,11.63
04-06-10,11.57
03-06-10,14.89
02-06-10,6.79
01-06-10,5.61

