Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-06-10,18.57
29-06-10,16.31
28-06-10,10.51
27-06-10,9.45
26-06-10,14.67
25-06-10,15.49
24-06-10,12.95
23-06-10,9.30
22-06-10,7.24
21-06-10,7.20
20-06-10,8.02
19-06-10,6.70
18-06-10,12.05
17-06-10,7.50
16-06-10,5.39
15-06-10,9.91
14-06-10,9.45
13-06-10,6.62
12-06-10,9.08
11-06-10,14.63
10-06-10,19.69
09-06-10,11.65
08-06-10,12.07
07-06-10,10.07
06-06-10,15.78
05-06-10,12.56
04-06-10,11.12
03-06-10,13.18
02-06-10,6.80
01-06-10,4.60

