Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2005-08-01,,,,,,,23,,16.07,
2005-08-01,01:00,,,10,53,,,,,
2005-08-01,02:00,,,6,49,,,,,
2005-08-01,03:00,,,16,50,,,,,
2005-08-01,04:00,,,44,56,,,,,
2005-08-01,05:00,,,140,71,,,,,
2005-08-01,06:00,,,164,81,,,,,
2005-08-01,07:00,,,110,77,,,,,
2005-08-01,08:00,,,139,86,,,,,
2005-08-01,09:00,,,97,81,,,,,
2005-08-01,14:00,,,51,90,,,,,
2005-08-01,15:00,,,41,91,,,,,
2005-08-01,16:00,,,30,90,,,,,
2005-08-01,17:00,,,37,93,,,,,
2005-08-01,18:00,,,35,88,,,,,
2005-08-01,19:00,,,20,74,,,,,
2005-08-01,20:00,,,27,79,,,,,
2005-08-01,21:00,,,41,79,,,,,
2005-08-01,22:00,,,38,79,,,,,
2005-08-01,23:00,,,29,69,,,,,
2005-08-02,,,,,,,128,,,
2005-08-02,00:00,,,9,56,,,,,
2005-08-02,01:00,,,7,51,,,,,
2005-08-02,02:00,,,2,34,,,,,
2005-08-02,03:00,,,6,36,,,,,
2005-08-02,04:00,,,29,39,,,,,
2005-08-02,05:00,,,83,42,,,,,
2005-08-02,06:00,,,95,43,,,,,
2005-08-02,07:00,,,138,58,,,,,
2005-08-02,08:00,,,105,65,,,,,
2005-08-02,09:00,,,96,67,,,,,
2005-08-02,10:00,,,85,73,,,,,
2005-08-02,11:00,,,82,79,,,,,
2005-08-02,12:00,,,32,64,,,,,
2005-08-02,13:00,,,53,75,,,,,
2005-08-02,14:00,,,18,59,,,,,
2005-08-02,15:00,,,19,65,,,,,
2005-08-02,16:00,,,17,73,,,,,
2005-08-02,17:00,,,31,84,,,,,
2005-08-02,18:00,,,21,82,,,,,
2005-08-02,19:00,,,51,82,,,,,
2005-08-02,20:00,,,37,71,,,,,
2005-08-02,21:00,,,15,47,,,,,
2005-08-02,22:00,,,5,38,,,,,
2005-08-02,23:00,,,1,24,,,,,
2005-08-03,,,,,,,22,,10.35,
2005-08-03,00:00,,,1,20,,,,,
2005-08-03,01:00,,,1,20,,,,,
2005-08-03,02:00,,,1,17,,,,,
2005-08-03,03:00,,,1,18,,,,,
2005-08-03,04:00,,,12,33,,,,,
2005-08-03,05:00,,,33,49,,,,,
2005-08-03,06:00,,,92,68,,,,,
2005-08-03,07:00,,,50,63,,,,,
2005-08-03,08:00,,,34,58,,,,,
2005-08-03,09:00,,,26,55,,,,,
2005-08-03,10:00,,,37,63,,,,,
2005-08-03,11:00,,,43,63,,,,,
2005-08-03,12:00,,,57,62,,,,,
2005-08-03,13:00,,,49,64,,,,,
2005-08-03,14:00,,,80,80,,,,,
2005-08-03,15:00,,,67,79,,,,,
2005-08-03,16:00,,,86,88,,,,,
2005-08-03,17:00,,,97,88,,,,,
2005-08-03,18:00,,,92,89,,,,,
2005-08-03,19:00,,,90,94,,,,,
2005-08-03,20:00,,,74,81,,,,,
2005-08-03,21:00,,,58,79,,,,,
2005-08-03,22:00,,,26,59,,,,,
2005-08-03,23:00,,,19,45,,,,,
2005-08-04,,,,,,,32,,,
2005-08-04,00:00,,,17,38,,,,,
2005-08-04,01:00,,,11,33,,,,,
2005-08-04,02:00,,,15,34,,,,,
2005-08-04,03:00,,,22,40,,,,,
2005-08-04,04:00,,,30,45,,,,,
2005-08-04,05:00,,,54,57,,,,,
2005-08-04,06:00,,,95,71,,,,,
2005-08-04,07:00,,,103,65,,,,,
2005-08-04,08:00,,,152,74,,,,,
2005-08-04,09:00,,,176,85,,,,,
2005-08-04,10:00,,,181,90,,,,,
2005-08-04,11:00,,,145,84,,,,,
2005-08-04,12:00,,,134,86,,,,,
2005-08-04,13:00,,,136,91,,,,,
2005-08-04,14:00,,,141,101,,,,,
2005-08-04,15:00,,,158,100,,,,,
2005-08-04,16:00,,,186,104,,,,,
2005-08-04,17:00,,,147,98,,,,,
2005-08-04,18:00,,,148,106,,,,,
2005-08-04,19:00,,,91,90,,,,,
2005-08-04,20:00,,,88,83,,,,,
2005-08-04,21:00,,,54,73,,,,,
2005-08-04,22:00,,,48,64,,,,,
2005-08-04,23:00,,,42,60,,,,,
2005-08-05,,,,,,,41,,23.43,
2005-08-05,00:00,,,33,51,,,,,
2005-08-05,01:00,,,20,43,,,,,
2005-08-05,02:00,,,29,42,,,,,
2005-08-05,03:00,,,22,41,,,,,
