Datum Zeit,Freiberg PM10
,µg/m³
31-08-04,12
30-08-04,11
29-08-04,9
28-08-04,11
27-08-04,16
26-08-04,11
25-08-04,13
24-08-04,14
23-08-04,15
22-08-04,11
21-08-04,9
20-08-04,13
19-08-04,15
18-08-04,16
17-08-04,16
16-08-04,17
15-08-04,14
14-08-04,11
13-08-04,11
12-08-04,40
11-08-04,31
10-08-04,28
09-08-04,29
08-08-04,25
07-08-04,23
06-08-04,24
05-08-04,28
04-08-04,22
03-08-04,21
02-08-04,20
01-08-04,21

