Datum Zeit,Carlsfeld O3
,µg/m³
01-09-04 00:00,55
31-08-04 23:00,56
31-08-04 22:00,59
31-08-04 21:00,61
31-08-04 20:00,63
31-08-04 19:00,65
31-08-04 18:00,69
31-08-04 17:00,68
31-08-04 16:00,71
31-08-04 15:00,70
31-08-04 14:00,70
31-08-04 13:00,69
31-08-04 12:00,67
31-08-04 11:00,64
31-08-04 10:00,63
31-08-04 09:00,60
31-08-04 08:00,56
31-08-04 07:00,53
31-08-04 06:00,57
31-08-04 05:00,57
31-08-04 04:00,58
31-08-04 03:00,56
31-08-04 02:00,59
31-08-04 01:00,61
31-08-04 00:00,60
30-08-04 23:00,60
30-08-04 22:00,61
30-08-04 21:00,62
30-08-04 20:00,68
30-08-04 19:00,72
30-08-04 18:00,74
30-08-04 17:00,72
30-08-04 16:00,67
30-08-04 15:00,65
30-08-04 14:00,72
30-08-04 13:00,68
30-08-04 12:00,58
30-08-04 11:00,48
30-08-04 10:00,46
30-08-04 09:00,49
30-08-04 08:00,49
30-08-04 07:00,51
30-08-04 06:00,53
30-08-04 05:00,57
30-08-04 04:00,54
30-08-04 03:00,53
30-08-04 02:00,54
30-08-04 01:00,54
30-08-04 00:00,54
29-08-04 23:00,63
29-08-04 22:00,62
29-08-04 21:00,61
29-08-04 20:00,63
29-08-04 19:00,64
29-08-04 18:00,74
29-08-04 17:00,74
29-08-04 16:00,73
29-08-04 15:00,74
29-08-04 14:00,68
29-08-04 13:00,67
29-08-04 12:00,60
29-08-04 11:00,57
29-08-04 10:00,56
29-08-04 09:00,57
29-08-04 08:00,52
29-08-04 07:00,49
29-08-04 06:00,48
29-08-04 05:00,49
29-08-04 04:00,52
29-08-04 03:00,51
29-08-04 02:00,54
29-08-04 01:00,56
29-08-04 00:00,58
28-08-04 23:00,55
28-08-04 22:00,54
28-08-04 21:00,60
28-08-04 20:00,62
28-08-04 19:00,64
28-08-04 18:00,67
28-08-04 17:00,70
28-08-04 16:00,68
28-08-04 15:00,69
28-08-04 14:00,71
28-08-04 13:00,62
28-08-04 12:00,59
28-08-04 11:00,56
28-08-04 10:00,52
28-08-04 09:00,56
28-08-04 08:00,57
28-08-04 07:00,58
28-08-04 06:00,60
28-08-04 05:00,60
28-08-04 04:00,65
28-08-04 03:00,71
28-08-04 02:00,72
28-08-04 01:00,73
28-08-04 00:00,74
27-08-04 23:00,71
27-08-04 22:00,71
27-08-04 21:00,72
27-08-04 20:00,75
27-08-04 19:00,78
27-08-04 18:00,81
27-08-04 17:00,85
27-08-04 16:00,83
27-08-04 15:00,84
27-08-04 14:00,84
27-08-04 13:00,87
27-08-04 12:00,85
27-08-04 11:00,75
27-08-04 10:00,68
27-08-04 09:00,66
27-08-04 08:00,61
27-08-04 07:00,57
27-08-04 06:00,60
27-08-04 05:00,65
27-08-04 04:00,68
27-08-04 03:00,70
27-08-04 02:00,69
27-08-04 01:00,73
27-08-04 00:00,76
26-08-04 23:00,79
26-08-04 22:00,83
26-08-04 21:00,86
26-08-04 20:00,87
26-08-04 19:00,85
26-08-04 18:00,71
26-08-04 17:00,77
26-08-04 16:00,75
26-08-04 15:00,69
26-08-04 14:00,79
26-08-04 13:00,80
26-08-04 12:00,79
26-08-04 11:00,75
26-08-04 10:00,67
26-08-04 09:00,63
26-08-04 08:00,57
26-08-04 07:00,57
26-08-04 06:00,57
26-08-04 05:00,60
26-08-04 04:00,60
26-08-04 03:00,59
26-08-04 02:00,62
26-08-04 01:00,66
26-08-04 00:00,68
25-08-04 23:00,71
25-08-04 22:00,74
25-08-04 21:00,79
25-08-04 20:00,82
25-08-04 19:00,81
25-08-04 18:00,80
25-08-04 17:00,87
25-08-04 16:00,87
25-08-04 15:00,78
25-08-04 14:00,79
25-08-04 13:00,76
25-08-04 12:00,72
25-08-04 11:00,78
