Datum Zeit,Schwartenberg PM10
,µg/m³
31-08-04,7
30-08-04,7
29-08-04,6
28-08-04,7
27-08-04,9
26-08-04,7
25-08-04,9
24-08-04,10
23-08-04,13
22-08-04,8
21-08-04,5
20-08-04,7
19-08-04,7
18-08-04,11
17-08-04,12
16-08-04,14
15-08-04,10
14-08-04,7
13-08-04,4
12-08-04,33
11-08-04,27
10-08-04,21
09-08-04,24
08-08-04,25
07-08-04,20
06-08-04,23
05-08-04,20
04-08-04,18
03-08-04,15
02-08-04,15
01-08-04,22

