Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-08-04,
30-08-04,3.97
29-08-04,
28-08-04,4.06
27-08-04,
26-08-04,4.61
25-08-04,
24-08-04,6.14
23-08-04,
22-08-04,2.29
21-08-04,
20-08-04,3.69
19-08-04,
18-08-04,6.25
17-08-04,
16-08-04,9.13
15-08-04,
14-08-04,5.10
13-08-04,
12-08-04,19.61
11-08-04,
10-08-04,11.78
09-08-04,
08-08-04,15.69
07-08-04,
06-08-04,12.96
05-08-04,
04-08-04,11.35
03-08-04,
02-08-04,9.01
01-08-04,

