Datum Zeit,Plauen-Sued PM10
,µg/m³
30-06-14,11
29-06-14,8
28-06-14,10
27-06-14,12
26-06-14,15
25-06-14,9
24-06-14,9
23-06-14,8
22-06-14,7
21-06-14,6
20-06-14,6
19-06-14,10
18-06-14,17
17-06-14,16
16-06-14,12
15-06-14,10
14-06-14,9
13-06-14,11
12-06-14,19
11-06-14,25
10-06-14,31
09-06-14,22
08-06-14,23
07-06-14,14
06-06-14,12
05-06-14,8
04-06-14,14
03-06-14,15
02-06-14,18
01-06-14,13

