Datum Zeit,Goerlitz PM10
,µg/m³
30-06-14,13
29-06-14,11
28-06-14,17
27-06-14,17
26-06-14,14
25-06-14,11
24-06-14,12
23-06-14,15
22-06-14,7
21-06-14,9
20-06-14,12
19-06-14,15
18-06-14,15
17-06-14,15
16-06-14,14
15-06-14,7
14-06-14,9
13-06-14,13
12-06-14,15
11-06-14,25
10-06-14,24
09-06-14,18
08-06-14,17
07-06-14,16
06-06-14,13
05-06-14,14
04-06-14,14
03-06-14,13
02-06-14,15
01-06-14,17

