Datum Zeit,Klingenthal PM10
,µg/m³
30-06-13,11
29-06-13,8
28-06-13,10
27-06-13,10
26-06-13,8
25-06-13,8
24-06-13,7
23-06-13,8
22-06-13,8
21-06-13,6
20-06-13,24
19-06-13,26
18-06-13,20
17-06-13,14
16-06-13,9
15-06-13,10
14-06-13,8
13-06-13,15
12-06-13,12
11-06-13,13
10-06-13,11
09-06-13,13
08-06-13,14
07-06-13,14
06-06-13,12
05-06-13,11
04-06-13,16
03-06-13,9
02-06-13,3
01-06-13,9

