Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-06-13,12
29-06-13,8
28-06-13,13
27-06-13,10
26-06-13,7
25-06-13,7
24-06-13,9
23-06-13,8
22-06-13,9
21-06-13,8
20-06-13,31
19-06-13,30
18-06-13,28
17-06-13,17
16-06-13,9
15-06-13,12
14-06-13,10
13-06-13,15
12-06-13,17
11-06-13,11
10-06-13,13
09-06-13,18
08-06-13,20
07-06-13,19
06-06-13,16
05-06-13,9
04-06-13,16
03-06-13,9
02-06-13,4
01-06-13,12

