Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-06-13,6.42
29-06-13,7.49
28-06-13,13.71
27-06-13,12.02
26-06-13,5.90
25-06-13,5.88
24-06-13,9.23
23-06-13,6.72
22-06-13,8.94
21-06-13,8.74
20-06-13,27.77
19-06-13,25.84
18-06-13,25.85
17-06-13,14.24
16-06-13,6.75
15-06-13,9.69
14-06-13,8.78
13-06-13,12.97
12-06-13,13.72
11-06-13,9.58
10-06-13,13.14
09-06-13,15.52
08-06-13,19.70
07-06-13,20.47
06-06-13,13.66
05-06-13,8.20
04-06-13,12.73
03-06-13,7.80
02-06-13,3.60
01-06-13,12.01

