Datum Zeit,Leipzig-West PM10
,µg/m³
30-06-13,13
29-06-13,10
28-06-13,10
27-06-13,12
26-06-13,8
25-06-13,10
24-06-13,9
23-06-13,8
22-06-13,8
21-06-13,9
20-06-13,35
19-06-13,31
18-06-13,31
17-06-13,13
16-06-13,8
15-06-13,11
14-06-13,9
13-06-13,15
12-06-13,19
11-06-13,16
10-06-13,12
09-06-13,18
08-06-13,19
07-06-13,18
06-06-13,17
05-06-13,8
04-06-13,21
03-06-13,12
02-06-13,12
01-06-13,16

