Datum Zeit,Brockau PM10
,µg/m³
30-06-13,11
29-06-13,8
28-06-13,10
27-06-13,13
26-06-13,7
25-06-13,8
24-06-13,6
23-06-13,7
22-06-13,8
21-06-13,7
20-06-13,28
19-06-13,33
18-06-13,30
17-06-13,17
16-06-13,8
15-06-13,10
14-06-13,7
13-06-13,16
12-06-13,18
11-06-13,13
10-06-13,14
09-06-13,13
08-06-13,16
07-06-13,16
06-06-13,13
05-06-13,9
04-06-13,16
03-06-13,11
02-06-13,7
01-06-13,25

