Datum Zeit,Schwartenberg PM10
,µg/m³
30-06-13,8
29-06-13,6
28-06-13,12
27-06-13,11
26-06-13,4
25-06-13,3
24-06-13,7
23-06-13,6
22-06-13,7
21-06-13,6
20-06-13,32
19-06-13,33
18-06-13,25
17-06-13,15
16-06-13,8
15-06-13,11
14-06-13,8
13-06-13,15
12-06-13,14
11-06-13,9
10-06-13,8
09-06-13,11
08-06-13,14
07-06-13,15
06-06-13,10
05-06-13,7
04-06-13,7
03-06-13,8
02-06-13,1
01-06-13,4

