Datum Zeit,Schwartenberg PM10
,µg/m³
31-05-07,20
30-05-07,9
29-05-07,7
28-05-07,10
27-05-07,20
26-05-07,24
25-05-07,26
24-05-07,25
23-05-07,17
22-05-07,17
21-05-07,29
20-05-07,18
19-05-07,22
18-05-07,10
17-05-07,6
16-05-07,8
15-05-07,7
14-05-07,17
13-05-07,13
12-05-07,10
11-05-07,19
10-05-07,12
09-05-07,8
08-05-07,4
07-05-07,14
06-05-07,23
05-05-07,23
04-05-07,22
03-05-07,18
02-05-07,13
01-05-07,11

