Datum Zeit,Dresden-Nord PM10
,µg/m³
31-05-07,24
30-05-07,17
29-05-07,18
28-05-07,18
27-05-07,25
26-05-07,27
25-05-07,36
24-05-07,28
23-05-07,24
22-05-07,30
21-05-07,35
20-05-07,22
19-05-07,20
18-05-07,17
17-05-07,14
16-05-07,17
15-05-07,17
14-05-07,21
13-05-07,18
12-05-07,16
11-05-07,35
10-05-07,25
09-05-07,18
08-05-07,13
07-05-07,33
06-05-07,27
05-05-07,32
04-05-07,29
03-05-07,28
02-05-07,18
01-05-07,18

