Datum Zeit,Zittau-Ost PM10
,µg/m³
31-05-07,17
30-05-07,10
29-05-07,9
28-05-07,16
27-05-07,20
26-05-07,19
25-05-07,29
24-05-07,20
23-05-07,16
22-05-07,22
21-05-07,22
20-05-07,26
19-05-07,18
18-05-07,12
17-05-07,9
16-05-07,13
15-05-07,9
14-05-07,20
13-05-07,12
12-05-07,9
11-05-07,18
10-05-07,14
09-05-07,12
08-05-07,6
07-05-07,20
06-05-07,23
05-05-07,32
04-05-07,33
03-05-07,23
02-05-07,17
01-05-07,16

