Datum Zeit,Carlsfeld O3
,µg/m³
01-06-07 00:00,99
31-05-07 23:00,90
31-05-07 22:00,91
31-05-07 21:00,94
31-05-07 20:00,102
31-05-07 19:00,113
31-05-07 18:00,115
31-05-07 17:00,118
31-05-07 16:00,119
31-05-07 15:00,111
31-05-07 14:00,102
31-05-07 13:00,105
31-05-07 12:00,104
31-05-07 11:00,103
31-05-07 10:00,104
31-05-07 09:00,106
31-05-07 08:00,105
31-05-07 07:00,72
31-05-07 06:00,54
31-05-07 05:00,62
31-05-07 04:00,69
31-05-07 03:00,72
31-05-07 02:00,74
31-05-07 01:00,71
31-05-07 00:00,70
30-05-07 23:00,66
30-05-07 22:00,54
30-05-07 21:00,52
30-05-07 20:00,65
30-05-07 19:00,93
30-05-07 18:00,97
30-05-07 17:00,99
30-05-07 16:00,97
30-05-07 15:00,95
30-05-07 14:00,89
30-05-07 13:00,81
30-05-07 12:00,78
30-05-07 11:00,74
30-05-07 10:00,73
30-05-07 09:00,70
30-05-07 08:00,65
30-05-07 07:00,67
30-05-07 06:00,68
30-05-07 05:00,70
30-05-07 04:00,75
30-05-07 03:00,77
30-05-07 02:00,69
30-05-07 01:00,68
30-05-07 00:00,69
29-05-07 23:00,60
29-05-07 22:00,52
29-05-07 21:00,50
29-05-07 20:00,54
29-05-07 19:00,51
29-05-07 18:00,58
29-05-07 17:00,69
29-05-07 16:00,69
29-05-07 15:00,63
29-05-07 14:00,55
29-05-07 13:00,55
29-05-07 12:00,67
29-05-07 11:00,73
29-05-07 10:00,72
29-05-07 09:00,37
29-05-07 08:00,36
29-05-07 07:00,39
29-05-07 06:00,42
29-05-07 05:00,45
29-05-07 04:00,47
29-05-07 03:00,50
29-05-07 02:00,49
29-05-07 01:00,43
29-05-07 00:00,44
28-05-07 23:00,47
28-05-07 22:00,53
28-05-07 21:00,57
28-05-07 20:00,62
28-05-07 19:00,64
28-05-07 18:00,73
28-05-07 17:00,72
28-05-07 16:00,78
28-05-07 15:00,80
28-05-07 14:00,75
28-05-07 13:00,74
28-05-07 12:00,75
28-05-07 11:00,76
28-05-07 10:00,79
28-05-07 09:00,82
28-05-07 08:00,85
28-05-07 07:00,66
28-05-07 06:00,68
28-05-07 05:00,73
28-05-07 04:00,71
28-05-07 03:00,74
28-05-07 02:00,80
28-05-07 01:00,72
28-05-07 00:00,62
27-05-07 23:00,60
27-05-07 22:00,61
27-05-07 21:00,75
27-05-07 20:00,86
27-05-07 19:00,94
27-05-07 18:00,97
27-05-07 17:00,110
27-05-07 16:00,112
27-05-07 15:00,110
27-05-07 14:00,102
27-05-07 13:00,92
27-05-07 12:00,85
27-05-07 11:00,95
27-05-07 10:00,100
27-05-07 09:00,101
27-05-07 08:00,95
27-05-07 07:00,93
27-05-07 06:00,100
27-05-07 05:00,107
27-05-07 04:00,107
27-05-07 03:00,106
27-05-07 02:00,98
27-05-07 01:00,93
27-05-07 00:00,92
26-05-07 23:00,90
26-05-07 22:00,93
26-05-07 21:00,100
26-05-07 20:00,108
26-05-07 19:00,101
26-05-07 18:00,102
26-05-07 17:00,103
26-05-07 16:00,109
26-05-07 15:00,93
26-05-07 14:00,114
26-05-07 13:00,125
26-05-07 12:00,120
26-05-07 11:00,119
26-05-07 10:00,117
26-05-07 09:00,110
26-05-07 08:00,107
26-05-07 07:00,108
26-05-07 06:00,104
26-05-07 05:00,106
26-05-07 04:00,110
26-05-07 03:00,111
26-05-07 02:00,101
26-05-07 01:00,76
26-05-07 00:00,87
25-05-07 23:00,103
25-05-07 22:00,109
25-05-07 21:00,111
25-05-07 20:00,97
25-05-07 19:00,112
25-05-07 18:00,123
25-05-07 17:00,125
25-05-07 16:00,106
25-05-07 15:00,88
25-05-07 14:00,136
25-05-07 13:00,134
25-05-07 12:00,134
25-05-07 11:00,136
25-05-07 10:00,132
25-05-07 09:00,125
25-05-07 08:00,120
25-05-07 07:00,114
25-05-07 06:00,118
25-05-07 05:00,119
25-05-07 04:00,120
25-05-07 03:00,121
25-05-07 02:00,126
25-05-07 01:00,132
25-05-07 00:00,137
24-05-07 23:00,136
24-05-07 22:00,132
24-05-07 21:00,133
24-05-07 20:00,138
24-05-07 19:00,134
24-05-07 18:00,128
24-05-07 17:00,125
24-05-07 16:00,121
24-05-07 15:00,118
24-05-07 14:00,119
24-05-07 13:00,119
24-05-07 12:00,117
24-05-07 11:00,116
24-05-07 10:00,116
24-05-07 09:00,112
24-05-07 08:00,103
24-05-07 07:00,94
24-05-07 06:00,88
24-05-07 05:00,89
24-05-07 04:00,82
24-05-07 03:00,78
24-05-07 02:00,83
24-05-07 01:00,82
24-05-07 00:00,72
23-05-07 23:00,64
23-05-07 22:00,67
23-05-07 21:00,97
23-05-07 20:00,108
23-05-07 19:00,114
23-05-07 18:00,115
23-05-07 17:00,122
23-05-07 16:00,128
23-05-07 15:00,119
23-05-07 14:00,115
23-05-07 13:00,111
23-05-07 12:00,104
23-05-07 11:00,104
23-05-07 10:00,99
23-05-07 09:00,88
23-05-07 08:00,83
23-05-07 07:00,69
23-05-07 06:00,47
23-05-07 05:00,42
23-05-07 04:00,51
23-05-07 03:00,67
23-05-07 02:00,80
23-05-07 01:00,83
23-05-07 00:00,90
22-05-07 23:00,87
22-05-07 22:00,63
22-05-07 21:00,82
22-05-07 20:00,84
22-05-07 19:00,83
22-05-07 18:00,109
22-05-07 17:00,97
22-05-07 16:00,80
22-05-07 15:00,69
22-05-07 14:00,99
22-05-07 13:00,138
22-05-07 12:00,139
22-05-07 11:00,136
22-05-07 10:00,131
22-05-07 09:00,90
22-05-07 08:00,82
22-05-07 07:00,81
22-05-07 06:00,65
22-05-07 05:00,74
22-05-07 04:00,75
22-05-07 03:00,71
22-05-07 02:00,84
22-05-07 01:00,84
22-05-07 00:00,123
21-05-07 23:00,116
21-05-07 22:00,98
21-05-07 21:00,85
21-05-07 20:00,53
21-05-07 19:00,84
21-05-07 18:00,98
21-05-07 17:00,103
21-05-07 16:00,122
21-05-07 15:00,124
21-05-07 14:00,118
21-05-07 13:00,114
21-05-07 12:00,108
21-05-07 11:00,109
21-05-07 10:00,109
21-05-07 09:00,103
21-05-07 08:00,99
21-05-07 07:00,97
21-05-07 06:00,98
21-05-07 05:00,103
21-05-07 04:00,108
21-05-07 03:00,111
21-05-07 02:00,112
21-05-07 01:00,112
21-05-07 00:00,115
20-05-07 23:00,125
20-05-07 22:00,131
20-05-07 21:00,128
20-05-07 20:00,140
20-05-07 19:00,153
20-05-07 18:00,148
20-05-07 17:00,141
20-05-07 16:00,138
20-05-07 15:00,133
20-05-07 14:00,134
20-05-07 13:00,134
20-05-07 12:00,131
20-05-07 11:00,120
20-05-07 10:00,117
20-05-07 09:00,109
20-05-07 08:00,115
20-05-07 07:00,104
20-05-07 06:00,73
20-05-07 05:00,83
20-05-07 04:00,92
20-05-07 03:00,108
20-05-07 02:00,112
20-05-07 01:00,110
20-05-07 00:00,94
19-05-07 23:00,72
19-05-07 22:00,93
19-05-07 21:00,84
19-05-07 20:00,110
19-05-07 19:00,118
19-05-07 18:00,119
19-05-07 17:00,118
19-05-07 16:00,116
19-05-07 15:00,117
19-05-07 14:00,117
19-05-07 13:00,110
19-05-07 12:00,106
19-05-07 11:00,107
19-05-07 10:00,108
19-05-07 09:00,100
19-05-07 08:00,95
19-05-07 07:00,95
19-05-07 06:00,94
19-05-07 05:00,86
19-05-07 04:00,86
19-05-07 03:00,86
19-05-07 02:00,71
19-05-07 01:00,74
19-05-07 00:00,63
18-05-07 23:00,60
18-05-07 22:00,50
18-05-07 21:00,67
18-05-07 20:00,92
18-05-07 19:00,103
18-05-07 18:00,105
18-05-07 17:00,109
18-05-07 16:00,109
18-05-07 15:00,110
18-05-07 14:00,110
18-05-07 13:00,105
18-05-07 12:00,100
18-05-07 11:00,94
18-05-07 10:00,93
18-05-07 09:00,93
18-05-07 08:00,85
18-05-07 07:00,77
18-05-07 06:00,68
18-05-07 05:00,52
18-05-07 04:00,50
18-05-07 03:00,47
18-05-07 02:00,56
18-05-07 01:00,61
18-05-07 00:00,58
17-05-07 23:00,68
17-05-07 22:00,66
17-05-07 21:00,72
17-05-07 20:00,79
17-05-07 19:00,84
17-05-07 18:00,89
17-05-07 17:00,84
17-05-07 16:00,84
17-05-07 15:00,83
17-05-07 14:00,80
17-05-07 13:00,83
17-05-07 12:00,87
17-05-07 11:00,85
17-05-07 10:00,84
17-05-07 09:00,83
17-05-07 08:00,84
17-05-07 07:00,82
17-05-07 06:00,82
17-05-07 05:00,81
17-05-07 04:00,80
17-05-07 03:00,83
17-05-07 02:00,92
17-05-07 01:00,93
17-05-07 00:00,73
16-05-07 23:00,75
16-05-07 22:00,79
16-05-07 21:00,79
16-05-07 20:00,86
16-05-07 19:00,94
16-05-07 18:00,92
16-05-07 17:00,93
16-05-07 16:00,98
16-05-07 15:00,101
16-05-07 14:00,106
16-05-07 13:00,96
16-05-07 12:00,97
16-05-07 11:00,90
16-05-07 10:00,86
16-05-07 09:00,78
16-05-07 08:00,71
16-05-07 07:00,68
16-05-07 06:00,58
16-05-07 05:00,56
16-05-07 04:00,56
16-05-07 03:00,62
16-05-07 02:00,60
16-05-07 01:00,60
16-05-07 00:00,64
15-05-07 23:00,69
15-05-07 22:00,76
15-05-07 21:00,78
15-05-07 20:00,65
15-05-07 19:00,64
15-05-07 18:00,62
15-05-07 17:00,72
15-05-07 16:00,82
15-05-07 15:00,87
15-05-07 14:00,86
15-05-07 13:00,83
15-05-07 12:00,77
15-05-07 11:00,72
15-05-07 10:00,73
15-05-07 09:00,73
15-05-07 08:00,75
15-05-07 07:00,71
15-05-07 06:00,70
15-05-07 05:00,66
15-05-07 04:00,68
15-05-07 03:00,76
15-05-07 02:00,88
15-05-07 01:00,91
15-05-07 00:00,88
14-05-07 23:00,85
14-05-07 22:00,83
14-05-07 21:00,79
14-05-07 20:00,85
14-05-07 19:00,100
14-05-07 18:00,104
14-05-07 17:00,108
14-05-07 16:00,108
14-05-07 15:00,111
14-05-07 14:00,110
14-05-07 13:00,109
14-05-07 12:00,106
14-05-07 11:00,104
14-05-07 10:00,101
14-05-07 09:00,103
14-05-07 08:00,101
14-05-07 07:00,89
14-05-07 06:00,80
14-05-07 05:00,68
14-05-07 04:00,76
14-05-07 03:00,85
14-05-07 02:00,93
14-05-07 01:00,102
14-05-07 00:00,104
13-05-07 23:00,103
13-05-07 22:00,100
13-05-07 21:00,99
13-05-07 20:00,93
13-05-07 19:00,95
13-05-07 18:00,88
13-05-07 17:00,103
13-05-07 16:00,102
13-05-07 15:00,103
13-05-07 14:00,98
13-05-07 13:00,98
13-05-07 12:00,98
13-05-07 11:00,95
13-05-07 10:00,84
13-05-07 09:00,89
13-05-07 08:00,85
13-05-07 07:00,76
13-05-07 06:00,69
13-05-07 05:00,68
13-05-07 04:00,71
13-05-07 03:00,79
13-05-07 02:00,81
13-05-07 01:00,84
13-05-07 00:00,84
12-05-07 23:00,85
12-05-07 22:00,87
12-05-07 21:00,88
12-05-07 20:00,90
12-05-07 19:00,93
12-05-07 18:00,93
12-05-07 17:00,90
12-05-07 16:00,92
12-05-07 15:00,94
12-05-07 14:00,91
12-05-07 13:00,85
12-05-07 12:00,80
12-05-07 11:00,80
12-05-07 10:00,76
12-05-07 09:00,66
12-05-07 08:00,70
12-05-07 07:00,77
12-05-07 06:00,75
12-05-07 05:00,71
12-05-07 04:00,73
12-05-07 03:00,74
12-05-07 02:00,76
12-05-07 01:00,76
12-05-07 00:00,79
11-05-07 23:00,81
11-05-07 22:00,83
11-05-07 21:00,86
11-05-07 20:00,91
11-05-07 19:00,98
11-05-07 18:00,100
11-05-07 17:00,107
11-05-07 16:00,105
11-05-07 15:00,98
11-05-07 14:00,89
11-05-07 13:00,88
11-05-07 12:00,87
11-05-07 11:00,98
11-05-07 10:00,108
11-05-07 09:00,93
11-05-07 08:00,86
11-05-07 07:00,85
11-05-07 06:00,80
11-05-07 05:00,83
11-05-07 04:00,82
11-05-07 03:00,82
11-05-07 02:00,82
11-05-07 01:00,85
11-05-07 00:00,90
10-05-07 23:00,90
10-05-07 22:00,91
10-05-07 21:00,91
10-05-07 20:00,95
10-05-07 19:00,98
10-05-07 18:00,97
10-05-07 17:00,96
10-05-07 16:00,97
10-05-07 15:00,94
10-05-07 14:00,89
10-05-07 13:00,81
10-05-07 12:00,71
10-05-07 11:00,68
10-05-07 10:00,68
10-05-07 09:00,67
10-05-07 08:00,70
10-05-07 07:00,69
10-05-07 06:00,65
10-05-07 05:00,58
10-05-07 04:00,55
10-05-07 03:00,59
10-05-07 02:00,67
10-05-07 01:00,67
10-05-07 00:00,68
09-05-07 23:00,66
09-05-07 22:00,68
09-05-07 21:00,71
09-05-07 20:00,74
09-05-07 19:00,75
09-05-07 18:00,74
09-05-07 17:00,70
09-05-07 16:00,69
09-05-07 15:00,70
09-05-07 14:00,73
09-05-07 13:00,75
09-05-07 12:00,74
09-05-07 11:00,76
09-05-07 10:00,78
09-05-07 09:00,77
09-05-07 08:00,77
09-05-07 07:00,78
09-05-07 06:00,83
09-05-07 05:00,87
09-05-07 04:00,88
09-05-07 03:00,84
09-05-07 02:00,83
09-05-07 01:00,83
09-05-07 00:00,82
08-05-07 23:00,81
08-05-07 22:00,85
08-05-07 21:00,87
08-05-07 20:00,86
08-05-07 19:00,87
08-05-07 18:00,87
08-05-07 17:00,78
08-05-07 16:00,82
08-05-07 15:00,81
08-05-07 14:00,77
08-05-07 13:00,75
08-05-07 12:00,75
08-05-07 11:00,74
08-05-07 10:00,73
08-05-07 09:00,72
08-05-07 08:00,70
08-05-07 07:00,71
08-05-07 06:00,72
08-05-07 05:00,73
08-05-07 04:00,61
08-05-07 03:00,59
08-05-07 02:00,49
08-05-07 01:00,48
08-05-07 00:00,47
07-05-07 23:00,49
07-05-07 22:00,50
07-05-07 21:00,53
07-05-07 20:00,55
07-05-07 19:00,56
07-05-07 18:00,55
07-05-07 17:00,56
07-05-07 16:00,62
07-05-07 15:00,70
07-05-07 14:00,75
07-05-07 13:00,81
07-05-07 12:00,89
07-05-07 11:00,92
07-05-07 10:00,94
07-05-07 09:00,98
07-05-07 08:00,103
07-05-07 07:00,109
07-05-07 06:00,112
07-05-07 05:00,106
07-05-07 04:00,103
07-05-07 03:00,101
07-05-07 02:00,100
07-05-07 01:00,109
07-05-07 00:00,104
06-05-07 23:00,95
06-05-07 22:00,89
06-05-07 21:00,92
06-05-07 20:00,109
06-05-07 19:00,126
06-05-07 18:00,127
06-05-07 17:00,127
06-05-07 16:00,125
06-05-07 15:00,121
06-05-07 14:00,118
06-05-07 13:00,112
06-05-07 12:00,113
06-05-07 11:00,116
06-05-07 10:00,111
06-05-07 09:00,112
06-05-07 08:00,105
06-05-07 07:00,101
06-05-07 06:00,97
06-05-07 05:00,100
06-05-07 04:00,109
06-05-07 03:00,113
06-05-07 02:00,117
06-05-07 01:00,116
06-05-07 00:00,116
05-05-07 23:00,121
05-05-07 22:00,117
05-05-07 21:00,101
05-05-07 20:00,101
05-05-07 19:00,114
05-05-07 18:00,135
05-05-07 17:00,135
05-05-07 16:00,131
05-05-07 15:00,128
05-05-07 14:00,125
05-05-07 13:00,133
05-05-07 12:00,129
05-05-07 11:00,131
05-05-07 10:00,112
05-05-07 09:00,109
05-05-07 08:00,103
05-05-07 07:00,92
05-05-07 06:00,88
05-05-07 05:00,83
05-05-07 04:00,94
05-05-07 03:00,102
05-05-07 02:00,102
05-05-07 01:00,108
05-05-07 00:00,113
04-05-07 23:00,114
04-05-07 22:00,114
04-05-07 21:00,114
04-05-07 20:00,114
04-05-07 19:00,115
04-05-07 18:00,118
04-05-07 17:00,122
04-05-07 16:00,128
04-05-07 15:00,128
04-05-07 14:00,129
04-05-07 13:00,124
04-05-07 12:00,119
04-05-07 11:00,122
04-05-07 10:00,121
04-05-07 09:00,114
04-05-07 08:00,114
04-05-07 07:00,114
04-05-07 06:00,109
04-05-07 05:00,105
04-05-07 04:00,101
04-05-07 03:00,107
04-05-07 02:00,104
04-05-07 01:00,104
04-05-07 00:00,107
03-05-07 23:00,111
03-05-07 22:00,115
03-05-07 21:00,111
03-05-07 20:00,113
03-05-07 19:00,119
03-05-07 18:00,116
03-05-07 17:00,116
03-05-07 16:00,111
03-05-07 15:00,109
03-05-07 14:00,98
03-05-07 13:00,101
03-05-07 12:00,109
03-05-07 11:00,110
03-05-07 10:00,110
03-05-07 09:00,105
03-05-07 08:00,105
03-05-07 07:00,103
03-05-07 06:00,95
03-05-07 05:00,100
03-05-07 04:00,91
03-05-07 03:00,88
03-05-07 02:00,94
03-05-07 01:00,96
03-05-07 00:00,104
02-05-07 23:00,102
02-05-07 22:00,91
02-05-07 21:00,94
02-05-07 20:00,100
02-05-07 19:00,105
02-05-07 18:00,111
02-05-07 17:00,111
02-05-07 16:00,109
02-05-07 15:00,112
02-05-07 14:00,110
02-05-07 13:00,109
02-05-07 12:00,105
02-05-07 11:00,101
02-05-07 10:00,97
02-05-07 09:00,94
02-05-07 08:00,93
02-05-07 07:00,92
02-05-07 06:00,90
02-05-07 05:00,89
02-05-07 04:00,88
02-05-07 03:00,84
02-05-07 02:00,81
02-05-07 01:00,76
02-05-07 00:00,60
01-05-07 23:00,72
01-05-07 22:00,78
01-05-07 21:00,86
01-05-07 20:00,89
01-05-07 19:00,96
01-05-07 18:00,98
01-05-07 17:00,98
01-05-07 16:00,100
01-05-07 15:00,101
01-05-07 14:00,103
01-05-07 13:00,107
01-05-07 12:00,107
01-05-07 11:00,100
01-05-07 10:00,94
01-05-07 09:00,90
01-05-07 08:00,84
01-05-07 07:00,71
01-05-07 06:00,48
01-05-07 05:00,44
01-05-07 04:00,54
01-05-07 03:00,62
01-05-07 02:00,68
01-05-07 01:00,74

