Datum Zeit,Bautzen NO
,µg/m³
01-08-01 00:00,4
31-07-01 23:00,1
31-07-01 22:00,1
31-07-01 21:00,2
31-07-01 20:00,6
31-07-01 19:00,3
31-07-01 18:00,4
31-07-01 17:00,3
31-07-01 16:00,4
31-07-01 15:00,3
31-07-01 14:00,4
31-07-01 13:00,5
31-07-01 12:00,
31-07-01 11:00,
31-07-01 10:00,
31-07-01 09:00,
31-07-01 08:00,
31-07-01 07:00,
31-07-01 06:00,72
31-07-01 05:00,36
31-07-01 04:00,7
31-07-01 03:00,3
31-07-01 02:00,2
31-07-01 01:00,1
31-07-01 00:00,1
30-07-01 23:00,1
30-07-01 22:00,2
30-07-01 21:00,14
30-07-01 20:00,7
30-07-01 19:00,5
30-07-01 18:00,6
30-07-01 17:00,3
30-07-01 16:00,6
30-07-01 15:00,7
30-07-01 14:00,6
30-07-01 13:00,10
30-07-01 12:00,
30-07-01 11:00,12
30-07-01 10:00,9
30-07-01 09:00,7
30-07-01 08:00,19
30-07-01 07:00,43
30-07-01 06:00,44
30-07-01 05:00,39
30-07-01 04:00,18
30-07-01 03:00,2
30-07-01 02:00,2
30-07-01 01:00,5
30-07-01 00:00,2
29-07-01 23:00,5
29-07-01 22:00,3
29-07-01 21:00,1
29-07-01 20:00,3
29-07-01 19:00,10
29-07-01 18:00,13
29-07-01 17:00,6
29-07-01 16:00,5
29-07-01 15:00,3
29-07-01 14:00,4
29-07-01 13:00,2
29-07-01 12:00,
29-07-01 11:00,3
29-07-01 10:00,2
29-07-01 09:00,1
29-07-01 08:00,1
29-07-01 07:00,1
29-07-01 06:00,1
29-07-01 05:00,1
29-07-01 04:00,1
29-07-01 03:00,1
29-07-01 02:00,1
29-07-01 01:00,1
29-07-01 00:00,5
28-07-01 23:00,13
28-07-01 22:00,7
28-07-01 21:00,8
28-07-01 20:00,7
28-07-01 19:00,8
28-07-01 18:00,5
28-07-01 17:00,3
28-07-01 16:00,5
28-07-01 15:00,2
28-07-01 14:00,5
28-07-01 13:00,
28-07-01 12:00,6
28-07-01 11:00,5
28-07-01 10:00,4
28-07-01 09:00,10
28-07-01 08:00,7
28-07-01 07:00,20
28-07-01 06:00,29
28-07-01 05:00,15
28-07-01 04:00,7
28-07-01 03:00,3
28-07-01 02:00,6
28-07-01 01:00,8
28-07-01 00:00,9
27-07-01 23:00,10
27-07-01 22:00,12
27-07-01 21:00,22
27-07-01 20:00,18
27-07-01 19:00,5
27-07-01 18:00,3
27-07-01 17:00,4
27-07-01 16:00,6
27-07-01 15:00,7
27-07-01 14:00,4
27-07-01 13:00,
27-07-01 12:00,4
27-07-01 11:00,7
27-07-01 10:00,13
27-07-01 09:00,10
27-07-01 08:00,19
27-07-01 07:00,41
27-07-01 06:00,71
27-07-01 05:00,53
27-07-01 04:00,24
27-07-01 03:00,15
27-07-01 02:00,9
27-07-01 01:00,9
27-07-01 00:00,3
26-07-01 23:00,5
26-07-01 22:00,4
26-07-01 21:00,8
26-07-01 20:00,7
26-07-01 19:00,4
26-07-01 18:00,3
26-07-01 17:00,7
26-07-01 16:00,6
26-07-01 15:00,9
26-07-01 14:00,
26-07-01 13:00,5
26-07-01 12:00,6
26-07-01 11:00,9
26-07-01 10:00,7
26-07-01 09:00,9
26-07-01 08:00,12
26-07-01 07:00,17
26-07-01 06:00,28
26-07-01 05:00,40
26-07-01 04:00,14
26-07-01 03:00,1
26-07-01 02:00,1
26-07-01 01:00,2
26-07-01 00:00,1
25-07-01 23:00,1
25-07-01 22:00,4
25-07-01 21:00,5
25-07-01 20:00,5
25-07-01 19:00,3
25-07-01 18:00,3
25-07-01 17:00,5
25-07-01 16:00,10
25-07-01 15:00,10
25-07-01 14:00,
25-07-01 13:00,6
25-07-01 12:00,7
25-07-01 11:00,13
25-07-01 10:00,9
25-07-01 09:00,8
25-07-01 08:00,10
25-07-01 07:00,20
25-07-01 06:00,10
25-07-01 05:00,5
25-07-01 04:00,4
25-07-01 03:00,3
25-07-01 02:00,2
25-07-01 01:00,1
25-07-01 00:00,2
24-07-01 23:00,1
24-07-01 22:00,4
24-07-01 21:00,18
24-07-01 20:00,9
24-07-01 19:00,8
24-07-01 18:00,10
24-07-01 17:00,12
24-07-01 16:00,15
24-07-01 15:00,12
24-07-01 14:00,
24-07-01 13:00,
24-07-01 12:00,
24-07-01 11:00,
24-07-01 10:00,
24-07-01 09:00,
24-07-01 08:00,
24-07-01 07:00,69
24-07-01 06:00,91
24-07-01 05:00,62
24-07-01 04:00,7
24-07-01 03:00,5
24-07-01 02:00,4
24-07-01 01:00,5
24-07-01 00:00,9
23-07-01 23:00,17
23-07-01 22:00,4
23-07-01 21:00,16
23-07-01 20:00,28
23-07-01 19:00,12
23-07-01 18:00,7
23-07-01 17:00,10
23-07-01 16:00,12
23-07-01 15:00,12
23-07-01 14:00,13
23-07-01 13:00,12
23-07-01 12:00,13
23-07-01 11:00,12
23-07-01 10:00,11
23-07-01 09:00,
23-07-01 08:00,26
23-07-01 07:00,38
23-07-01 06:00,98
23-07-01 05:00,53
23-07-01 04:00,30
23-07-01 03:00,11
23-07-01 02:00,11
23-07-01 01:00,9
23-07-01 00:00,4
22-07-01 23:00,6
22-07-01 22:00,24
22-07-01 21:00,32
22-07-01 20:00,9
22-07-01 19:00,5
22-07-01 18:00,9
22-07-01 17:00,4
22-07-01 16:00,3
22-07-01 15:00,4
22-07-01 14:00,
22-07-01 13:00,
22-07-01 12:00,
22-07-01 11:00,
22-07-01 10:00,
22-07-01 09:00,
22-07-01 08:00,
22-07-01 07:00,
22-07-01 06:00,
22-07-01 05:00,
22-07-01 04:00,
22-07-01 03:00,
22-07-01 02:00,
22-07-01 01:00,
22-07-01 00:00,
21-07-01 23:00,
21-07-01 22:00,
21-07-01 21:00,
21-07-01 20:00,
21-07-01 19:00,
21-07-01 18:00,
21-07-01 17:00,
21-07-01 16:00,
21-07-01 15:00,
21-07-01 14:00,
21-07-01 13:00,
21-07-01 12:00,
21-07-01 11:00,
21-07-01 10:00,
21-07-01 09:00,
21-07-01 08:00,
21-07-01 07:00,
21-07-01 06:00,
21-07-01 05:00,
21-07-01 04:00,
21-07-01 03:00,
21-07-01 02:00,
21-07-01 01:00,
21-07-01 00:00,
20-07-01 23:00,
20-07-01 22:00,
20-07-01 21:00,
20-07-01 20:00,
20-07-01 19:00,
20-07-01 18:00,
20-07-01 17:00,
20-07-01 16:00,
20-07-01 15:00,
20-07-01 14:00,
20-07-01 13:00,
20-07-01 12:00,
20-07-01 11:00,
20-07-01 10:00,
20-07-01 09:00,
20-07-01 08:00,
20-07-01 07:00,
20-07-01 06:00,
20-07-01 05:00,
20-07-01 04:00,
20-07-01 03:00,
20-07-01 02:00,
20-07-01 01:00,
20-07-01 00:00,
19-07-01 23:00,
19-07-01 22:00,
19-07-01 21:00,
19-07-01 20:00,
19-07-01 19:00,
19-07-01 18:00,
19-07-01 17:00,
19-07-01 16:00,
19-07-01 15:00,
19-07-01 14:00,
19-07-01 13:00,
19-07-01 12:00,
19-07-01 11:00,
19-07-01 10:00,
19-07-01 09:00,
19-07-01 08:00,
19-07-01 07:00,
19-07-01 06:00,
19-07-01 05:00,
19-07-01 04:00,
19-07-01 03:00,
19-07-01 02:00,
19-07-01 01:00,
19-07-01 00:00,
18-07-01 23:00,
18-07-01 22:00,
18-07-01 21:00,
18-07-01 20:00,
18-07-01 19:00,
18-07-01 18:00,
18-07-01 17:00,
18-07-01 16:00,
18-07-01 15:00,
18-07-01 14:00,
18-07-01 13:00,
18-07-01 12:00,
18-07-01 11:00,
18-07-01 10:00,
18-07-01 09:00,
18-07-01 08:00,
18-07-01 07:00,
18-07-01 06:00,
18-07-01 05:00,
18-07-01 04:00,
18-07-01 03:00,
18-07-01 02:00,
18-07-01 01:00,
18-07-01 00:00,
17-07-01 23:00,
17-07-01 22:00,
17-07-01 21:00,
17-07-01 20:00,
17-07-01 19:00,
17-07-01 18:00,
17-07-01 17:00,
17-07-01 16:00,
17-07-01 15:00,
17-07-01 14:00,
17-07-01 13:00,
17-07-01 12:00,
17-07-01 11:00,
17-07-01 10:00,
17-07-01 09:00,
17-07-01 08:00,
17-07-01 07:00,
17-07-01 06:00,
17-07-01 05:00,5
17-07-01 04:00,1
17-07-01 03:00,1
17-07-01 02:00,2
17-07-01 01:00,1
17-07-01 00:00,1
16-07-01 23:00,1
16-07-01 22:00,1
16-07-01 21:00,1
16-07-01 20:00,2
16-07-01 19:00,2
16-07-01 18:00,5
16-07-01 17:00,6
16-07-01 16:00,15
16-07-01 15:00,16
16-07-01 14:00,18
16-07-01 13:00,17
16-07-01 12:00,15
16-07-01 11:00,27
16-07-01 10:00,18
16-07-01 09:00,12
16-07-01 08:00,14
16-07-01 07:00,15
16-07-01 06:00,
16-07-01 05:00,4
16-07-01 04:00,5
16-07-01 03:00,3
16-07-01 02:00,1
16-07-01 01:00,1
16-07-01 00:00,1
15-07-01 23:00,2
15-07-01 22:00,2
15-07-01 21:00,1
15-07-01 20:00,1
15-07-01 19:00,1
15-07-01 18:00,2
15-07-01 17:00,2
15-07-01 16:00,1
15-07-01 15:00,1
15-07-01 14:00,1
15-07-01 13:00,1
15-07-01 12:00,1
15-07-01 11:00,1
15-07-01 10:00,1
15-07-01 09:00,1
15-07-01 08:00,2
15-07-01 07:00,
15-07-01 06:00,3
15-07-01 05:00,2
15-07-01 04:00,6
15-07-01 03:00,4
15-07-01 02:00,5
15-07-01 01:00,6
15-07-01 00:00,11
14-07-01 23:00,14
14-07-01 22:00,13
14-07-01 21:00,13
14-07-01 20:00,4
14-07-01 19:00,1
14-07-01 18:00,1
14-07-01 17:00,1
14-07-01 16:00,1
14-07-01 15:00,1
14-07-01 14:00,1
14-07-01 13:00,1
14-07-01 12:00,1
14-07-01 11:00,1
14-07-01 10:00,1
14-07-01 09:00,2
14-07-01 08:00,9
14-07-01 07:00,
14-07-01 06:00,6
14-07-01 05:00,1
14-07-01 04:00,7
14-07-01 03:00,2
14-07-01 02:00,3
14-07-01 01:00,3
14-07-01 00:00,2
13-07-01 23:00,1
13-07-01 22:00,1
13-07-01 21:00,1
13-07-01 20:00,2
13-07-01 19:00,1
13-07-01 18:00,1
13-07-01 17:00,1
13-07-01 16:00,3
13-07-01 15:00,5
13-07-01 14:00,13
13-07-01 13:00,17
13-07-01 12:00,13
13-07-01 11:00,16
13-07-01 10:00,15
13-07-01 09:00,16
13-07-01 08:00,
13-07-01 07:00,8
13-07-01 06:00,3
13-07-01 05:00,2
13-07-01 04:00,1
13-07-01 03:00,1
13-07-01 02:00,1
13-07-01 01:00,1
13-07-01 00:00,1
12-07-01 23:00,9
12-07-01 22:00,15
12-07-01 21:00,9
12-07-01 20:00,1
12-07-01 19:00,2
12-07-01 18:00,2
12-07-01 17:00,3
12-07-01 16:00,6
12-07-01 15:00,9
12-07-01 14:00,9
12-07-01 13:00,7
12-07-01 12:00,9
12-07-01 11:00,9
12-07-01 10:00,12
12-07-01 09:00,12
12-07-01 08:00,
12-07-01 07:00,19
12-07-01 06:00,16
12-07-01 05:00,6
12-07-01 04:00,4
12-07-01 03:00,2
12-07-01 02:00,1
12-07-01 01:00,1
12-07-01 00:00,1
11-07-01 23:00,1
11-07-01 22:00,1
11-07-01 21:00,1
11-07-01 20:00,3
11-07-01 19:00,3
11-07-01 18:00,5
11-07-01 17:00,7
11-07-01 16:00,10
11-07-01 15:00,11
11-07-01 14:00,21
11-07-01 13:00,15
