Datum Zeit,Borna PM10
,µg/m³
31-07-01,41
30-07-01,32
29-07-01,22
28-07-01,25
27-07-01,32
26-07-01,33
25-07-01,29
24-07-01,34
23-07-01,28
22-07-01,17
21-07-01,18
20-07-01,23
19-07-01,20
18-07-01,23
17-07-01,13
16-07-01,11
15-07-01,18
14-07-01,14
13-07-01,19
12-07-01,23
11-07-01,21
10-07-01,32
09-07-01,24
08-07-01,17
07-07-01,26
06-07-01,33
05-07-01,33
04-07-01,32
03-07-01,25
02-07-01,16
01-07-01,17

