Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-07-01,55
30-07-01,44
29-07-01,34
28-07-01,42
27-07-01,50
26-07-01,48
25-07-01,47
24-07-01,48
23-07-01,43
22-07-01,27
21-07-01,23
20-07-01,32
19-07-01,18
18-07-01,24
17-07-01,33
16-07-01,28
15-07-01,29
14-07-01,13
13-07-01,25
12-07-01,28
11-07-01,22
10-07-01,37
09-07-01,22
08-07-01,18
07-07-01,29
06-07-01,40
05-07-01,43
04-07-01,50
03-07-01,43
02-07-01,33
01-07-01,25

