Datum Zeit,Borna O3
,µg/m³
01-08-01 00:00,43
31-07-01 23:00,34
31-07-01 22:00,41
31-07-01 21:00,60
31-07-01 20:00,76
31-07-01 19:00,90
31-07-01 18:00,110
31-07-01 17:00,106
31-07-01 16:00,105
31-07-01 15:00,84
31-07-01 14:00,96
31-07-01 13:00,99
31-07-01 12:00,120
31-07-01 11:00,89
31-07-01 10:00,55
31-07-01 09:00,24
31-07-01 08:00,14
31-07-01 07:00,5
31-07-01 06:00,8
31-07-01 05:00,10
31-07-01 04:00,
31-07-01 03:00,31
31-07-01 02:00,30
31-07-01 01:00,31
31-07-01 00:00,39
30-07-01 23:00,42
30-07-01 22:00,27
30-07-01 21:00,38
30-07-01 20:00,88
30-07-01 19:00,109
30-07-01 18:00,108
30-07-01 17:00,100
30-07-01 16:00,80
30-07-01 15:00,81
30-07-01 14:00,68
30-07-01 13:00,70
30-07-01 12:00,74
30-07-01 11:00,62
30-07-01 10:00,43
30-07-01 09:00,35
30-07-01 08:00,15
30-07-01 07:00,6
30-07-01 06:00,3
30-07-01 05:00,
30-07-01 04:00,6
30-07-01 03:00,9
30-07-01 02:00,20
30-07-01 01:00,32
30-07-01 00:00,27
29-07-01 23:00,40
29-07-01 22:00,79
29-07-01 21:00,89
29-07-01 20:00,105
29-07-01 19:00,113
29-07-01 18:00,120
29-07-01 17:00,116
29-07-01 16:00,124
29-07-01 15:00,116
29-07-01 14:00,96
29-07-01 13:00,84
29-07-01 12:00,86
29-07-01 11:00,71
29-07-01 10:00,58
29-07-01 09:00,48
29-07-01 08:00,46
29-07-01 07:00,53
29-07-01 06:00,47
29-07-01 05:00,
29-07-01 04:00,36
29-07-01 03:00,35
29-07-01 02:00,36
29-07-01 01:00,28
29-07-01 00:00,22
28-07-01 23:00,28
28-07-01 22:00,24
28-07-01 21:00,34
28-07-01 20:00,83
28-07-01 19:00,100
28-07-01 18:00,108
28-07-01 17:00,114
28-07-01 16:00,114
28-07-01 15:00,112
28-07-01 14:00,112
28-07-01 13:00,105
28-07-01 12:00,105
28-07-01 11:00,96
28-07-01 10:00,76
28-07-01 09:00,58
28-07-01 08:00,24
28-07-01 07:00,18
28-07-01 06:00,
28-07-01 05:00,10
28-07-01 04:00,13
28-07-01 03:00,17
28-07-01 02:00,24
28-07-01 01:00,19
28-07-01 00:00,21
27-07-01 23:00,28
27-07-01 22:00,16
27-07-01 21:00,50
27-07-01 20:00,86
27-07-01 19:00,105
27-07-01 18:00,121
27-07-01 17:00,118
27-07-01 16:00,115
27-07-01 15:00,106
27-07-01 14:00,118
27-07-01 13:00,95
27-07-01 12:00,105
27-07-01 11:00,84
27-07-01 10:00,48
27-07-01 09:00,31
27-07-01 08:00,12
27-07-01 07:00,6
27-07-01 06:00,
27-07-01 05:00,2
27-07-01 04:00,2
27-07-01 03:00,8
27-07-01 02:00,15
27-07-01 01:00,23
27-07-01 00:00,30
26-07-01 23:00,38
26-07-01 22:00,28
26-07-01 21:00,60
26-07-01 20:00,95
26-07-01 19:00,109
26-07-01 18:00,116
26-07-01 17:00,105
26-07-01 16:00,106
26-07-01 15:00,107
26-07-01 14:00,95
26-07-01 13:00,88
26-07-01 12:00,72
26-07-01 11:00,61
26-07-01 10:00,57
26-07-01 09:00,36
26-07-01 08:00,32
26-07-01 07:00,
26-07-01 06:00,11
26-07-01 05:00,17
26-07-01 04:00,18
26-07-01 03:00,30
26-07-01 02:00,49
26-07-01 01:00,58
26-07-01 00:00,66
25-07-01 23:00,71
25-07-01 22:00,79
25-07-01 21:00,82
25-07-01 20:00,88
25-07-01 19:00,90
25-07-01 18:00,71
25-07-01 17:00,85
25-07-01 16:00,97
25-07-01 15:00,99
25-07-01 14:00,91
25-07-01 13:00,87
25-07-01 12:00,79
25-07-01 11:00,73
25-07-01 10:00,
25-07-01 09:00,39
25-07-01 08:00,27
25-07-01 07:00,12
25-07-01 06:00,4
25-07-01 05:00,2
25-07-01 04:00,1
25-07-01 03:00,6
25-07-01 02:00,8
25-07-01 01:00,13
25-07-01 00:00,15
24-07-01 23:00,24
24-07-01 22:00,53
24-07-01 21:00,48
24-07-01 20:00,54
24-07-01 19:00,64
24-07-01 18:00,78
24-07-01 17:00,82
24-07-01 16:00,68
24-07-01 15:00,74
24-07-01 14:00,91
24-07-01 13:00,95
24-07-01 12:00,92
24-07-01 11:00,73
24-07-01 10:00,
24-07-01 09:00,33
24-07-01 08:00,10
24-07-01 07:00,4
24-07-01 06:00,3
24-07-01 05:00,4
24-07-01 04:00,7
24-07-01 03:00,10
24-07-01 02:00,8
24-07-01 01:00,13
24-07-01 00:00,24
23-07-01 23:00,29
23-07-01 22:00,23
23-07-01 21:00,56
23-07-01 20:00,60
23-07-01 19:00,71
23-07-01 18:00,69
23-07-01 17:00,72
23-07-01 16:00,69
23-07-01 15:00,72
23-07-01 14:00,61
23-07-01 13:00,70
23-07-01 12:00,69
23-07-01 11:00,
23-07-01 10:00,57
23-07-01 09:00,43
23-07-01 08:00,15
23-07-01 07:00,7
23-07-01 06:00,4
23-07-01 05:00,3
23-07-01 04:00,7
23-07-01 03:00,13
23-07-01 02:00,19
23-07-01 01:00,19
23-07-01 00:00,14
22-07-01 23:00,14
22-07-01 22:00,14
22-07-01 21:00,31
22-07-01 20:00,60
22-07-01 19:00,88
22-07-01 18:00,96
22-07-01 17:00,100
22-07-01 16:00,97
22-07-01 15:00,99
22-07-01 14:00,101
22-07-01 13:00,98
22-07-01 12:00,97
22-07-01 11:00,
22-07-01 10:00,73
22-07-01 09:00,47
22-07-01 08:00,35
22-07-01 07:00,27
22-07-01 06:00,22
22-07-01 05:00,20
22-07-01 04:00,21
22-07-01 03:00,22
22-07-01 02:00,24
22-07-01 01:00,26
22-07-01 00:00,22
21-07-01 23:00,16
21-07-01 22:00,10
21-07-01 21:00,22
21-07-01 20:00,61
21-07-01 19:00,66
21-07-01 18:00,71
21-07-01 17:00,78
21-07-01 16:00,77
21-07-01 15:00,69
21-07-01 14:00,62
21-07-01 13:00,60
21-07-01 12:00,
21-07-01 11:00,57
21-07-01 10:00,56
21-07-01 09:00,52
21-07-01 08:00,46
21-07-01 07:00,36
21-07-01 06:00,21
21-07-01 05:00,26
21-07-01 04:00,28
21-07-01 03:00,34
21-07-01 02:00,36
21-07-01 01:00,42
21-07-01 00:00,44
20-07-01 23:00,52
20-07-01 22:00,82
20-07-01 21:00,76
20-07-01 20:00,71
20-07-01 19:00,88
20-07-01 18:00,95
20-07-01 17:00,95
20-07-01 16:00,95
20-07-01 15:00,91
20-07-01 14:00,82
20-07-01 13:00,79
20-07-01 12:00,
20-07-01 11:00,53
20-07-01 10:00,40
20-07-01 09:00,30
20-07-01 08:00,13
20-07-01 07:00,4
20-07-01 06:00,2
20-07-01 05:00,2
20-07-01 04:00,7
20-07-01 03:00,10
20-07-01 02:00,11
20-07-01 01:00,13
20-07-01 00:00,23
19-07-01 23:00,21
19-07-01 22:00,18
19-07-01 21:00,25
19-07-01 20:00,35
19-07-01 19:00,44
19-07-01 18:00,35
19-07-01 17:00,33
19-07-01 16:00,25
19-07-01 15:00,36
19-07-01 14:00,39
19-07-01 13:00,
19-07-01 12:00,
19-07-01 11:00,31
19-07-01 10:00,28
19-07-01 09:00,28
19-07-01 08:00,23
19-07-01 07:00,19
19-07-01 06:00,11
19-07-01 05:00,19
19-07-01 04:00,28
19-07-01 03:00,31
19-07-01 02:00,36
19-07-01 01:00,36
19-07-01 00:00,47
18-07-01 23:00,50
18-07-01 22:00,51
18-07-01 21:00,47
18-07-01 20:00,51
18-07-01 19:00,51
18-07-01 18:00,33
18-07-01 17:00,32
18-07-01 16:00,27
18-07-01 15:00,30
18-07-01 14:00,35
18-07-01 13:00,28
18-07-01 12:00,
18-07-01 11:00,30
18-07-01 10:00,26
18-07-01 09:00,14
18-07-01 08:00,14
18-07-01 07:00,9
18-07-01 06:00,5
18-07-01 05:00,7
18-07-01 04:00,9
18-07-01 03:00,13
18-07-01 02:00,19
18-07-01 01:00,27
18-07-01 00:00,31
17-07-01 23:00,36
17-07-01 22:00,37
17-07-01 21:00,42
17-07-01 20:00,51
17-07-01 19:00,64
17-07-01 18:00,73
17-07-01 17:00,84
17-07-01 16:00,73
17-07-01 15:00,80
17-07-01 14:00,69
17-07-01 13:00,
17-07-01 12:00,74
17-07-01 11:00,67
17-07-01 10:00,58
17-07-01 09:00,53
17-07-01 08:00,45
17-07-01 07:00,
17-07-01 06:00,20
17-07-01 05:00,34
17-07-01 04:00,37
17-07-01 03:00,36
17-07-01 02:00,48
17-07-01 01:00,49
17-07-01 00:00,47
16-07-01 23:00,48
16-07-01 22:00,45
16-07-01 21:00,43
16-07-01 20:00,52
16-07-01 19:00,53
16-07-01 18:00,50
16-07-01 17:00,49
16-07-01 16:00,51
16-07-01 15:00,53
16-07-01 14:00,53
16-07-01 13:00,62
16-07-01 12:00,60
16-07-01 11:00,60
16-07-01 10:00,54
16-07-01 09:00,44
16-07-01 08:00,
16-07-01 07:00,36
16-07-01 06:00,36
16-07-01 05:00,43
16-07-01 04:00,43
16-07-01 03:00,57
16-07-01 02:00,51
16-07-01 01:00,56
16-07-01 00:00,50
15-07-01 23:00,47
15-07-01 22:00,41
15-07-01 21:00,34
15-07-01 20:00,32
15-07-01 19:00,36
15-07-01 18:00,38
15-07-01 17:00,66
15-07-01 16:00,56
15-07-01 15:00,50
15-07-01 14:00,46
15-07-01 13:00,52
15-07-01 12:00,51
15-07-01 11:00,45
15-07-01 10:00,40
15-07-01 09:00,34
15-07-01 08:00,
15-07-01 07:00,19
15-07-01 06:00,23
15-07-01 05:00,28
15-07-01 04:00,36
15-07-01 03:00,40
15-07-01 02:00,44
15-07-01 01:00,47
15-07-01 00:00,51
14-07-01 23:00,52
14-07-01 22:00,40
14-07-01 21:00,37
14-07-01 20:00,42
14-07-01 19:00,47
14-07-01 18:00,41
14-07-01 17:00,39
14-07-01 16:00,48
14-07-01 15:00,55
14-07-01 14:00,52
14-07-01 13:00,55
14-07-01 12:00,48
14-07-01 11:00,32
14-07-01 10:00,27
14-07-01 09:00,
14-07-01 08:00,24
14-07-01 07:00,24
14-07-01 06:00,27
14-07-01 05:00,39
14-07-01 04:00,38
14-07-01 03:00,43
14-07-01 02:00,39
14-07-01 01:00,40
14-07-01 00:00,41
13-07-01 23:00,36
13-07-01 22:00,36
