Datum Zeit,Goerlitz O3
,µg/m³
01-08-01 00:00,70
31-07-01 23:00,80
31-07-01 22:00,104
31-07-01 21:00,74
31-07-01 20:00,65
31-07-01 19:00,81
31-07-01 18:00,119
31-07-01 17:00,120
31-07-01 16:00,129
31-07-01 15:00,117
31-07-01 14:00,110
31-07-01 13:00,107
31-07-01 12:00,109
31-07-01 11:00,115
31-07-01 10:00,80
31-07-01 09:00,54
31-07-01 08:00,32
31-07-01 07:00,14
31-07-01 06:00,
31-07-01 05:00,6
31-07-01 04:00,10
31-07-01 03:00,20
31-07-01 02:00,42
31-07-01 01:00,46
31-07-01 00:00,53
30-07-01 23:00,39
30-07-01 22:00,22
30-07-01 21:00,28
30-07-01 20:00,43
30-07-01 19:00,78
30-07-01 18:00,80
30-07-01 17:00,87
30-07-01 16:00,93
30-07-01 15:00,86
30-07-01 14:00,81
30-07-01 13:00,81
30-07-01 12:00,72
30-07-01 11:00,82
30-07-01 10:00,72
30-07-01 09:00,50
30-07-01 08:00,32
30-07-01 07:00,18
30-07-01 06:00,
30-07-01 05:00,12
30-07-01 04:00,13
30-07-01 03:00,21
30-07-01 02:00,26
30-07-01 01:00,41
30-07-01 00:00,51
29-07-01 23:00,78
29-07-01 22:00,67
29-07-01 21:00,74
29-07-01 20:00,86
29-07-01 19:00,58
29-07-01 18:00,62
29-07-01 17:00,70
29-07-01 16:00,95
29-07-01 15:00,100
29-07-01 14:00,97
29-07-01 13:00,76
29-07-01 12:00,61
29-07-01 11:00,65
29-07-01 10:00,76
29-07-01 09:00,72
29-07-01 08:00,62
29-07-01 07:00,
29-07-01 06:00,40
29-07-01 05:00,30
29-07-01 04:00,34
29-07-01 03:00,18
29-07-01 02:00,24
29-07-01 01:00,32
29-07-01 00:00,27
28-07-01 23:00,53
28-07-01 22:00,69
28-07-01 21:00,79
28-07-01 20:00,86
28-07-01 19:00,98
28-07-01 18:00,99
28-07-01 17:00,94
28-07-01 16:00,90
28-07-01 15:00,85
28-07-01 14:00,89
28-07-01 13:00,76
28-07-01 12:00,83
28-07-01 11:00,84
28-07-01 10:00,71
28-07-01 09:00,57
28-07-01 08:00,37
28-07-01 07:00,
28-07-01 06:00,4
28-07-01 05:00,1
28-07-01 04:00,4
28-07-01 03:00,13
28-07-01 02:00,6
28-07-01 01:00,10
28-07-01 00:00,7
27-07-01 23:00,5
27-07-01 22:00,8
27-07-01 21:00,17
27-07-01 20:00,28
27-07-01 19:00,69
27-07-01 18:00,88
27-07-01 17:00,96
27-07-01 16:00,109
27-07-01 15:00,107
27-07-01 14:00,101
27-07-01 13:00,84
27-07-01 12:00,93
27-07-01 11:00,86
27-07-01 10:00,83
27-07-01 09:00,69
27-07-01 08:00,
27-07-01 07:00,29
27-07-01 06:00,13
27-07-01 05:00,14
27-07-01 04:00,22
27-07-01 03:00,26
27-07-01 02:00,32
27-07-01 01:00,39
27-07-01 00:00,28
26-07-01 23:00,16
26-07-01 22:00,23
26-07-01 21:00,82
26-07-01 20:00,83
26-07-01 19:00,93
26-07-01 18:00,64
26-07-01 17:00,87
26-07-01 16:00,78
26-07-01 15:00,82
26-07-01 14:00,94
26-07-01 13:00,83
26-07-01 12:00,77
26-07-01 11:00,72
26-07-01 10:00,63
26-07-01 09:00,55
26-07-01 08:00,
26-07-01 07:00,38
26-07-01 06:00,24
26-07-01 05:00,34
26-07-01 04:00,34
26-07-01 03:00,33
26-07-01 02:00,39
26-07-01 01:00,54
26-07-01 00:00,49
25-07-01 23:00,48
25-07-01 22:00,72
25-07-01 21:00,78
25-07-01 20:00,81
25-07-01 19:00,79
25-07-01 18:00,80
25-07-01 17:00,77
25-07-01 16:00,74
25-07-01 15:00,78
25-07-01 14:00,72
25-07-01 13:00,73
25-07-01 12:00,67
25-07-01 11:00,77
25-07-01 10:00,60
25-07-01 09:00,
25-07-01 08:00,41
25-07-01 07:00,37
25-07-01 06:00,29
25-07-01 05:00,32
25-07-01 04:00,41
25-07-01 03:00,36
25-07-01 02:00,27
25-07-01 01:00,22
25-07-01 00:00,14
24-07-01 23:00,10
24-07-01 22:00,15
24-07-01 21:00,22
24-07-01 20:00,45
24-07-01 19:00,51
24-07-01 18:00,59
24-07-01 17:00,69
24-07-01 16:00,73
24-07-01 15:00,78
24-07-01 14:00,77
24-07-01 13:00,76
24-07-01 12:00,82
24-07-01 11:00,73
24-07-01 10:00,55
24-07-01 09:00,
24-07-01 08:00,40
24-07-01 07:00,13
24-07-01 06:00,8
24-07-01 05:00,11
24-07-01 04:00,16
24-07-01 03:00,28
24-07-01 02:00,15
24-07-01 01:00,12
24-07-01 00:00,21
23-07-01 23:00,17
23-07-01 22:00,44
23-07-01 21:00,63
23-07-01 20:00,78
23-07-01 19:00,86
23-07-01 18:00,88
23-07-01 17:00,87
23-07-01 16:00,85
23-07-01 15:00,81
23-07-01 14:00,77
23-07-01 13:00,77
23-07-01 12:00,78
