Datum Zeit,Annaberg-Buchholz NO
,µg/m³
01-08-01 00:00,5
31-07-01 23:00,4
31-07-01 22:00,4
31-07-01 21:00,7
31-07-01 20:00,2
31-07-01 19:00,13
31-07-01 18:00,14
31-07-01 17:00,10
31-07-01 16:00,12
31-07-01 15:00,18
31-07-01 14:00,16
31-07-01 13:00,16
31-07-01 12:00,12
31-07-01 11:00,12
31-07-01 10:00,14
31-07-01 09:00,19
31-07-01 08:00,
31-07-01 07:00,63
31-07-01 06:00,78
31-07-01 05:00,26
31-07-01 04:00,2
31-07-01 03:00,1
31-07-01 02:00,2
31-07-01 01:00,2
31-07-01 00:00,3
30-07-01 23:00,5
30-07-01 22:00,16
30-07-01 21:00,18
30-07-01 20:00,28
30-07-01 19:00,22
30-07-01 18:00,13
30-07-01 17:00,9
30-07-01 16:00,19
30-07-01 15:00,15
30-07-01 14:00,16
30-07-01 13:00,15
30-07-01 12:00,14
30-07-01 11:00,20
30-07-01 10:00,22
30-07-01 09:00,
30-07-01 08:00,49
30-07-01 07:00,47
30-07-01 06:00,66
30-07-01 05:00,36
30-07-01 04:00,7
30-07-01 03:00,3
30-07-01 02:00,1
30-07-01 01:00,3
30-07-01 00:00,2
29-07-01 23:00,5
29-07-01 22:00,5
29-07-01 21:00,7
29-07-01 20:00,10
29-07-01 19:00,4
29-07-01 18:00,10
29-07-01 17:00,3
29-07-01 16:00,3
29-07-01 15:00,4
29-07-01 14:00,3
29-07-01 13:00,1
29-07-01 12:00,2
29-07-01 11:00,3
29-07-01 10:00,6
29-07-01 09:00,
29-07-01 08:00,7
29-07-01 07:00,2
29-07-01 06:00,1
29-07-01 05:00,3
29-07-01 04:00,2
29-07-01 03:00,3
29-07-01 02:00,1
29-07-01 01:00,2
29-07-01 00:00,2
28-07-01 23:00,5
28-07-01 22:00,7
28-07-01 21:00,7
28-07-01 20:00,15
28-07-01 19:00,9
28-07-01 18:00,9
28-07-01 17:00,7
28-07-01 16:00,10
28-07-01 15:00,11
28-07-01 14:00,6
28-07-01 13:00,5
28-07-01 12:00,8
28-07-01 11:00,8
28-07-01 10:00,
28-07-01 09:00,31
28-07-01 08:00,32
28-07-01 07:00,17
28-07-01 06:00,9
28-07-01 05:00,8
28-07-01 04:00,3
28-07-01 03:00,9
28-07-01 02:00,5
28-07-01 01:00,6
28-07-01 00:00,14
27-07-01 23:00,13
27-07-01 22:00,16
27-07-01 21:00,10
27-07-01 20:00,13
27-07-01 19:00,14
27-07-01 18:00,15
27-07-01 17:00,9
27-07-01 16:00,10
27-07-01 15:00,12
27-07-01 14:00,17
27-07-01 13:00,20
27-07-01 12:00,18
27-07-01 11:00,15
27-07-01 10:00,
27-07-01 09:00,55
27-07-01 08:00,73
27-07-01 07:00,62
27-07-01 06:00,74
27-07-01 05:00,28
27-07-01 04:00,9
27-07-01 03:00,1
27-07-01 02:00,3
27-07-01 01:00,3
27-07-01 00:00,6
26-07-01 23:00,5
26-07-01 22:00,17
26-07-01 21:00,6
26-07-01 20:00,28
26-07-01 19:00,20
26-07-01 18:00,19
26-07-01 17:00,20
26-07-01 16:00,10
26-07-01 15:00,7
26-07-01 14:00,13
26-07-01 13:00,18
26-07-01 12:00,10
26-07-01 11:00,
26-07-01 10:00,30
26-07-01 09:00,28
26-07-01 08:00,52
26-07-01 07:00,63
26-07-01 06:00,53
26-07-01 05:00,17
26-07-01 04:00,5
26-07-01 03:00,4
26-07-01 02:00,1
26-07-01 01:00,1
26-07-01 00:00,1
25-07-01 23:00,3
25-07-01 22:00,9
25-07-01 21:00,19
25-07-01 20:00,17
25-07-01 19:00,11
25-07-01 18:00,11
25-07-01 17:00,7
25-07-01 16:00,12
25-07-01 15:00,6
25-07-01 14:00,15
25-07-01 13:00,13
25-07-01 12:00,13
25-07-01 11:00,
25-07-01 10:00,17
25-07-01 09:00,16
25-07-01 08:00,58
25-07-01 07:00,75
25-07-01 06:00,51
25-07-01 05:00,18
25-07-01 04:00,3
25-07-01 03:00,1
25-07-01 02:00,3
25-07-01 01:00,1
25-07-01 00:00,2
24-07-01 23:00,4
24-07-01 22:00,4
24-07-01 21:00,9
24-07-01 20:00,17
24-07-01 19:00,15
24-07-01 18:00,17
24-07-01 17:00,16
24-07-01 16:00,13
24-07-01 15:00,12
24-07-01 14:00,12
24-07-01 13:00,10
24-07-01 12:00,
24-07-01 11:00,25
24-07-01 10:00,21
24-07-01 09:00,21
24-07-01 08:00,69
24-07-01 07:00,56
24-07-01 06:00,68
24-07-01 05:00,29
24-07-01 04:00,8
24-07-01 03:00,1
24-07-01 02:00,2
24-07-01 01:00,5
24-07-01 00:00,3
23-07-01 23:00,4
23-07-01 22:00,14
23-07-01 21:00,16
23-07-01 20:00,20
23-07-01 19:00,11
23-07-01 18:00,17
23-07-01 17:00,14
23-07-01 16:00,23
23-07-01 15:00,19
23-07-01 14:00,21
23-07-01 13:00,14
23-07-01 12:00,
23-07-01 11:00,21
23-07-01 10:00,21
23-07-01 09:00,18
23-07-01 08:00,93
23-07-01 07:00,54
23-07-01 06:00,61
23-07-01 05:00,31
23-07-01 04:00,4
23-07-01 03:00,4
23-07-01 02:00,7
23-07-01 01:00,3
23-07-01 00:00,4
22-07-01 23:00,5
22-07-01 22:00,6
22-07-01 21:00,15
22-07-01 20:00,13
22-07-01 19:00,10
22-07-01 18:00,12
22-07-01 17:00,9
22-07-01 16:00,8
22-07-01 15:00,6
22-07-01 14:00,6
22-07-01 13:00,
22-07-01 12:00,5
22-07-01 11:00,6
22-07-01 10:00,4
22-07-01 09:00,7
22-07-01 08:00,8
22-07-01 07:00,3
