Datum Zeit,Freiberg PM10
,µg/m³
31-07-01,38
30-07-01,27
29-07-01,20
28-07-01,19
27-07-01,27
26-07-01,24
25-07-01,20
24-07-01,22
23-07-01,20
22-07-01,15
21-07-01,16
20-07-01,18
19-07-01,14
18-07-01,17
17-07-01,10
16-07-01,10
15-07-01,11
14-07-01,10
13-07-01,11
12-07-01,18
11-07-01,14
10-07-01,21
09-07-01,15
08-07-01,13
07-07-01,31
06-07-01,25
05-07-01,23
04-07-01,24
03-07-01,20
02-07-01,14
01-07-01,19

