Datum Zeit,Fichtelberg O3
,µg/m³
01-08-01 00:00,144
31-07-01 23:00,159
31-07-01 22:00,172
31-07-01 21:00,171
31-07-01 20:00,176
31-07-01 19:00,198
31-07-01 18:00,192
31-07-01 17:00,188
31-07-01 16:00,188
31-07-01 15:00,189
31-07-01 14:00,189
31-07-01 13:00,181
31-07-01 12:00,177
31-07-01 11:00,179
31-07-01 10:00,183
31-07-01 09:00,188
31-07-01 08:00,195
31-07-01 07:00,
31-07-01 06:00,200
31-07-01 05:00,185
31-07-01 04:00,154
31-07-01 03:00,156
31-07-01 02:00,157
31-07-01 01:00,155
31-07-01 00:00,154
30-07-01 23:00,158
30-07-01 22:00,152
30-07-01 21:00,138
30-07-01 20:00,132
30-07-01 19:00,133
30-07-01 18:00,134
30-07-01 17:00,131
30-07-01 16:00,125
30-07-01 15:00,124
30-07-01 14:00,123
30-07-01 13:00,
30-07-01 12:00,
30-07-01 11:00,
30-07-01 10:00,
30-07-01 09:00,
30-07-01 08:00,
30-07-01 07:00,
30-07-01 06:00,
30-07-01 05:00,
30-07-01 04:00,
30-07-01 03:00,
30-07-01 02:00,
30-07-01 01:00,
30-07-01 00:00,
29-07-01 23:00,
29-07-01 22:00,
29-07-01 21:00,
29-07-01 20:00,
29-07-01 19:00,
29-07-01 18:00,
29-07-01 17:00,
29-07-01 16:00,
29-07-01 15:00,
29-07-01 14:00,
29-07-01 13:00,
29-07-01 12:00,
29-07-01 11:00,
29-07-01 10:00,
29-07-01 09:00,
29-07-01 08:00,
29-07-01 07:00,
29-07-01 06:00,
29-07-01 05:00,
29-07-01 04:00,
29-07-01 03:00,
29-07-01 02:00,
29-07-01 01:00,
29-07-01 00:00,
28-07-01 23:00,
28-07-01 22:00,
28-07-01 21:00,
28-07-01 20:00,
28-07-01 19:00,
28-07-01 18:00,
28-07-01 17:00,
28-07-01 16:00,
28-07-01 15:00,
28-07-01 14:00,
28-07-01 13:00,
28-07-01 12:00,
28-07-01 11:00,
28-07-01 10:00,
28-07-01 09:00,
28-07-01 08:00,
28-07-01 07:00,
28-07-01 06:00,
28-07-01 05:00,
28-07-01 04:00,
28-07-01 03:00,
28-07-01 02:00,
28-07-01 01:00,
28-07-01 00:00,
27-07-01 23:00,
27-07-01 22:00,
27-07-01 21:00,
27-07-01 20:00,
27-07-01 19:00,
27-07-01 18:00,
27-07-01 17:00,
27-07-01 16:00,
27-07-01 15:00,
27-07-01 14:00,
27-07-01 13:00,
27-07-01 12:00,
27-07-01 11:00,
27-07-01 10:00,
27-07-01 09:00,
27-07-01 08:00,
27-07-01 07:00,
27-07-01 06:00,
27-07-01 05:00,
27-07-01 04:00,
27-07-01 03:00,
27-07-01 02:00,
27-07-01 01:00,
27-07-01 00:00,
26-07-01 23:00,
26-07-01 22:00,
26-07-01 21:00,
26-07-01 20:00,
26-07-01 19:00,
26-07-01 18:00,
26-07-01 17:00,
26-07-01 16:00,
26-07-01 15:00,
26-07-01 14:00,
26-07-01 13:00,
26-07-01 12:00,
26-07-01 11:00,
26-07-01 10:00,
26-07-01 09:00,
26-07-01 08:00,
26-07-01 07:00,
26-07-01 06:00,
26-07-01 05:00,
26-07-01 04:00,
26-07-01 03:00,
26-07-01 02:00,
26-07-01 01:00,
26-07-01 00:00,
25-07-01 23:00,
25-07-01 22:00,
25-07-01 21:00,
25-07-01 20:00,
25-07-01 19:00,
25-07-01 18:00,
25-07-01 17:00,
25-07-01 16:00,
25-07-01 15:00,
25-07-01 14:00,
25-07-01 13:00,
25-07-01 12:00,
25-07-01 11:00,
25-07-01 10:00,92
25-07-01 09:00,88
25-07-01 08:00,
25-07-01 07:00,89
25-07-01 06:00,90
25-07-01 05:00,93
25-07-01 04:00,92
25-07-01 03:00,91
25-07-01 02:00,92
25-07-01 01:00,93
25-07-01 00:00,98
24-07-01 23:00,102
24-07-01 22:00,109
24-07-01 21:00,108
24-07-01 20:00,112
24-07-01 19:00,115
24-07-01 18:00,114
24-07-01 17:00,111
24-07-01 16:00,116
24-07-01 15:00,120
24-07-01 14:00,120
24-07-01 13:00,115
24-07-01 12:00,104
24-07-01 11:00,102
24-07-01 10:00,97
24-07-01 09:00,
24-07-01 08:00,92
24-07-01 07:00,94
24-07-01 06:00,96
24-07-01 05:00,100
24-07-01 04:00,99
