Datum Zeit,Leipzig-West O3
,µg/m³
01-08-01 00:00,61
31-07-01 23:00,74
31-07-01 22:00,82
31-07-01 21:00,95
31-07-01 20:00,111
31-07-01 19:00,120
31-07-01 18:00,133
31-07-01 17:00,130
31-07-01 16:00,140
31-07-01 15:00,149
31-07-01 14:00,160
31-07-01 13:00,158
31-07-01 12:00,162
31-07-01 11:00,139
31-07-01 10:00,99
31-07-01 09:00,71
31-07-01 08:00,35
31-07-01 07:00,12
31-07-01 06:00,8
31-07-01 05:00,25
31-07-01 04:00,
31-07-01 03:00,34
31-07-01 02:00,52
31-07-01 01:00,76
31-07-01 00:00,72
30-07-01 23:00,71
30-07-01 22:00,71
30-07-01 21:00,88
30-07-01 20:00,109
30-07-01 19:00,130
30-07-01 18:00,130
30-07-01 17:00,131
30-07-01 16:00,136
30-07-01 15:00,132
30-07-01 14:00,124
30-07-01 13:00,122
30-07-01 12:00,114
30-07-01 11:00,108
30-07-01 10:00,83
30-07-01 09:00,55
30-07-01 08:00,27
30-07-01 07:00,10
30-07-01 06:00,13
30-07-01 05:00,
30-07-01 04:00,
30-07-01 03:00,
30-07-01 02:00,
30-07-01 01:00,
30-07-01 00:00,
29-07-01 23:00,
29-07-01 22:00,
29-07-01 21:00,
29-07-01 20:00,
29-07-01 19:00,
29-07-01 18:00,
29-07-01 17:00,
29-07-01 16:00,
29-07-01 15:00,
29-07-01 14:00,
29-07-01 13:00,
29-07-01 12:00,
29-07-01 11:00,
29-07-01 10:00,
29-07-01 09:00,
29-07-01 08:00,
29-07-01 07:00,
29-07-01 06:00,
29-07-01 05:00,
29-07-01 04:00,93
29-07-01 03:00,103
29-07-01 02:00,78
29-07-01 01:00,57
29-07-01 00:00,49
28-07-01 23:00,67
28-07-01 22:00,98
28-07-01 21:00,103
28-07-01 20:00,118
28-07-01 19:00,125
28-07-01 18:00,128
28-07-01 17:00,131
28-07-01 16:00,136
28-07-01 15:00,135
28-07-01 14:00,133
28-07-01 13:00,141
28-07-01 12:00,135
28-07-01 11:00,120
28-07-01 10:00,99
28-07-01 09:00,70
28-07-01 08:00,39
28-07-01 07:00,20
28-07-01 06:00,
28-07-01 05:00,15
28-07-01 04:00,23
28-07-01 03:00,24
28-07-01 02:00,20
28-07-01 01:00,13
28-07-01 00:00,12
27-07-01 23:00,39
27-07-01 22:00,66
27-07-01 21:00,98
27-07-01 20:00,117
27-07-01 19:00,135
27-07-01 18:00,138
27-07-01 17:00,143
27-07-01 16:00,133
27-07-01 15:00,133
27-07-01 14:00,135
27-07-01 13:00,128
27-07-01 12:00,123
27-07-01 11:00,101
27-07-01 10:00,82
27-07-01 09:00,72
27-07-01 08:00,57
27-07-01 07:00,54
27-07-01 06:00,
27-07-01 05:00,72
27-07-01 04:00,83
27-07-01 03:00,84
27-07-01 02:00,78
27-07-01 01:00,49
27-07-01 00:00,57
26-07-01 23:00,71
26-07-01 22:00,83
26-07-01 21:00,98
26-07-01 20:00,114
26-07-01 19:00,120
26-07-01 18:00,125
26-07-01 17:00,136
26-07-01 16:00,128
26-07-01 15:00,127
26-07-01 14:00,122
26-07-01 13:00,110
26-07-01 12:00,95
26-07-01 11:00,75
26-07-01 10:00,53
26-07-01 09:00,39
26-07-01 08:00,37
26-07-01 07:00,18
26-07-01 06:00,17
26-07-01 05:00,29
26-07-01 04:00,37
26-07-01 03:00,47
26-07-01 02:00,57
26-07-01 01:00,72
26-07-01 00:00,76
25-07-01 23:00,81
25-07-01 22:00,91
25-07-01 21:00,95
25-07-01 20:00,103
25-07-01 19:00,109
25-07-01 18:00,106
25-07-01 17:00,113
25-07-01 16:00,
25-07-01 15:00,109
25-07-01 14:00,107
25-07-01 13:00,101
25-07-01 12:00,
25-07-01 11:00,
25-07-01 10:00,
25-07-01 09:00,42
25-07-01 08:00,
25-07-01 07:00,21
25-07-01 06:00,16
25-07-01 05:00,12
25-07-01 04:00,15
25-07-01 03:00,24
25-07-01 02:00,36
25-07-01 01:00,46
25-07-01 00:00,59
24-07-01 23:00,77
24-07-01 22:00,80
24-07-01 21:00,87
24-07-01 20:00,107
24-07-01 19:00,114
24-07-01 18:00,104
24-07-01 17:00,93
24-07-01 16:00,100
24-07-01 15:00,105
24-07-01 14:00,99
24-07-01 13:00,97
24-07-01 12:00,97
24-07-01 11:00,82
24-07-01 10:00,47
24-07-01 09:00,
24-07-01 08:00,24
24-07-01 07:00,6
24-07-01 06:00,14
24-07-01 05:00,32
24-07-01 04:00,39
24-07-01 03:00,52
24-07-01 02:00,56
24-07-01 01:00,54
24-07-01 00:00,57
23-07-01 23:00,51
23-07-01 22:00,63
23-07-01 21:00,76
