Datum Zeit,Schwartenberg BEN
,µg/m³
01-08-01 00:00,0.5
31-07-01 23:00,0.4
31-07-01 22:00,0.4
31-07-01 21:00,0.4
31-07-01 20:00,0.4
31-07-01 19:00,0.5
31-07-01 18:00,0.4
31-07-01 17:00,0.5
31-07-01 16:00,0.4
31-07-01 15:00,0.4
31-07-01 14:00,0.4
31-07-01 13:00,0.4
31-07-01 12:00,0.4
31-07-01 11:00,0.4
31-07-01 10:00,0.5
31-07-01 09:00,0.4
31-07-01 08:00,0.3
31-07-01 07:00,0.2
31-07-01 06:00,0.1
31-07-01 05:00,0.1
31-07-01 04:00,0.1
31-07-01 03:00,0.1
31-07-01 02:00,0.3
31-07-01 01:00,0.3
31-07-01 00:00,0.3
30-07-01 23:00,0.4
30-07-01 22:00,0.4
30-07-01 21:00,0.4
30-07-01 20:00,0.4
30-07-01 19:00,0.3
30-07-01 18:00,0.3
30-07-01 17:00,0.3
30-07-01 16:00,0.3
30-07-01 15:00,0.3
30-07-01 14:00,0.3
30-07-01 13:00,0.2
30-07-01 12:00,
30-07-01 11:00,
30-07-01 10:00,
30-07-01 09:00,
30-07-01 08:00,
30-07-01 07:00,0.5
30-07-01 06:00,0.4
30-07-01 05:00,0.4
30-07-01 04:00,0.4
30-07-01 03:00,0.3
30-07-01 02:00,0.3
30-07-01 01:00,0.3
30-07-01 00:00,0.4
29-07-01 23:00,0.6
29-07-01 22:00,1.5
29-07-01 21:00,2.1
29-07-01 20:00,2.4
29-07-01 19:00,0.4
29-07-01 18:00,0.5
29-07-01 17:00,0.6
29-07-01 16:00,0.5
29-07-01 15:00,0.4
29-07-01 14:00,0.5
29-07-01 13:00,0.5
29-07-01 12:00,0.4
29-07-01 11:00,0.5
29-07-01 10:00,0.6
29-07-01 09:00,0.7
29-07-01 08:00,0.6
29-07-01 07:00,0.6
29-07-01 06:00,1.0
29-07-01 05:00,0.8
29-07-01 04:00,0.6
29-07-01 03:00,0.5
29-07-01 02:00,0.6
29-07-01 01:00,0.5
29-07-01 00:00,0.4
28-07-01 23:00,0.4
28-07-01 22:00,0.4
28-07-01 21:00,0.4
28-07-01 20:00,0.6
28-07-01 19:00,0.6
28-07-01 18:00,0.4
28-07-01 17:00,0.4
28-07-01 16:00,0.3
28-07-01 15:00,0.1
28-07-01 14:00,0.1
28-07-01 13:00,0.2
28-07-01 12:00,0.1
28-07-01 11:00,0.1
28-07-01 10:00,0.1
28-07-01 09:00,0.2
28-07-01 08:00,0.2
28-07-01 07:00,0.3
28-07-01 06:00,0.3
28-07-01 05:00,0.3
28-07-01 04:00,0.1
28-07-01 03:00,0.1
28-07-01 02:00,0.4
28-07-01 01:00,0.3
28-07-01 00:00,0.1
27-07-01 23:00,0.1
27-07-01 22:00,0.2
27-07-01 21:00,0.3
27-07-01 20:00,0.3
27-07-01 19:00,0.3
27-07-01 18:00,0.3
27-07-01 17:00,0.3
27-07-01 16:00,0.3
27-07-01 15:00,0.4
27-07-01 14:00,0.4
27-07-01 13:00,0.3
27-07-01 12:00,0.1
27-07-01 11:00,0.3
27-07-01 10:00,
27-07-01 09:00,
27-07-01 08:00,
27-07-01 07:00,
27-07-01 06:00,0.4
27-07-01 05:00,0.4
27-07-01 04:00,0.4
27-07-01 03:00,0.4
27-07-01 02:00,0.4
27-07-01 01:00,0.4
27-07-01 00:00,0.4
26-07-01 23:00,0.4
26-07-01 22:00,0.5
26-07-01 21:00,0.4
26-07-01 20:00,0.3
26-07-01 19:00,0.2
26-07-01 18:00,0.1
26-07-01 17:00,0.1
26-07-01 16:00,0.1
26-07-01 15:00,0.1
26-07-01 14:00,0.1
26-07-01 13:00,0.1
26-07-01 12:00,0.2
26-07-01 11:00,0.4
26-07-01 10:00,
26-07-01 09:00,
26-07-01 08:00,
26-07-01 07:00,
26-07-01 06:00,0.5
26-07-01 05:00,0.4
26-07-01 04:00,0.4
26-07-01 03:00,0.4
26-07-01 02:00,0.4
26-07-01 01:00,0.4
26-07-01 00:00,0.4
25-07-01 23:00,0.4
25-07-01 22:00,0.4
25-07-01 21:00,0.4
25-07-01 20:00,0.3
25-07-01 19:00,0.1
25-07-01 18:00,0.1
25-07-01 17:00,0.1
25-07-01 16:00,0.1
25-07-01 15:00,0.1
25-07-01 14:00,0.1
