Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-01-01,01:00,,70,43,4,,
2017-01-01,02:00,,32,42,3,,
2017-01-01,03:00,,41,41,3,,
2017-01-01,04:00,,32,40,2,,
2017-01-01,05:00,,26,39,2,,
2017-01-01,06:00,,10,37,2,,
2017-01-01,07:00,,6,36,3,,
2017-01-01,08:00,,7,36,3,,
2017-01-01,09:00,,11,34,4,,
2017-01-01,10:00,,14,30,7,,
2017-01-01,11:00,,9,27,30,,
2017-01-01,12:00,,3,17,51,,
2017-01-01,13:00,,3,16,55,,
2017-01-01,14:00,,4,19,50,,
2017-01-01,15:00,,4,24,45,,
2017-01-01,16:00,,2,27,41,,
2017-01-01,17:00,,4,37,32,,
2017-01-01,18:00,,36,60,12,,
2017-01-01,19:00,,1,32,42,,
2017-01-01,20:00,,1,27,48,,
2017-01-01,21:00,,1,19,53,,
2017-01-01,22:00,,1,18,50,,
2017-01-01,23:00,,1,16,46,,
2017-01-02,00:00,,1,18,38,,
